gene_name,max_abs_log2FC,weighted_mean_abs_log2FC,n_groups_significant,detected_in_male,detected_in_female,sex_specificity
0610006L08Rik,0.20089110873734148,0.06514853949231698,0,False,False,neither
0610007P14Rik,0.20863448894515396,0.07980520872928168,0,False,False,neither
0610009B22Rik,0.10206950559460018,0.06259356288339477,0,False,False,neither
0610009E02Rik,0.175970484012814,0.12999138031009305,0,False,False,neither
0610009L18Rik,0.3749967360444949,0.18096436107500213,0,False,False,neither
0610009O20Rik,0.48221508057077117,0.24700635041601046,0,False,False,neither
0610010F05Rik,0.2306168292191161,0.13041125567516584,0,False,False,neither
0610010K14Rik,0.17365271888654243,0.1406418446733385,0,False,False,neither
0610011F06Rik,0.2281785237003672,0.11829297951416895,0,False,False,neither
0610012D04Rik,0.3284222783744852,0.22864221384867647,0,False,False,neither
0610012G03Rik,0.2863870847668393,0.1159047894132634,0,False,False,neither
0610025J13Rik,0.15920109244470312,0.05865813531013754,0,False,False,neither
0610030E20Rik,0.18130197931883482,0.08825413426440838,0,False,False,neither
0610031O16Rik,0.537623862228507,0.356414196051811,1,True,False,male_only
0610033M10Rik,0.2976407182206359,0.21585048582312427,0,False,False,neither
0610037L13Rik,0.12491795643152806,0.07781077910764848,0,False,False,neither
0610038B21Rik,0.22649219420649078,0.11541560943707797,0,False,False,neither
0610040B10Rik,0.3759661779576994,0.24060603056575916,0,False,False,neither
0610040F04Rik,0.1743343015903433,0.10647738248357547,0,False,False,neither
0610040J01Rik,0.36567504487258784,0.20667670160039608,0,False,False,neither
0610043K17Rik,0.2583065802999888,0.104936692544418,0,False,False,neither
1010001B22Rik,0.09001448100829461,0.06961757000512221,0,False,False,neither
1010001N08Rik,0.5911857989948386,0.24625468973882553,1,True,False,male_only
1110001J03Rik,0.5815117611393906,0.19713953609894824,1,True,False,male_only
1110002J07Rik,0.23569889056556295,0.14256572928060607,0,False,False,neither
1110002L01Rik,0.13365086863325287,0.09728988298830933,0,False,False,neither
1110002O04Rik,0.11549407406595998,0.08529882892955257,0,False,False,neither
1110004E09Rik,0.20508553515448563,0.09880062676364473,0,False,False,neither
1110004F10Rik,0.34962494559742024,0.1751243623518927,0,False,False,neither
1110008F13Rik,0.142938980787577,0.09653301538397331,0,False,False,neither
1110008L16Rik,0.16244014942442914,0.09911168668384196,0,False,False,neither
1110008P14Rik,0.3318520617222555,0.17268997508718495,0,False,False,neither
1110012L19Rik,0.31466390258027555,0.18825910257062228,0,False,False,neither
1110017D15Rik,0.6203374820978947,0.2971191268181337,1,True,False,male_only
1110018N20Rik,0.10442363992703413,0.049758241903233705,0,False,False,neither
1110019D14Rik,0.2435779290970678,0.13221677291519915,0,False,False,neither
1110020A21Rik,0.2966841531290547,0.2057326863077409,0,False,False,neither
1110025L11Rik,0.1172365186002532,0.07468694841126937,0,False,False,neither
1110028F11Rik,0.4747887280738394,0.1909020342073013,0,False,False,neither
1110028F18Rik,0.16828600208331398,0.08649764590067424,0,False,False,neither
1110032A03Rik,0.16306476012134902,0.11253634390854833,0,False,False,neither
1110032F04Rik,0.18859617775537246,0.1257511666708443,0,False,False,neither
1110034G24Rik,0.22164695746121457,0.14838454408010912,0,False,False,neither
1110036E04Rik,0.15131732977545828,0.08944895193348908,0,False,False,neither
1110037F02Rik,0.12825751676531705,0.06475215790743802,0,False,False,neither
1110038B12Rik,0.12476345657925944,0.08736502544317598,0,False,False,neither
1110038F14Rik,0.218770986877148,0.1307080305157113,0,False,False,neither
1110046J04Rik,0.40640975863059586,0.3382844216306206,0,False,False,neither
1110051M20Rik,0.15088819088267652,0.06107640107753035,0,False,False,neither
1110057P08Rik,0.07810446261997944,0.055834900410895116,0,False,False,neither
1110059E24Rik,0.24625673898112055,0.1581425506163005,0,False,False,neither
1110059G10Rik,0.1502014764073383,0.04687534248065979,0,False,False,neither
1110065P20Rik,0.23951862876155172,0.13859697822781353,0,False,False,neither
1190002N15Rik,0.34362710981338274,0.19054520000943986,0,False,False,neither
1190003K10Rik,0.1894484736217799,0.12051628108341064,0,False,False,neither
1190005I06Rik,0.7193912416573475,0.34312478906032745,1,True,False,male_only
1190007I07Rik,0.11989136168377773,0.058360155993539664,0,False,False,neither
1200007C13Rik,0.4608192836606185,0.21864383479833988,0,False,False,neither
1300002E11Rik,0.14653924683764982,0.06316580212766759,0,False,False,neither
1300017J02Rik,0.3812313683542131,0.1773863853202297,0,False,False,neither
1500002F19Rik,0.18792130080944439,0.10073516703289556,0,False,False,neither
1500004A13Rik,0.6122679156163955,0.3071443625586514,1,False,True,female_only
1500009C09Rik,0.5408774001199141,0.1984819419451288,1,True,False,male_only
1500009L16Rik,0.20029823902314497,0.08132682876732929,0,False,False,neither
1500011B03Rik,0.06846994423034317,0.05260615522852997,0,False,False,neither
1500011K16Rik,0.21183756208890647,0.14249857168887797,0,False,False,neither
1500012K07Rik,0.23820609916798166,0.0963342783890789,0,False,False,neither
1500015A07Rik,0.3154098533558993,0.13995698278420377,0,False,False,neither
1500015L24Rik,0.227750143412146,0.11552278319697817,0,False,False,neither
1500015O10Rik,0.8073475211402523,0.4882239703598763,2,True,True,both
1500017E21Rik,0.6837912328367975,0.248752692485281,1,False,True,female_only
1500026H17Rik,0.14031039483980834,0.08291534919786235,0,False,False,neither
1500035N22Rik,0.27277417422108713,0.16792922677439145,0,False,False,neither
1520401A03Rik,0.4659127853067928,0.296201945652257,0,False,False,neither
1600002D24Rik,0.24395912960816454,0.1424077630249258,0,False,False,neither
1600002H07Rik,0.22467438880267265,0.1884632759831838,0,False,False,neither
1600002K03Rik,0.3354016989474211,0.2212683306028243,0,False,False,neither
1600010M07Rik,0.4838959485131373,0.25198339699864997,0,False,False,neither
1600012H06Rik,0.31827559506831615,0.14547934069367177,0,False,False,neither
1600012P17Rik,0.19878115208537692,0.13901453576902442,0,False,False,neither
1600014C10Rik,0.24229306950201723,0.1434374251675439,0,False,False,neither
1600014C23Rik,0.2457531470177177,0.10840280208021609,0,False,False,neither
1600015I10Rik,0.19947831488309656,0.09320406121475001,0,False,False,neither
1600019K03Rik,0.20354424333222088,0.11122102243170356,0,False,False,neither
1600020E01Rik,0.2245328874235321,0.07871802167521263,0,False,False,neither
1600025M17Rik,0.4391656185775878,0.23932168180730018,0,False,False,neither
1600029O15Rik,0.23805958488662873,0.1703447272278914,0,False,False,neither
1700001C02Rik,0.41987957064151227,0.31537548567118645,0,False,False,neither
1700001C19Rik,0.31588140115828023,0.1864949687358087,0,False,False,neither
1700001D01Rik,0.0974070735603077,0.030162089063678357,0,False,False,neither
1700001F09Rik,0.016450537781117897,0.0074291521537938636,0,False,False,neither
1700001G01Rik,0.4092346058318939,0.3547543674988408,0,False,False,neither
1700001G11Rik,0.3072930274802311,0.16607566795379475,0,False,False,neither
1700001J03Rik,0.1636019632800528,0.08453609598989567,0,False,False,neither
1700001J04Rik,0.2387507428567408,0.17362096711248942,0,False,False,neither
1700001K19Rik,0.09064818030816667,0.07242064936972215,0,False,False,neither
1700001L05Rik,0.2241932929049368,0.0977772119061808,0,False,False,neither
1700001L19Rik,0.2068010035637751,0.14233655455749278,0,False,False,neither
1700001N15Rik,0.15453451019102618,0.09588801343115569,0,False,False,neither
1700001O22Rik,0.3283209590646813,0.16450648222029035,0,False,False,neither
1700001P01Rik,0.19765140369175785,0.10141589772925755,0,False,False,neither
1700003C15Rik,0.36078589116273335,0.19846374752601192,0,False,False,neither
1700003D09Rik,0.1468951072819683,0.07792104784606652,0,False,False,neither
1700003E16Rik,0.2755543302170288,0.1813350753955877,0,False,False,neither
1700003E24Rik,0.04153880868000891,0.011211190828600545,0,False,False,neither
1700003F12Rik,0.14480574760459322,0.0864370962208546,0,False,False,neither
1700003G13Rik,0.17811297530764084,0.08885210389718627,0,False,False,neither
1700003G18Rik,0.363733932043193,0.1931420501479749,0,False,False,neither
1700003H04Rik,0.39974425679887693,0.22595395058300605,0,False,False,neither
1700003I16Rik,0.46048936709998856,0.30395881315144524,0,False,False,neither
1700003I22Rik,0.10630509659943538,0.07365960059741535,0,False,False,neither
1700003L19Rik,0.15424666252362196,0.07697224130810401,0,False,False,neither
1700003M07Rik,0.4029593723914181,0.23672178840148173,0,False,False,neither
1700003P14Rik,0.19621362080548133,0.139699607300693,0,False,False,neither
1700006A11Rik,0.24791784894698254,0.1709670166337116,0,False,False,neither
1700006E09Rik,0.19919113541235156,0.07730125562127171,0,False,False,neither
1700006F04Rik,0.17209128157097162,0.08266651276379511,0,False,False,neither
1700006H21Rik,0.32525559145235766,0.22910858507993254,0,False,False,neither
1700006J14Rik,0.42952366177746515,0.24262278084408784,0,False,False,neither
1700007B14Rik,0.27316759959026415,0.11327097220017514,0,False,False,neither
1700007F19Rik,0.27376705590554906,0.16664277088584944,0,False,False,neither
1700007G11Rik,0.21978620065066523,0.1331622652760865,0,False,False,neither
1700007J10Rik,0.6952380470727118,0.4278980407822428,2,True,True,both
1700007K09Rik,0.3331411999465519,0.16989135493242874,0,False,False,neither
1700007K13Rik,0.46034315388683494,0.2807520907812376,0,False,False,neither
1700007L15Rik,0.09527310831794886,0.05075292160890124,0,False,False,neither
1700007M16Rik,0.14080531532722415,0.06762476222656542,0,False,False,neither
1700007P06Rik,0.35704464328480523,0.128984133861954,0,False,False,neither
1700008K24Rik,0.1631153764172874,0.10556657494768593,0,False,False,neither
1700008O03Rik,0.5160247959270879,0.39562419495876433,1,True,False,male_only
1700008P02Rik,0.2565066481908261,0.16986020355495082,0,False,False,neither
1700009C05Rik,0.1575763441641408,0.04863176445258057,0,False,False,neither
1700009J07Rik,0.2522733341477192,0.12946042561724658,0,False,False,neither
1700009N14Rik,0.31599750403913435,0.19081053910220674,0,False,False,neither
1700010B08Rik,0.14435390571383078,0.08729441881257832,0,False,False,neither
1700010D01Rik,0.028349671519725023,0.022855804665229226,0,False,False,neither
1700010H22Rik,0.12964772538661926,0.08301608254026892,0,False,False,neither
1700010I02Rik,0.24020733537586786,0.18909901191828837,0,False,False,neither
1700010I14Rik,0.2505617300637086,0.17409995958891045,0,False,False,neither
1700010J16Rik,0.2265886906941597,0.10567930019265481,0,False,False,neither
1700010K23Rik,0.20604633647751955,0.1257961648345121,0,False,False,neither
1700010K24Rik,0.1057407588741354,0.06046300714810321,0,False,False,neither
1700010L04Rik,0.09635852103985325,0.062052380840331996,0,False,False,neither
1700010N08Rik,0.1265415928538578,0.0616543709338151,0,False,False,neither
1700011B04Rik,0.2746625776717203,0.14191423479191012,0,False,False,neither
1700011C11Rik,0.21432597942457593,0.09914753435901584,0,False,False,neither
1700011E24Rik,0.2695087233801615,0.16035752100266804,0,False,False,neither
1700011H14Rik,0.18227812649537442,0.07384222684289697,0,False,False,neither
1700011I03Rik,0.8596430870513089,0.39507795801212425,1,False,True,female_only
1700011L22Rik,0.1980122707808354,0.10014368095562984,0,False,False,neither
1700011M02Rik,0.07104842002501346,0.0395649450591751,0,False,False,neither
1700012A03Rik,0.22803376325616062,0.13837538089129994,0,False,False,neither
1700012B07Rik,0.3254385479617511,0.19878192542378648,0,False,False,neither
1700012B09Rik,0.6364139794312358,0.5002239174969499,2,True,True,both
1700012C08Rik,0.23463397053101376,0.13773509388073138,0,False,False,neither
1700012C14Rik,0.19499965833725605,0.12274697136057854,0,False,False,neither
1700012D16Rik,0.13299710236110499,0.09660455808430288,0,False,False,neither
1700012E03Rik,0.15108532549061462,0.06380585501122106,0,False,False,neither
1700012I11Rik,0.0946866514662574,0.06394520063221247,0,False,False,neither
1700012L04Rik,0.057206159971687105,0.03236362927968164,0,False,False,neither
1700012P22Rik,0.18976009262250382,0.14076368077745127,0,False,False,neither
1700013D24Rik,0.1813847211154475,0.09328495150318729,0,False,False,neither
1700013F07Rik,0.27152502513441323,0.10990031310311286,0,False,False,neither
1700013G24Rik,0.14516069226632242,0.06438748923443946,0,False,False,neither
1700013H16Rik,0.10090434205664071,0.07642920107219409,0,False,False,neither
1700014D04Rik,0.32821828522677227,0.17731932198174227,0,False,False,neither
1700014F14Rik,0.07590737747630447,0.05823389347008737,0,False,False,neither
1700015E13Rik,0.09615319139465943,0.04999748573579617,0,False,False,neither
1700015F17Rik,0.19298714987920745,0.14513287630460864,0,False,False,neither
1700015G11Rik,0.1473321253084032,0.07123315822788917,0,False,False,neither
1700015O11Rik,0.269615256467866,0.1267272009713764,0,False,False,neither
1700016C15Rik,0.24618911138506944,0.15651525256138854,0,False,False,neither
1700016D06Rik,0.6752114262689748,0.28226853035820065,1,False,True,female_only
1700016F12Rik,0.19159904321343887,0.06392131811900417,0,False,False,neither
1700016G14Rik,0.18292853825463684,0.10068461296548917,0,False,False,neither
1700016G22Rik,0.0891286905957762,0.07539720625569704,0,False,False,neither
1700016H13Rik,0.1943395529903935,0.13216440046913308,0,False,False,neither
1700016K19Rik,0.3654153800015217,0.2983648603792432,0,False,False,neither
1700016L21Rik,0.12837260093777172,0.05052741165774869,0,False,False,neither
1700016P03Rik,0.18031808663537854,0.09902317059920307,0,False,False,neither
1700016P04Rik,0.14313206434934642,0.08179083277270975,0,False,False,neither
1700017B05Rik,0.28289725902102975,0.1337153275228123,0,False,False,neither
1700017D01Rik,0.2960960131646116,0.16942481709940937,0,False,False,neither
1700017G19Rik,0.3849010715678281,0.18821567441056192,0,False,False,neither
1700017I07Rik,0.1849202542602688,0.12714313772796232,0,False,False,neither
1700017J07Rik,0.1845789487360532,0.11450899997783984,0,False,False,neither
1700017L05Rik,0.35508577578108325,0.18917702272710912,0,False,False,neither
1700017N19Rik,0.1659210476177582,0.1067199474769402,0,False,False,neither
1700018A04Rik,0.14520783065337506,0.10399908006131428,0,False,False,neither
1700018B08Rik,0.3188420536959609,0.11920976536040702,0,False,False,neither
1700018B24Rik,0.1100737400284788,0.06209828204586813,0,False,False,neither
1700018C11Rik,0.12017021618083337,0.0940918421805012,0,False,False,neither
1700018F24Rik,0.24050463082482937,0.11226577311296204,0,False,False,neither
1700019A02Rik,0.31268725960474636,0.18391544583790437,0,False,False,neither
1700019B21Rik,0.3162451527697961,0.199243957829783,0,False,False,neither
1700019D03Rik,0.2945992578930426,0.16134542695617632,0,False,False,neither
1700019E08Rik,0.34453359195231126,0.15136145459199368,0,False,False,neither
1700019G24Rik,0.1190438002429271,0.08100919025029113,0,False,False,neither
1700019N19Rik,0.11004842653860389,0.05156359630887802,0,False,False,neither
1700019O17Rik,0.26371562998310166,0.13626159978870092,0,False,False,neither
1700019P21Rik,0.18510384042335135,0.07340948842630333,0,False,False,neither
1700020A23Rik,0.22763736000837415,0.09215504463917037,0,False,False,neither
1700020D05Rik,0.1180103693332475,0.06810864088779495,0,False,False,neither
1700020G17Rik,0.5956820580969825,0.39049842683423375,2,True,True,both
1700020I14Rik,0.20377011317572075,0.11824503276093863,0,False,False,neither
1700020L24Rik,0.2887063964234079,0.18037258199372766,0,False,False,neither
1700020M21Rik,0.37412097031533864,0.11354508236772444,0,False,False,neither
1700020N01Rik,0.2642346108329848,0.18177158895805617,0,False,False,neither
1700020N15Rik,0.04200830419801947,0.01777638765454514,0,False,False,neither
1700020N18Rik,0.11258019522180471,0.056149636326621705,0,False,False,neither
1700021A07Rik,0.19241135249954217,0.13112992988151356,0,False,False,neither
1700021F05Rik,0.6084285155027248,0.29971742930315043,1,True,False,male_only
1700021F07Rik,0.10837286075073306,0.06459540142000084,0,False,False,neither
1700021F13Rik,0.194697906901374,0.13963595877978782,0,False,False,neither
1700021J08Rik,0.14972128648985447,0.07239566150564455,0,False,False,neither
1700021L23Rik,0.4224030954357352,0.2548834580008171,0,False,False,neither
1700021N21Rik,0.1128982012911209,0.07390785852748966,0,False,False,neither
1700021P04Rik,0.2230704621730963,0.10326331908226022,0,False,False,neither
1700022A21Rik,0.23253782005415113,0.10883464830864137,0,False,False,neither
1700022A22Rik,0.18724239025786082,0.1269313912154506,0,False,False,neither
1700022E09Rik,0.08881205036774846,0.07111489794075451,0,False,False,neither
1700022H16Rik,0.06930832831041064,0.04188917687002652,0,False,False,neither
1700022I11Rik,0.2889501719363936,0.16978745287727118,0,False,False,neither
1700022N22Rik,0.1618717108235821,0.08776633275932119,0,False,False,neither
1700023C21Rik,0.24614745510949546,0.15857909200232173,0,False,False,neither
1700023F02Rik,0.11948776422921764,0.08909945126082683,0,False,False,neither
1700023F06Rik,0.2744512849970282,0.12618145469033412,0,False,False,neither
1700023G09Rik,0.21350335192198536,0.10858000735423631,0,False,False,neither
1700023H06Rik,0.2374003343108897,0.14628948935610267,0,False,False,neither
1700024B05Rik,0.1448958681686206,0.059754905819065826,0,False,False,neither
1700024B18Rik,0.13577756786249304,0.07017055818261958,0,False,False,neither
1700024G13Rik,0.13787450270156165,0.07417829850841351,0,False,False,neither
1700024P04Rik,0.18607431022385298,0.0722191730407249,0,False,False,neither
1700024P16Rik,0.37443555205784074,0.2072075577785178,0,False,False,neither
1700025B11Rik,0.07447145959451786,0.06017574380890371,0,False,False,neither
1700025C18Rik,0.3663194961031875,0.2177619437582538,0,False,False,neither
1700025D23Rik,0.16648377666446093,0.14287471096376075,0,False,False,neither
1700025F22Rik,0.4139230944366863,0.2283338074244192,0,False,False,neither
1700025F24Rik,0.11906058349576389,0.06973727006569969,0,False,False,neither
1700025G04Rik,0.16667431233751545,0.06311546918359934,0,False,False,neither
1700025H01Rik,0.1148905251443815,0.06264927775881468,0,False,False,neither
1700025J12Rik,0.2807186311708628,0.17773335812573537,0,False,False,neither
1700025K24Rik,0.16158090971958497,0.09382615426217522,0,False,False,neither
1700025M24Rik,0.10074928712427447,0.063352136038739,0,False,False,neither
1700025N21Rik,0.0748312940308705,0.039309048018931966,0,False,False,neither
1700025N23Rik,0.24122378575340941,0.16237431033146366,0,False,False,neither
1700025O08Rik,0.19292988359779753,0.08168327035771109,0,False,False,neither
1700026D11Rik,0.45929941237652505,0.28556669972401194,0,False,False,neither
1700026F02Rik,0.2590404048534361,0.10810247923911172,0,False,False,neither
1700026J12Rik,0.15021388467688204,0.11623407876124667,0,False,False,neither
1700026J14Rik,0.14163992320660607,0.0887945949996576,0,False,False,neither
1700027A07Rik,0.19942731577583334,0.10587139256902102,0,False,False,neither
1700027A15Rik,0.1839018023298537,0.08517083900486938,0,False,False,neither
1700027F06Rik,0.1181519594475956,0.07007006898658931,0,False,False,neither
1700027F09Rik,0.16283773936957646,0.0840817226972603,0,False,False,neither
1700027H10Rik,0.16132674319158452,0.07763245855773666,0,False,False,neither
1700027I24Rik,0.08858269989321874,0.058245114384443214,0,False,False,neither
1700028B04Rik,0.15200984153034405,0.107838655115879,0,False,False,neither
1700028D13Rik,0.20860850849184842,0.09645388863952976,0,False,False,neither
1700028E10Rik,0.5157224292866806,0.17884576937358543,1,True,False,male_only
1700028I16Rik,0.28033220795541225,0.18865256597852725,0,False,False,neither
1700028J19Rik,0.22993887962152343,0.13305538600956818,0,False,False,neither
1700028K03Rik,0.329925363486929,0.13477629572856228,0,False,False,neither
1700028M03Rik,0.04014906904645617,0.02831284145215871,0,False,False,neither
1700028N14Rik,0.26416235361353324,0.11182773041884529,0,False,False,neither
1700028P14Rik,0.19826334671948506,0.0848670802435302,0,False,False,neither
1700028P15Rik,0.5646972181049645,0.3389116480305763,1,False,True,female_only
1700029B22Rik,0.37141305841474515,0.188321931866808,0,False,False,neither
1700029E06Rik,0.5045861093211662,0.28290103057564486,1,True,False,male_only
1700029F12Rik,0.2714837072511103,0.08996763662757702,0,False,False,neither
1700029H14Rik,0.19199404264603198,0.1411843294412326,0,False,False,neither
1700029I15Rik,0.32930328614429305,0.18877813358276496,0,False,False,neither
1700029J03Rik,0.16007781797076365,0.09516759543800864,0,False,False,neither
1700029J07Rik,0.25039427956792504,0.13804532029232283,0,False,False,neither
1700029M03Rik,0.14668396063115302,0.08213996394891712,0,False,False,neither
1700029M20Rik,0.2834417704031647,0.1560202731878032,0,False,False,neither
1700029N11Rik,0.3286579638151057,0.13248290492123482,0,False,False,neither
1700029P11Rik,0.26781836720567087,0.21894975651514648,0,False,False,neither
1700030A11Rik,0.2113690358740843,0.14752476783167737,0,False,False,neither
1700030C10Rik,0.6714787889133987,0.4303206025028227,2,True,True,both
1700030C12Rik,0.10994107214510128,0.07080380356774166,0,False,False,neither
1700030C14Rik,0.3281178895879903,0.18688613191030948,0,False,False,neither
1700030F04Rik,0.07401753147994816,0.043714187567609454,0,False,False,neither
1700030J22Rik,0.30991281217294364,0.22516045884658287,0,False,False,neither
1700030K09Rik,0.26338588340367186,0.16435386291807125,0,False,False,neither
1700030L20Rik,0.2124017059043999,0.11245910117133406,0,False,False,neither
1700030M09Rik,0.18586117618689255,0.12511263004520182,0,False,False,neither
1700030N03Rik,0.3763165296546776,0.2564432252599625,0,False,False,neither
1700030O20Rik,0.23980511126258677,0.11365712783127685,0,False,False,neither
1700031A10Rik,0.2876401582869308,0.16594340417417508,0,False,False,neither
1700031F05Rik,0.3774247702187271,0.18205478842408424,0,False,False,neither
1700031F10Rik,0.08261816777484188,0.05854089479625273,0,False,False,neither
1700031L13Rik,0.1786934392775675,0.10567636859055804,0,False,False,neither
1700031M16Rik,0.3368873798941041,0.13777308075156056,0,False,False,neither
1700031P21Rik,0.41884186931141587,0.3069658736912725,0,False,False,neither
1700034B16Rik,0.12275969178024636,0.05010297796425067,0,False,False,neither
1700034E13Rik,0.14273008118037173,0.1044326318727264,0,False,False,neither
1700034G24Rik,0.1547729117266077,0.06664900240729377,0,False,False,neither
1700034H15Rik,0.20162012319012815,0.11714217713430769,0,False,False,neither
1700034I23Rik,0.2407087604816957,0.11098417046331943,0,False,False,neither
1700034J05Rik,0.3534178631046075,0.20640992622630033,0,False,False,neither
1700034K08Rik,0.13942173862707424,0.08127848525553674,0,False,False,neither
1700034O15Rik,0.22846430030575404,0.11107129577625433,0,False,False,neither
1700034P13Rik,0.3537865769783977,0.1432310703620705,0,False,False,neither
1700036A12Rik,0.3280984705951885,0.18882435061862185,0,False,False,neither
1700036G14Rik,0.19807624922948108,0.16037996619562467,0,False,False,neither
1700036O09Rik,0.15640984381677214,0.07028318649100791,0,False,False,neither
1700037C18Rik,0.5818415632664266,0.2838860714829742,1,True,False,male_only
1700037F24Rik,0.20536575228773238,0.16534571182430802,0,False,False,neither
1700037H04Rik,0.32041721444449717,0.1820753930708918,0,False,False,neither
1700039E15Rik,0.2168795032710401,0.10148803697904397,0,False,False,neither
1700039E22Rik,0.2051335779262718,0.12134006025312205,0,False,False,neither
1700039M10Rik,0.20575616721392653,0.12243860255914739,0,False,False,neither
1700039M15Rik,0.19436233471562464,0.12835938096725677,0,False,False,neither
1700040D17Rik,0.1837300938017637,0.13465058314068135,0,False,False,neither
1700040F17Rik,0.47087330049518356,0.20845744206380584,0,False,False,neither
1700040L02Rik,0.28907898364536433,0.14655081869072248,0,False,False,neither
1700040L08Rik,0.1653598132671824,0.12002579491133217,0,False,False,neither
1700041C23Rik,0.13411360174268297,0.07434054014221525,0,False,False,neither
1700041G16Rik,0.24574884996262714,0.09127200411839381,0,False,False,neither
1700041M05Rik,0.10932780903215461,0.07326625758275172,0,False,False,neither
1700041M19Rik,0.15736804985608213,0.10969142924524222,0,False,False,neither
1700042D02Rik,0.1280886738751174,0.06034377411384479,0,False,False,neither
1700042G07Rik,0.4085372316931919,0.2734835218761785,0,False,False,neither
1700042G15Rik,0.22940954376196376,0.13755953064836995,0,False,False,neither
1700042O10Rik,0.21568060910917383,0.14378677067988116,0,False,False,neither
1700044C05Rik,0.37279776173176,0.2154211578364132,0,False,False,neither
1700044K03Rik,0.08013881234036493,0.04109966662393147,0,False,False,neither
1700045H11Rik,0.15303225627556813,0.09114020145449542,0,False,False,neither
1700046C09Rik,0.25166150301812534,0.15373424610697306,0,False,False,neither
1700047A11Rik,0.14684002329130955,0.07170180441031312,0,False,False,neither
1700047F07Rik,0.32547051128691434,0.18741568258991081,0,False,False,neither
1700047G03Rik,0.08666865244717845,0.04591564357542999,0,False,False,neither
1700047I17Rik2,0.29810088484874137,0.1449370517298515,0,False,False,neither
1700047K16Rik,0.4554416915879746,0.21215535247803882,0,False,False,neither
1700047L14Rik,0.27817899544933855,0.10887121378216671,0,False,False,neither
1700047M11Rik,0.3321346620119054,0.1991795284139977,0,False,False,neither
1700048F04Rik,0.17776198164376525,0.12247641459101974,0,False,False,neither
1700048M11Rik,0.11482019815193922,0.046838809718394964,0,False,False,neither
1700048O20Rik,0.6532569161375357,0.324078196630476,1,False,True,female_only
1700049E15Rik,0.21509702003367576,0.10952434206185535,0,False,False,neither
1700049E17Rik1,0.08519079737323323,0.02997319740117487,0,False,False,neither
1700049E22Rik,0.1257074540405838,0.07209314660661006,0,False,False,neither
1700049G17Rik,0.30644216294901233,0.16171732086704477,0,False,False,neither
1700049J03Rik,0.14722084885761227,0.049719795406301615,0,False,False,neither
1700051A21Rik,0.31368680411439187,0.22968502618488762,0,False,False,neither
1700052I22Rik,0.09382093555510719,0.07817401537670318,0,False,False,neither
1700054A03Rik,0.18508235406369397,0.11750079114391268,0,False,False,neither
1700054K19Rik,0.1428802807738787,0.09295203644111279,0,False,False,neither
1700054M17Rik,0.3042063377535337,0.15874425803095646,0,False,False,neither
1700055C04Rik,0.1087781791320891,0.06006266480405604,0,False,False,neither
1700056E22Rik,0.10260062143875413,0.04709272005006314,0,False,False,neither
1700056N10Rik,0.4595346471781895,0.2550854167286847,0,False,False,neither
1700057G04Rik,0.2815103491671554,0.17844996494187831,0,False,False,neither
1700057H15Rik,0.1726929343904164,0.11331961704099221,0,False,False,neither
1700057H21Rik,0.10840877039221614,0.06799470132965194,0,False,False,neither
1700058P15Rik,0.15837196692368852,0.10000835913458249,0,False,False,neither
1700060C16Rik,0.17252853584611344,0.12840133525322148,0,False,False,neither
1700060C20Rik,0.35449778483311867,0.23075010339935847,0,False,False,neither
1700060J05Rik,0.1876791894148231,0.0966228447693326,0,False,False,neither
1700060O08Rik,0.1250933120110421,0.05209596717199182,0,False,False,neither
1700061E17Rik,0.17582564258010555,0.14758866577419524,0,False,False,neither
1700061E18Rik,0.1494948225417486,0.1372713099020597,0,False,False,neither
1700061F12Rik,0.3139083105523073,0.20004979585021668,0,False,False,neither
1700061G19Rik,0.2046428974542429,0.115305315710449,0,False,False,neither
1700061H18Rik,0.27067329023518294,0.14355456127398758,0,False,False,neither
1700061I17Rik,0.11517421658090168,0.09545024695978718,0,False,False,neither
1700061J23Rik,0.2271973731848047,0.1629396669618558,0,False,False,neither
1700063A18Rik,0.28673862776719905,0.22720496030403337,0,False,False,neither
1700063D05Rik,0.1805672268586644,0.12744822973165595,0,False,False,neither
1700063H04Rik,0.1566797542647704,0.11267055044824092,0,False,False,neither
1700063H06Rik,0.07321405451235777,0.056529372424066526,0,False,False,neither
1700063K16Rik,0.360603605516803,0.16028009644706298,0,False,False,neither
1700063O14Rik,0.10194315956490259,0.0517173463479576,0,False,False,neither
1700064H15Rik,0.0885961175120084,0.05451461443227853,0,False,False,neither
1700064J06Rik,0.19591181749289685,0.1124362719131331,0,False,False,neither
1700064M15Rik,0.21564491519230017,0.1642858529612973,0,False,False,neither
1700065D16Rik,0.27947504528646494,0.1409597668247397,0,False,False,neither
1700065I16Rik,0.1652328533779228,0.07032051325778498,0,False,False,neither
1700065J11Rik,0.17390993924818193,0.10071767925097755,0,False,False,neither
1700065L07Rik,0.08219053429058297,0.05890021477472976,0,False,False,neither
1700065O20Rik,0.1956664963592842,0.11906428817160916,0,False,False,neither
1700066B17Rik,0.10771933972226229,0.08446976820352027,0,False,False,neither
1700066B19Rik,0.5148596749164024,0.27200629145112304,1,True,False,male_only
1700066C05Rik,0.07679274936091829,0.043674254314225724,0,False,False,neither
1700066J03Rik,0.19656573741644084,0.1121369520483462,0,False,False,neither
1700066M21Rik,0.3487966684200881,0.12825940445140907,0,False,False,neither
