gene_name,max_abs_log2FC,weighted_mean_abs_log2FC,n_groups_significant,detected_in_male,detected_in_female,sex_specificity
Atp1a1,0.23059776450703223,0.07728175378588469,0,False,False,neither
Atp1a2,0.7472770870995481,0.3561926635831548,1,True,False,male_only
Atp1a3,0.33556523419636614,0.19843392592012404,0,False,False,neither
Atp1b1,0.15591301067951832,0.12476983722037997,0,False,False,neither
Atp1b2,0.17315401698415592,0.07301341995029716,0,False,False,neither
Atp1b3,0.1395852531298352,0.06706761420291837,0,False,False,neither
Atp1b4,0.2597876191155473,0.183253855168863,0,False,False,neither
Atp2a1,0.13675061696574714,0.05603932448122134,0,False,False,neither
Atp2a2,0.19752130304767906,0.11318894734793437,0,False,False,neither
Atp2a3,0.24925742974669782,0.1684906084829513,0,False,False,neither
Atp2b2,0.24805714397735673,0.15468466817032084,0,False,False,neither
Atp2b3,0.2602213513712154,0.14378438679880862,0,False,False,neither
Atp2b4,0.1547135027098164,0.1173940790170049,0,False,False,neither
Atp2c1,0.29346965087663834,0.15332982246119192,0,False,False,neither
Atp2c2,0.38582284043862136,0.21229840885879936,0,False,False,neither
Atp4a,0.2765919536845157,0.16808611115293848,0,False,False,neither
Atp4b,0.1937825544596256,0.1395751283905772,0,False,False,neither
Atp5a1,0.08855710147220504,0.041677950273012826,0,False,False,neither
Atp5b,0.1783549218292502,0.1461781278697393,0,False,False,neither
Atp5c1,0.1512148268070554,0.062464451670520275,0,False,False,neither
Atp5d,0.5555250963055354,0.17617497995617049,1,True,False,male_only
Atp5e,0.4966724714830855,0.23976510608534626,0,False,False,neither
Atp5f1,0.489316767588661,0.17885701148306005,0,False,False,neither
Atp5g1,0.2764760306959494,0.1372100451712193,0,False,False,neither
Atp5g2,0.4683926816061226,0.21252527489147247,0,False,False,neither
Atp5g3,0.12996943560402918,0.07501801114458134,0,False,False,neither
Atp5h,0.368380537179728,0.22256080645288173,0,False,False,neither
Atp5j,0.283224130514356,0.12767329866663607,0,False,False,neither
Atp5j2,0.42757465047320914,0.22824920238019789,0,False,False,neither
Atp5k,0.449117130311993,0.19901719306149496,0,False,False,neither
Atp5l,0.23821901466280715,0.10044498001268198,0,False,False,neither
Atp5o,0.48752592483205315,0.14630221421555492,0,False,False,neither
Atp5s,0.19004181078307966,0.0644032042345641,0,False,False,neither
Atp5sl,0.3112811643656034,0.21111682605042592,0,False,False,neither
Atp6ap1,0.23519909673401423,0.1637023253286078,0,False,False,neither
Atp6ap2,0.2997615227200436,0.11931391368987246,0,False,False,neither
Atp6v0a1,0.2559202855207638,0.16020408424893443,0,False,False,neither
Atp6v0a2,0.2877856879653805,0.15410513807009274,0,False,False,neither
Atp6v0a4,0.173943364624477,0.05761223836289836,0,False,False,neither
Atp6v0b,0.5395950137170564,0.22616634477197703,1,True,False,male_only
Atp6v0c,0.4197330842106664,0.13979746298652285,0,False,False,neither
Atp6v0d1,0.31668002361135,0.15375310784147223,0,False,False,neither
Atp6v0d2,0.3709752688381807,0.20844193247296652,0,False,False,neither
Atp6v0e,0.20084927715859924,0.06121701482744955,0,False,False,neither
Atp6v0e2,0.42168562397293347,0.11691607846878697,0,False,False,neither
Atp6v1a,0.07651457562094643,0.0694721941206435,0,False,False,neither
Atp6v1b1,0.35844748603284604,0.18858762432477763,0,False,False,neither
Atp6v1b2,0.1037311917299402,0.048866574871693755,0,False,False,neither
Atp6v1c1,0.163293729499493,0.06337188893723253,0,False,False,neither
Atp6v1c2,0.16825040023128773,0.1071828768233572,0,False,False,neither
Atp6v1d,0.17776915564741622,0.15295064901631383,0,False,False,neither
Atp6v1e1,0.19652092038083438,0.11019209486593394,0,False,False,neither
Atp6v1e2,0.02292154549903237,0.016335644710192918,0,False,False,neither
Atp6v1f,0.27124988045998105,0.09621101290233254,0,False,False,neither
Atp6v1g1,0.20421518909871872,0.08150820095427863,0,False,False,neither
Atp6v1g2,0.37830966961322543,0.1692335336363658,0,False,False,neither
Atp6v1g3,0.24312862609839256,0.1773284582373853,0,False,False,neither
Atp6v1h,0.29009828946294086,0.2176391902330225,0,False,False,neither
Atp7a,0.4163045353423014,0.25578778320519,0,False,False,neither
Atp7b,0.28836404216150463,0.14450421470296132,0,False,False,neither
Atp8a1,0.1030893957764292,0.06421728206702045,0,False,False,neither
Atp8a2,0.20966331144999836,0.11216715711545229,0,False,False,neither
Atp8b1,0.11972896065331633,0.08672807120418824,0,False,False,neither
Atp8b2,0.18429961175506063,0.12535677042840618,0,False,False,neither
Atp8b3,0.29116022966502175,0.14213302848055998,0,False,False,neither
Atp8b4,0.18504083085179326,0.14681046994774838,0,False,False,neither
Atp8b5,0.4196121609921711,0.2659798448955856,0,False,False,neither
Atp9a,0.20484326724807211,0.13892960550177352,0,False,False,neither
Atpaf1,0.3490274255489816,0.16129471023933967,0,False,False,neither
Atpaf2,0.36213721839466567,0.23695869893563365,0,False,False,neither
Atpif1,0.2922233169953667,0.1391852912852932,0,False,False,neither
Atr,0.6091965060910618,0.27755161618484925,1,True,False,male_only
Atraid,0.27869250955806424,0.10452044766001777,0,False,False,neither
Atrip,0.28327793798507156,0.1014825472565065,0,False,False,neither
Atrn,0.2659313505516815,0.19469231957334235,0,False,False,neither
Atrnl1,0.10356868902339893,0.06203975470963146,0,False,False,neither
Atrx,0.19503065438201175,0.056578032789367454,0,False,False,neither
Atxn1,0.2546274755284994,0.1592464699674672,0,False,False,neither
Atxn10,0.08632327689859344,0.04924187561005641,0,False,False,neither
Atxn1l,0.22062563745373498,0.17495750333235482,0,False,False,neither
Atxn2,0.32692620731425726,0.11518663948505928,0,False,False,neither
Atxn2l,0.36936721155800384,0.1916409808724184,0,False,False,neither
Atxn3,0.09283244216314313,0.04333230460696337,0,False,False,neither
Atxn7,0.5959040543331666,0.1794951478824756,1,True,False,male_only
Atxn7l1,0.1520727749986405,0.07089231524984294,0,False,False,neither
Atxn7l1os1,0.2523652015365984,0.14109823306649658,0,False,False,neither
Atxn7l1os2,0.2381221039611595,0.12352862475161626,0,False,False,neither
Atxn7l2,0.25727761208181915,0.16302745813138794,0,False,False,neither
Atxn7l3,0.19891885021307948,0.10423474726768735,0,False,False,neither
Atxn7l3b,0.16084538292507933,0.08206520786858996,0,False,False,neither
Auh,0.06766888813777944,0.03947957016887035,0,False,False,neither
Aunip,0.521860883917147,0.22007595610691977,1,False,True,female_only
Aup1,0.15760399463613442,0.1095261789537981,0,False,False,neither
Aurka,0.320165412031381,0.1612010036531054,0,False,False,neither
Aurkaip1,0.4452900431715166,0.12725114374432694,0,False,False,neither
Aurkb,0.4041386716600396,0.22899652813652518,0,False,False,neither
Aurkc,1.6952949147040628,0.3641331063718371,1,False,True,female_only
Auts2,0.1670170218874728,0.11276492732595941,0,False,False,neither
Aven,0.1941419617762692,0.12507908969824044,0,False,False,neither
Avil,0.42895914550492686,0.203775482559817,0,False,False,neither
Avl9,0.23564357454815968,0.09723762479471565,0,False,False,neither
Avp,1.0630247452957222,0.36986109328447175,1,False,True,female_only
Avpi1,0.43627767787403465,0.21221651901269775,0,False,False,neither
Avpr1a,0.47560056296837094,0.22648498517376814,0,False,False,neither
Avpr1b,0.41143445155158265,0.16020116655562947,0,False,False,neither
Avpr2,0.3429364359293876,0.20001884206227638,0,False,False,neither
Awat1,0.09068661690371906,0.07175146773607297,0,False,False,neither
Awat2,0.3645715601531317,0.19518257381624401,0,False,False,neither
Axdnd1,0.24090813597496893,0.15544238690390283,0,False,False,neither
Axin1,0.12711336100715093,0.04915957125901027,0,False,False,neither
Axin2,0.1486178877629789,0.08501388082098954,0,False,False,neither
Axl,0.30645165038850936,0.15962153737401732,0,False,False,neither
Aym1,0.23806195295603935,0.1464273763092104,0,False,False,neither
Azgp1,0.3109847364330766,0.13439544220804778,0,False,False,neither
Azi2,0.22649393051978364,0.10429435267317087,0,False,False,neither
Azin1,0.08519349794301201,0.0457473672091466,0,False,False,neither
Azin2,0.37802963670498974,0.33317660241313113,0,False,False,neither
B020004C17Rik,0.4235947206016168,0.2088172540316351,0,False,False,neither
B020004J07Rik,0.17100265313087074,0.12887641095324473,0,False,False,neither
B020031M17Rik,0.2520682875626549,0.1118210644857145,0,False,False,neither
B130006D01Rik,0.6314400878018117,0.30636421311153594,1,True,False,male_only
B130011K05Rik,0.2569464592961007,0.18092124937228277,0,False,False,neither
B130024G19Rik,0.7200784965981162,0.31321921867035374,1,True,False,male_only
B130034C11Rik,0.4743143336882168,0.258680424539539,0,False,False,neither
B130046B21Rik,0.22269004210124502,0.09856632607987956,0,False,False,neither
B130055M24Rik,0.33719153278649344,0.16553243209508864,0,False,False,neither
B230104I21Rik,0.3114676781451709,0.22060171445542587,0,False,False,neither
B230110C06Rik,0.36069147196633483,0.16770355151751296,0,False,False,neither
B230110G15Rik,0.25459318412788984,0.15545635226951451,0,False,False,neither
B230112J18Rik,0.2538146318307425,0.1437182436644998,0,False,False,neither
B230118H07Rik,0.2737104512602347,0.12960746886256141,0,False,False,neither
B230119M05Rik,0.2870357668325974,0.2219753111467941,0,False,False,neither
B230206H07Rik,0.6824031543285678,0.33374443447057034,1,False,True,female_only
B230206L02Rik,0.22461476521284038,0.13165734180688765,0,False,False,neither
B230208H11Rik,0.4578064121573192,0.3049824009707721,0,False,False,neither
B230216N24Rik,0.3464608665030636,0.16222991827708952,0,False,False,neither
B230217C12Rik,0.11077510612354734,0.0669015791669055,0,False,False,neither
B230217O12Rik,0.19571916736991501,0.09829594079492443,0,False,False,neither
B230219D22Rik,0.1777882516329949,0.07590348193665336,0,False,False,neither
B230303O12Rik,0.4064042952694237,0.206062491947355,0,False,False,neither
B230307C23Rik,0.210829849770892,0.13455283772151594,0,False,False,neither
B230312C02Rik,0.5013152213912088,0.25645364429250284,1,True,False,male_only
B230319C09Rik,0.3275917080615553,0.11300066764628597,0,False,False,neither
B230323A14Rik,0.26388210028699305,0.20053664631733914,0,False,False,neither
B230344G16Rik,0.5051161635971977,0.26394030942647484,1,False,True,female_only
B230354K17Rik,0.3566535303698351,0.1859232181534744,0,False,False,neither
B230359F08Rik,0.08087653577918485,0.036253833138771126,0,False,False,neither
B230364G03Rik,0.23427338485214907,0.15604943751225492,0,False,False,neither
B230369F24Rik,0.2046001716188274,0.1304795063858027,0,False,False,neither
B230398E01Rik,0.4902424590612134,0.22736271165189886,0,False,False,neither
B2m,0.37453485115706525,0.26045539019606084,0,False,False,neither
B3galnt1,0.15196263406235674,0.08955453833338042,0,False,False,neither
B3galnt2,0.30013453525173184,0.22019577235063176,0,False,False,neither
B3galt1,0.2874337281794981,0.14670719441260127,0,False,False,neither
B3galt2,0.24196782123031418,0.10387336777824939,0,False,False,neither
B3galt4,0.22213085475753377,0.15957716845076633,0,False,False,neither
B3galt5,0.4524610425590436,0.20375889316121562,0,False,False,neither
B3galt6,0.21597611611211182,0.0660187371661048,0,False,False,neither
B3gat1,0.14102237060452638,0.09538985540548862,0,False,False,neither
B3gat2,0.1325611046826886,0.05611217962978865,0,False,False,neither
B3gat3,0.40253720273305255,0.13355103237421365,0,False,False,neither
B3glct,0.1529209075832297,0.059839719940122285,0,False,False,neither
B3gnt2,0.17856357637070283,0.1310290354963024,0,False,False,neither
B3gnt3,0.25310108753477706,0.11076519390496573,0,False,False,neither
B3gnt4,0.3722677486466465,0.1311878495479398,0,False,False,neither
B3gnt5,0.22822785079723093,0.09355371051162921,0,False,False,neither
B3gnt6,0.44778224022332463,0.2000954831200783,0,False,False,neither
B3gnt7,0.2207986144254758,0.13461219066204577,0,False,False,neither
B3gnt8,0.5120427549655856,0.2541763783625431,1,True,False,male_only
B3gnt9,0.28302632109577375,0.1834050564779784,0,False,False,neither
B3gntl1,0.18011408260549783,0.10942488891803195,0,False,False,neither
B430010I23Rik,0.4966236525054267,0.3307696696669858,0,False,False,neither
B430119L08Rik,0.2694390319732206,0.18553408053378054,0,False,False,neither
B430203G13Rik,0.5531211898611382,0.25614095091240674,1,True,False,male_only
B430212C06Rik,0.4324180235303577,0.22773519153150293,0,False,False,neither
B430218F22Rik,0.5435143374510598,0.44433744778183837,1,True,False,male_only
B430219N15Rik,0.43097510204887374,0.17901211169388379,0,False,False,neither
B430305J03Rik,0.33459838083902904,0.18513599606019196,0,False,False,neither
B430306N03Rik,0.4006228543955108,0.2633945109807181,0,False,False,neither
B430319H21Rik,0.22718875322341794,0.11454820253956963,0,False,False,neither
B4galnt1,0.20774919315487422,0.14954556414879133,0,False,False,neither
B4galnt2,0.0717469807241576,0.033075745572349505,0,False,False,neither
B4galnt3,0.1653172554265656,0.0645730581279949,0,False,False,neither
B4galnt4,0.27844706988312656,0.13105641487539232,0,False,False,neither
B4galt1,0.21562516215641436,0.12020183850284377,0,False,False,neither
B4galt2,0.35859980366199506,0.14844658454463996,0,False,False,neither
B4galt3,0.22980355586814136,0.1250520670196684,0,False,False,neither
B4galt4,0.18198851305605332,0.10164453220502409,0,False,False,neither
B4galt5,0.2656245931378151,0.1418138911371315,0,False,False,neither
B4galt6,0.1734821335325506,0.08460422675064966,0,False,False,neither
B4galt7,0.1682605719208288,0.07524235575411788,0,False,False,neither
B4gat1,0.18004278352091382,0.10070108000575662,0,False,False,neither
B530045E10Rik,0.16879648464355643,0.09390683951373965,0,False,False,neither
B630005N14Rik,0.2655246462931214,0.09144205166946871,0,False,False,neither
B630019A10Rik,0.29713992028378267,0.14529106545834264,0,False,False,neither
B630019K06Rik,0.22206754393065947,0.10704046781428964,0,False,False,neither
B930041F14Rik,0.17294617354111366,0.0989239227713061,0,False,False,neither
B930082K07Rik,0.2803370280833442,0.13005469740166503,0,False,False,neither
B930094E09Rik,0.31063498411206003,0.1987270373409059,0,False,False,neither
B930095G15Rik,0.23059979982558845,0.1735349925212015,0,False,False,neither
B9d1,0.5725759433142801,0.20868925661430182,1,True,False,male_only
B9d2,0.44636014480044334,0.18845787882507725,0,False,False,neither
BB014433,0.1681451528742118,0.08955738831776032,0,False,False,neither
BB019430,0.12578435869257293,0.06966502623060966,0,False,False,neither
BB031773,0.2861097018938162,0.20450067607816508,0,False,False,neither
BB218582,0.14428314643039913,0.0702146773803381,0,False,False,neither
BB287469,0.04659118090945843,0.02826886207118697,0,False,False,neither
BB365896,0.24612198257409476,0.14031727093845756,0,False,False,neither
BB557941,0.31058658377323506,0.20378872433085,0,False,False,neither
BC002059,0.34848889521530113,0.1953227239624409,0,False,False,neither
BC003331,0.14873645626283744,0.09625218099975535,0,False,False,neither
BC003965,0.24073541249828206,0.11165486693461572,0,False,False,neither
BC004004,0.25149493332749245,0.11372101512518085,0,False,False,neither
BC005537,0.4695875643548583,0.27334571036544475,0,False,False,neither
BC005561,0.37772703409358765,0.22601856455907784,0,False,False,neither
BC005624,0.11402223908974332,0.06789799666567067,0,False,False,neither
BC006965,0.4314672552135723,0.24189108736162468,0,False,False,neither
BC016548,0.36420618302191476,0.23298581390047865,0,False,False,neither
BC016579,0.22595661534473094,0.15595032134556952,0,False,False,neither
BC017158,0.1481540182013702,0.11624185863439356,0,False,False,neither
BC017643,0.18596867530174485,0.05976970453548681,0,False,False,neither
BC018473,0.5911675753291593,0.31181847311770927,1,False,True,female_only
BC021614,0.1164487542316996,0.037097460550188775,0,False,False,neither
BC021891,0.20436902218044883,0.17268024912858568,0,False,False,neither
BC022687,0.33769151833622874,0.15229909342610878,0,False,False,neither
BC023719,0.0681583083871818,0.03605360862823212,0,False,False,neither
BC023829,0.2569946267244592,0.16628985978781718,0,False,False,neither
BC024139,0.4017269549973814,0.20701572385251005,0,False,False,neither
BC024978,0.21733831387669114,0.09070874275933741,0,False,False,neither
BC025446,0.302828178039671,0.12259635979548891,0,False,False,neither
BC025920,0.3381921365213654,0.16619777483254972,0,False,False,neither
BC026585,0.6789817396961921,0.34644585898381286,1,False,True,female_only
BC027072,0.2642976531836259,0.1547082970293504,0,False,False,neither
BC028471,0.34341000399326205,0.265056437311291,0,False,False,neither
BC028528,0.2980769415925124,0.14343775039950302,0,False,False,neither
BC028777,0.29389426260336515,0.16935768190863706,0,False,False,neither
BC029214,0.3349491094380877,0.11797770756156684,0,False,False,neither
BC029722,0.3687592980019191,0.1724408081697666,0,False,False,neither
BC030336,0.34619283837524206,0.21126842597590423,0,False,False,neither
BC030499,0.47461076178182127,0.39605354807108795,0,False,False,neither
BC030500,0.3736490680226408,0.20073809632367481,0,False,False,neither
BC030867,0.28902939434134445,0.15928284506291707,0,False,False,neither
BC030870,0.45306224307555065,0.2352496975655261,0,False,False,neither
BC031181,0.3689617014260584,0.1729177838172938,0,False,False,neither
BC034090,0.486663778568022,0.22532467757802693,0,False,False,neither
BC035044,0.33958505400202943,0.23878255181957167,0,False,False,neither
BC035947,0.28945309530867824,0.18046620817103676,0,False,False,neither
BC037032,0.2249894720619087,0.09154695700700871,0,False,False,neither
BC037034,0.1486951640476769,0.10235161916272992,0,False,False,neither
BC037156,0.20153107493870834,0.09439686142234752,0,False,False,neither
BC039771,0.48540311591325974,0.364610980772041,0,False,False,neither
BC039966,0.31816275605539274,0.23387217758205092,0,False,False,neither
BC046251,0.4047877691012767,0.18893975448121034,0,False,False,neither
BC046401,0.1104821675336873,0.07074966525600729,0,False,False,neither
BC048403,0.24176891676725842,0.142653772780352,0,False,False,neither
BC048502,0.06520221997038345,0.026478865013859296,0,False,False,neither
BC048507,0.22288990304444475,0.11539689953496231,0,False,False,neither
BC048546,0.386197117817768,0.12755791649534884,0,False,False,neither
BC048562,0.20618641312816188,0.16597142242897034,0,False,False,neither
BC048609,0.3021233339208046,0.14118215236397075,0,False,False,neither
BC048644,0.13986904875402228,0.07255271579183883,0,False,False,neither
BC048671,0.3892271876992337,0.27596584021082116,0,False,False,neither
BC048679,0.10509675824186641,0.08380082298402956,0,False,False,neither
BC049352,0.5883017668537922,0.3298205245766991,1,False,True,female_only
BC049702,0.10152579281750404,0.053826424986629956,0,False,False,neither
BC049715,0.5426346849351181,0.36358280944530497,2,True,True,both
BC049730,0.21866062269102368,0.11821736052147931,0,False,False,neither
BC049762,0.14965283859627407,0.09835299064810146,0,False,False,neither
BC050972,0.09024877614593875,0.04166313485337482,0,False,False,neither
BC051019,0.1437620245291799,0.09331159167719628,0,False,False,neither
BC051077,1.0172025015510062,0.5625597088314948,2,True,True,both
BC051142,0.28463268249615914,0.16756131684384357,0,False,False,neither
BC051226,0.23306129979825121,0.1465520685784045,0,False,False,neither
BC051537,0.21931614883101552,0.12862402598992895,0,False,False,neither
BC051628,0.26137835781845575,0.15952141903658434,0,False,False,neither
BC051665,0.28206503947971723,0.12408042973029107,0,False,False,neither
BC052040,0.22882692616032096,0.14655242275586045,0,False,False,neither
BC053393,0.527777179371279,0.2887601801346428,1,True,False,male_only
BC055324,0.32364888854646995,0.1716556103088942,0,False,False,neither
BC055402,0.07400108206266644,0.0484397383443961,0,False,False,neither
BC061195,0.0,0.0,0,False,False,neither
BC061212,0.0,0.0,0,False,False,neither
BC061237,0.08087653577918485,0.05437843521960464,0,False,False,neither
BC064078,0.3549990266921259,0.2276488143264701,0,False,False,neither
BC065397,0.42502184785194524,0.27101542395477457,0,False,False,neither
BC065403,0.11222220339679101,0.08632259532489012,0,False,False,neither
BC067074,0.09020068777048812,0.07208984602877687,0,False,False,neither
BC068281,0.23477869889515415,0.16148649541515958,0,False,False,neither
BC080695,0.07642416447698806,0.04273509706709036,0,False,False,neither
BC089597,0.23745638369154912,0.15721615054452184,0,False,False,neither
BC094916,0.44476791323584836,0.2547950203231546,0,False,False,neither
BC100451,0.1732015959317513,0.08227525703900199,0,False,False,neither
BC100530,0.08518588920188838,0.07442994726996148,0,False,False,neither
BC106179,0.29281045149030316,0.12460135201379828,0,False,False,neither
BC107364,0.17360528799206537,0.09930407036773972,0,False,False,neither
BC117090,0.04529704415793508,0.022130676641767454,0,False,False,neither
BC147527,0.07221082604368063,0.049901692588348444,0,False,False,neither
BE692007,0.18173337143589693,0.12222179055258886,0,False,False,neither
Baalc,0.09479330086308714,0.06346449241268179,0,False,False,neither
Baat,0.2944391695726043,0.14428622724495865,0,False,False,neither
Babam1,0.10650584665211618,0.08191819073328829,0,False,False,neither
Bace1,0.18473785061289927,0.10133123100177471,0,False,False,neither
Bace2,0.23277132030180672,0.15192903314467932,0,False,False,neither
Bach1,0.24299888493391336,0.08111932461202731,0,False,False,neither
Bach2,0.3582420800781809,0.17436669397905646,0,False,False,neither
Bach2os,0.37926214130828695,0.15548144140439019,0,False,False,neither
Bad,0.20446000779370518,0.0857641809492244,0,False,False,neither
Bag1,0.2704504574122409,0.19716249234485284,0,False,False,neither
Bag2,0.18930846561021575,0.07550470146338735,0,False,False,neither
Bag3,0.19484570166421256,0.14700400086602253,0,False,False,neither
Bag4,0.13151523585792027,0.05532269077518025,0,False,False,neither
Bag5,0.16924814703707108,0.10704828597807062,0,False,False,neither
Bag6,0.1917685120663276,0.11378233371460249,0,False,False,neither
Bahcc1,0.15161551342715596,0.10270124243402648,0,False,False,neither
Bahd1,0.12020616832818365,0.05081376925868159,0,False,False,neither
Baiap2,0.2697942757748483,0.14629061491415757,0,False,False,neither
Baiap2l1,0.23238802556447793,0.18541220239582296,0,False,False,neither
Baiap2l2,0.33626121987576973,0.11476564289073818,0,False,False,neither
Baiap3,0.16715230424545846,0.0778794905375451,0,False,False,neither
Bak1,0.21153585475103354,0.10972799981853347,0,False,False,neither
Bambi,0.258218071896201,0.16869401876136167,0,False,False,neither
Banf1,0.2929298819017112,0.12295472180008893,0,False,False,neither
Banf2,0.143992742728776,0.11256934343335015,0,False,False,neither
Banf2os,0.16434718511192134,0.11227984061014229,0,False,False,neither
Bank1,0.5050521873916056,0.23754998147276923,1,False,True,female_only
Banp,0.29346381636213303,0.18291389517039808,0,False,False,neither
Bap1,0.22854034296219114,0.1789930412298611,0,False,False,neither
Bard1,0.17710305338254098,0.13061908335815395,0,False,False,neither
Barhl1,0.3208635034244444,0.10015440832248887,0,False,False,neither
Barhl2,0.6392858603590497,0.39520879478462123,1,False,True,female_only
Barx1,0.21599485955904288,0.12596439487806343,0,False,False,neither
Barx2,0.16487666102718299,0.09124840126038312,0,False,False,neither
Basp1,0.13813342675306842,0.06273903616863453,0,False,False,neither
Batf,0.21624461703774847,0.09260361307178566,0,False,False,neither
Batf2,0.18238405398376803,0.1435452962030406,0,False,False,neither
Batf3,0.2515347783326133,0.12396068035652144,0,False,False,neither
Bax,0.23847889338169684,0.13468101737077423,0,False,False,neither
Baz1a,0.3711333778000382,0.13192252596382514,0,False,False,neither
Baz1b,0.16515865158845786,0.06695355936468636,0,False,False,neither
Baz2b,0.40751822702817814,0.2378101364223295,0,False,False,neither
Bbc3,0.23769780702019516,0.17037630872122866,0,False,False,neither
Bbip1,0.17374041161273426,0.08554843307008517,0,False,False,neither
Bbof1,0.18407478731953045,0.10293744432733311,0,False,False,neither
Bbox1,0.4767895820982293,0.2086078269416206,0,False,False,neither
Bbs1,0.2525844426473929,0.14109623568721827,0,False,False,neither
Bbs10,0.1440394888959886,0.08884621691929864,0,False,False,neither
Bbs12,0.15611925705183607,0.10789682215336979,0,False,False,neither
Bbs2,0.41322780540990484,0.18032332721173905,0,False,False,neither
Bbs4,0.17689335899242764,0.12868159232510654,0,False,False,neither
Bbs5,0.39582286558209734,0.20919241046291207,0,False,False,neither
Bbs7,0.2483305844269565,0.13006534018392496,0,False,False,neither
Bbs9,0.24194277104859702,0.14983097493881112,0,False,False,neither
Bbx,0.09794521509634381,0.05567576203678965,0,False,False,neither
Bcam,0.25693268523193064,0.1542287273784475,0,False,False,neither
Bcan,0.39387736390759864,0.2645612577384915,0,False,False,neither
Bcap29,0.3116852439458116,0.19913829705332814,0,False,False,neither
Bcap31,0.12528482053773443,0.0948257858848235,0,False,False,neither
Bcar1,0.279587165771399,0.18984071079814382,0,False,False,neither
Bcar3,0.1664993545801713,0.1288910510462507,0,False,False,neither
Bcas1,0.30646285007319746,0.19241769243915252,0,False,False,neither
Bcas1os1,0.1929523973766517,0.13744977720906448,0,False,False,neither
Bcas1os2,0.19836714652738577,0.14515003682459446,0,False,False,neither
Bcas2,0.31118020839711724,0.1961591020459565,0,False,False,neither
Bcas3,0.10679485921577685,0.07827229643202165,0,False,False,neither
Bcas3os1,0.20823187871838003,0.15254866988987076,0,False,False,neither
Bcat1,0.24652427040268282,0.15743873481954063,0,False,False,neither
Bcat2,0.4543492166596235,0.2511778625111464,0,False,False,neither
Bccip,0.24736269957848012,0.11958060295462633,0,False,False,neither
Bcdin3d,0.24805228099358362,0.12569873985902758,0,False,False,neither
Bche,0.27759463562947195,0.1593747876174893,0,False,False,neither
Bckdha,0.19400782496844746,0.13231074090964687,0,False,False,neither
Bckdhb,0.3902947115279479,0.1613496355593243,0,False,False,neither
Bckdk,0.634515974003595,0.33834060074389893,1,False,True,female_only
Bcl10,0.08263626388660007,0.05045759761689521,0,False,False,neither
Bcl11a,0.15411439184796902,0.09675676868105748,0,False,False,neither
Bcl11b,0.4847057374835767,0.30156275762991147,0,False,False,neither
Bcl2,0.29852819123785235,0.1505581836159535,0,False,False,neither
Bcl2a1a,0.07716376057887553,0.05037674625627437,0,False,False,neither
Bcl2a1b,0.4141032852349892,0.20630294569695784,0,False,False,neither
Bcl2a1c,0.4005304478963851,0.18242551884096636,0,False,False,neither
Bcl2a1d,0.04211742044960059,0.02613725976667763,0,False,False,neither
Bcl2l1,0.22233131860216782,0.06596320533437525,0,False,False,neither
Bcl2l10,0.22808763688028458,0.12341525510626809,0,False,False,neither
Bcl2l11,0.2183679162377294,0.08421036962323371,0,False,False,neither
Bcl2l12,0.34037238077377174,0.2106569497173903,0,False,False,neither
Bcl2l13,0.20266198604080762,0.08856606880623316,0,False,False,neither
Bcl2l14,0.5389523637831719,0.23724321428677397,1,True,False,male_only
Bcl2l15,0.5778748998358904,0.38671691392751906,1,True,False,male_only
Bcl2l2,0.3565551240082791,0.13705353705550039,0,False,False,neither
Bcl3,0.2821403789896466,0.111672631220221,0,False,False,neither
Bcl6,0.4788115014867827,0.3978426418497538,0,False,False,neither
Bcl6b,0.35100412901499733,0.19000984470163995,0,False,False,neither
Bcl7a,0.43161877533959186,0.2510970303160253,0,False,False,neither
Bcl7b,0.10650191360360592,0.06814643506978312,0,False,False,neither
Bcl7c,0.20692437674411343,0.09859547612439154,0,False,False,neither
Bcl9,0.24620827033511491,0.11767251830183513,0,False,False,neither
Bcl9l,0.16707932488105043,0.11738872525780644,0,False,False,neither
Bclaf1,0.08164005973552223,0.06600036750329172,0,False,False,neither
Bco1,0.3655404200406816,0.21557985599857143,0,False,False,neither
Bcor,0.29803602175018273,0.15809518873591757,0,False,False,neither
Bcorl1,0.4654866807539638,0.20387962607084503,0,False,False,neither
Bcr,0.3233798530516401,0.1114664382969247,0,False,False,neither
Bcs1l,0.08046375871732223,0.055639540733847845,0,False,False,neither
Bdh1,0.08104129186183219,0.05245885092130663,0,False,False,neither
Bdh2,0.3860540461871575,0.2186187882009386,0,False,False,neither
Bdkrb1,0.29230978139621183,0.13498576543851748,0,False,False,neither
Bdkrb2,0.24488605994931265,0.10015096083755938,0,False,False,neither
Bdnf,0.2503488569163525,0.16587727861693066,0,False,False,neither
Bdp1,0.24138610238391567,0.12932704439637258,0,False,False,neither
Bean1,0.3920703303317767,0.14349645872161831,0,False,False,neither
Becn1,0.10988904667665426,0.07759358032844892,0,False,False,neither
Begain,0.3766864966199365,0.2488908137811627,0,False,False,neither
Bend3,0.14074863308634866,0.1024871228455547,0,False,False,neither
Bend5,0.3360604510296889,0.16588097501206023,0,False,False,neither
Bend6,0.3391894766520553,0.17693993729193838,0,False,False,neither
Bend7,0.1763384106748351,0.10710994559940211,0,False,False,neither
Best2,0.24968291592046377,0.09565551940118008,0,False,False,neither
Best3,0.32963357986110564,0.2621731542687151,0,False,False,neither
