gene_name,fit_type,R2,R2_linear,coeff_0,coeff_1,coeff_2
Nrip1,quadratic,1.0,0.06771868170481998,0.00024262811904761893,0.0010905474523809522,0.05610068499999999
Pkm,quadratic,1.0,0.4473113179626781,-0.00033994730952380996,-0.003247625976190478,0.13350250000000005
Tln2,quadratic,1.0,0.0009449224930465627,-0.0012228075538461543,-0.0025485451076923088,0.24853636000000004
Ncam1,quadratic,1.0,0.8328991377500439,-0.0001974600723443229,-0.003999403751831501,0.11016623000000002
Dnm1,quadratic,1.0,0.8393109580702752,-0.0002316281451465206,-0.00478973284386447,0.11543536000000006
Hexdc,quadratic,1.0,0.16398817045426817,-0.0006500176300366305,-0.0038264131172161195,0.16869004000000004
Vash2,linear,0.9886620175056552,0.9886620175056552,-0.0007189630814940581,0.08721378794567058,
Nol6,quadratic,1.0,0.018211387652369737,-0.0009089416142857149,-0.0011249890142857146,0.20838894000000002
Inpp4a,quadratic,1.0,0.1136921763395522,-0.0005871014056776559,-0.0030566584184981696,0.16278633
Dnajb14,quadratic,1.0,0.32123614685809676,-0.00048074931043956087,-0.00377575165659341,0.14866649000000004
Mtpn,quadratic,1.0,0.06272795675125598,-0.0008865313891941396,-0.00022537117124542434,0.24305560000000007
9330182L06Rik,linear,0.9981365975343939,0.9981365975343939,-0.004988048746179966,0.08224301650254665,
Cecr6,quadratic,1.0,0.11989520632540207,-0.00039762025091575134,0.00025129556959706863,0.14304364
Osbpl1a,quadratic,1.0,0.07142438673529194,-0.0003804432170329674,-0.0017338962554945079,0.13371824000000004
Pbx1,quadratic,1.0,0.1827328192062042,-0.00048043200000000047,-0.002943674000000003,0.15238893000000006
Xpr1,linear,0.9994696980195589,0.9994696980195589,-0.003000363684210527,0.08514924421052628,
Prkar1b,quadratic,1.0,0.000607853624441046,-0.00037730659249084284,-0.000954230220695972,0.13397260000000003
Nedd4l,quadratic,1.0,0.12037443812770532,-0.00047195936446886485,-0.002501791800366302,0.14506450000000004
Rps6ka3,quadratic,1.0,0.014714924074815006,-0.000966940126373627,-0.0032026538956043994,0.21879860000000004
Adarb1,linear,0.996641820551945,0.996641820551945,-0.0026075301528013586,0.08316051989813239,
Adcyap1r1,quadratic,1.0,0.38117884953288494,-0.0003772116684981688,-0.003256009694139195,0.13313495000000003
Hspd1,quadratic,1.0,0.003553261211595049,-0.00105470077912088,-0.0019529614868131918,0.22465535000000014
Gpbp1,quadratic,1.0,0.1192484103375353,-0.000849483416465202,0.0005291521063553109,0.20259872
Hnrnpa1,quadratic,1.0,0.009961237720424898,-0.001102896788315019,-0.0016828055980586142,0.22894552000000012
Cry2,linear,0.9503795703946716,0.9503795703946716,-0.005031319581494059,0.08088606694567058,
Megf8,quadratic,1.0,0.0060635538389155474,-0.000630620486446887,-0.001865441830036633,0.16851990000000008
Adcy1,quadratic,1.0,0.7988910476628257,-0.00016566587728937754,-0.003036930826007327,0.10367267000000004
Tfrc,quadratic,1.0,0.05305244652389418,-0.0005651271025641031,-0.0023912012051282064,0.17328037
Agk,quadratic,1.0,0.003834946813082496,-0.0009388134166666672,-0.0017208105833333368,0.20735674000000007
Itsn2,quadratic,1.0,0.0027902269841063587,-0.0012129086707875466,-0.0023123088951465215,0.24126822000000012
Kcnq5,quadratic,1.0,0.05199481151183605,-0.0006212285238095242,-0.002616103190476191,0.16336544000000003
Scamp1,quadratic,1.0,0.885080652695699,5.649458974358958e-05,-0.001126970820512821,0.07690804500000002
Snx14,quadratic,1.0,0.03181894502582261,-0.0008543656007326013,-0.0032350013443223453,0.21774238000000007
Dmtf1,quadratic,1.0,0.004558291160454253,-0.0013123204338827844,-0.0023461899749084264,0.27156198
Sobp,quadratic,1.0,0.8479036791054149,9.904099084249064e-05,0.0021081851959706952,0.07777528500000001
Gltscr1l,quadratic,1.0,0.004219449634977557,-0.0008326129487179494,-0.0023759868974359004,0.19873759000000008
Atp6v1b2,quadratic,1.0,0.05257376850578643,-0.00047864191611721635,-0.002020918475091575,0.14701799000000002
Edem1,quadratic,1.0,0.004274495842093939,-0.0009750344421245429,-0.0017600110985348013,0.2100915600000001
Pik3r3,quadratic,1.0,0.03727270856566567,-0.0007387611571428581,-0.0005551439571428591,0.17964427000000002
Nrxn2,quadratic,1.0,0.11929813359792796,-0.000707754746245422,-0.003741013860347988,0.1744612600000001
Atp1a3,quadratic,1.0,0.001461271620348814,-5.9289369963370216e-05,-0.0001564158827838835,0.09082099000000003
Evi5,quadratic,1.0,0.0042449147910361695,-0.0011414996701465206,-0.0020625835188644737,0.23778430000000006
Usp31,quadratic,1.0,0.040228758827350664,-0.0008658227732600741,-0.0034413473322344366,0.1950744800000001
Sema7a,quadratic,1.0,0.04428341809005898,-0.0008000148155677665,-0.00048240016684982184,0.18849720000000006
Smarca1,quadratic,1.0,0.4714746390993352,-0.00042320933882783934,-0.00419545474908425,0.13671060000000007
Gpr21,quadratic,1.0,0.06906598082408655,0.00022407957985347984,0.00101233023113553,0.059290238
Tecpr2,quadratic,1.0,0.1785802568531215,-0.0005132291245421247,0.000724742465201463,0.15118954999999998
Dgkh,quadratic,1.0,0.02560794754891149,-0.0009727481256227111,-0.001001557597673996,0.20983648000000008
Grm3,quadratic,1.0,0.8673525315934987,0.00027630871373626346,-0.005028096893956043,0.04304864600000004
Sptbn1,quadratic,1.0,0.13357281711175806,-0.000461492447802198,-0.002530444717032967,0.14392848
Golgb1,quadratic,1.0,0.0011235912059274211,-0.002017814285531137,-0.005246962749633704,0.4310742000000001
Larp4,quadratic,1.0,0.12038585569115035,-0.0009041116668498173,0.0005776221305860761,0.22570677000000006
Mfsd6,quadratic,1.0,0.001913970583307778,-0.0010279595302197808,-0.002757628153296707,0.2173175800000001
Lss,quadratic,1.0,0.0644634787599685,-0.0006246662271062276,-0.00013975673992674332,0.16628236000000005
Ski,quadratic,1.0,0.07746066814272712,-0.0006323319943223449,-3.0483815018359453e-06,0.1668771700000001
Vcp,quadratic,1.0,0.005891479795762988,-0.0011404895736263747,-0.001953714004395607,0.26000917000000007
Tmem132b,quadratic,1.0,0.8499005350458143,0.0003402753095238094,-0.0057070870238095225,0.03326431000000001
Gdpd1,quadratic,1.0,0.24177344761166575,-0.0006327156840659346,-0.004343183260989014,0.16672297000000003
Zkscan1,quadratic,1.0,0.029562903030168952,-0.0007793287291208796,-0.002908659136813187,0.19157475000000004
Rimbp2,quadratic,1.0,0.4462440404903175,-0.0004643259743589746,-0.004428622948717951,0.13998401
Pak7,quadratic,1.0,0.1076594857763512,-0.0004744487426739931,-0.002428967806776557,0.14259537
Hspa12a,quadratic,1.0,0.8085952682901367,-0.00024185216300366317,-0.0045544571117216125,0.11693836
Top2b,quadratic,1.0,0.05482417133444595,-0.0008891295029304035,-0.003791729077289378,0.20318228000000002
Camk2b,quadratic,1.0,0.9217232862316298,0.00011735024358974352,-0.002959227012820514,0.06399714000000001
Fto,quadratic,1.0,0.5341236172932151,-0.00042593567490842527,-0.00465420445695971,0.1446248900000001
Txndc11,quadratic,1.0,0.05520035550218194,-0.0002396087655677658,-9.358881684981808e-05,0.11396579000000004
Mtss1l,quadratic,1.0,9.824263555335833e-06,-0.0005115682216117221,-0.0012053736575091585,0.14770441000000004
Ncald,quadratic,1.0,0.30228589247366544,0.00020582874908424894,-0.00060783643040293,0.053691875
Zfp704,quadratic,1.0,0.8146286157995098,-0.00026817498424908435,-0.005138336097069599,0.11695138000000002
Vps13b,quadratic,1.0,0.03144947086189731,-0.0008311946794871798,-0.003139992858974361,0.19630215999999998
Gnb4,quadratic,1.0,0.07348859703229671,-0.0007077728827838832,-0.0032501129084249072,0.17197752999999996
Clstn2,quadratic,1.0,0.9121190725216777,0.000254307686080586,-0.00598446484212454,0.043695778
Sez6l2,quadratic,1.0,0.2523651771307277,-0.00031231036172161197,-0.002184697759157511,0.12111258500000004
Zscan26,quadratic,1.0,0.017233117605153336,-0.0014060686518315027,-0.001782884910805867,0.31061150000000015
Arhgap21,quadratic,1.0,0.006715617354408843,-0.001002511026556777,-0.0016751587316849851,0.21799673
Lrrn3,quadratic,1.0,0.04578822360032975,-0.0006471306783882785,-0.00037047464249084436,0.16624326
Tenm2,quadratic,1.0,0.058899633073486,-0.0007514275919413924,-0.003260783612454214,0.17661878000000003
Zfp697,quadratic,1.0,0.005642592924608225,-0.0006180479652014657,-0.0010669481446886463,0.16804177000000003
Mcl1,quadratic,1.0,0.22085523096265192,-0.00034338835146520186,0.0006672412613553115,0.13821961000000005
Serinc3,quadratic,1.0,0.029040505242117987,-0.000637466463186814,-0.002371026747802201,0.16465904000000012
Chd9,quadratic,1.0,0.00014755404049815457,-0.0009604466598901104,-0.0023325354983516526,0.20725788000000006
Cbx3,quadratic,1.0,0.02816867931781064,-0.000950712437655678,-0.0009167706181684982,0.20750216000000002
Clip1,quadratic,1.0,0.007708198495989027,-0.0009551269419413927,-0.002902279262454215,0.2037437400000001
Ssbp3,quadratic,1.0,1.4863632868955534e-06,-0.00036462489725274755,-0.000846397258791212,0.12782805000000005
Speg,quadratic,1.0,0.2658371611949619,-0.0005675563303113555,-0.004064768021337,0.15216099000000005
Rcc2,quadratic,1.0,0.004859176101059348,-0.0006646497912087915,-0.0019221998681318686,0.17225804999999997
Atp6v0c,quadratic,1.0,0.006269022983891759,-0.0010051525155677665,-0.0017021580668498224,0.23575014000000016
Nfat5,quadratic,1.0,0.028887118164387937,-0.001446829187362638,-0.0053759434104395645,0.32770264000000005
Epn2,quadratic,1.0,0.13464641276633937,-0.0007018620030219786,-0.0038586840453296717,0.16996518000000002
Cntnap2,quadratic,1.0,0.024365409443884323,-0.0008144826346153851,-0.002931931519230769,0.18920493000000002
Atl1,quadratic,1.0,0.11965927099251294,-0.0004206709450549454,-0.0022256961758241756,0.14584045
Gna13,quadratic,1.0,0.03579130190361535,-0.0007322738095238104,-0.002839602476190478,0.1993045200000001
Gspt1,quadratic,1.0,0.020233827543815197,-0.0011065138369963376,-0.0038559248882783902,0.25538740000000004
Prkab2,quadratic,1.0,0.2716190417405764,-0.00033982562710622766,-0.002458118539926742,0.12268218400000004
Bcl11a,quadratic,1.0,0.03405589736918202,-0.0003965674368131873,-0.001522211552197803,0.13011150000000005
Nptxr,quadratic,1.0,0.16485916306010118,-0.0003306004538461542,-0.0019498544076923083,0.12113546600000004
Rab11fip3,quadratic,1.0,0.009386853867756173,-0.0013242607934065935,-0.002052065301098906,0.27044514
Pitpnm3,quadratic,1.0,0.6978520079306447,-0.00022764495604395634,-0.0033080523406593433,0.10651422000000005
Cd200,quadratic,1.0,0.3264413456061398,-0.000496954695512821,-0.003935843766025645,0.1422028800000001
Prr36,quadratic,1.0,0.5602365381213613,-0.0002564347179487182,0.0017258305641025624,0.11563541000000001
Chd2,quadratic,1.0,0.0001270022418411454,-0.0004980567793040297,-0.001206068022893773,0.14445049999999998
Rpl5,quadratic,1.0,0.02323804639710203,-0.0014182527489926752,-0.005062217901556782,0.3128018400000001
Prpf40a,quadratic,1.0,0.3465521553558276,-0.0002448886172161174,-0.0020025635915750925,0.12257972000000003
Scube3,quadratic,1.0,0.0023234619471435014,-0.001051244565201466,-0.0028577963446886467,0.23434130000000006
Cbarp,quadratic,1.0,0.769527858553411,-0.0002871811051282053,-0.004882199910256414,0.11814082000000005
Tomm20,quadratic,1.0,0.004416083832836981,-0.0015062731336080595,-0.004316590070787549,0.3124461500000001
Hmgn1,quadratic,1.0,0.881299247454873,0.0001134696373626372,-0.00221761343956044,0.06342890000000001
Ryr1,quadratic,1.0,0.0008533655436666621,-0.0011965713615384626,-0.002508554223076927,0.26897110000000013
Camk2g,quadratic,1.0,0.09920552660691562,-0.0007360331664835175,-0.00367666709725275,0.1765340400000001
Vps26b,quadratic,1.0,0.06728723748138155,-0.0009322063448351653,-0.00016296213252747476,0.21372056000000003
Srrm4,quadratic,1.0,0.03583072607104587,-0.000728117602564103,-0.0028241287051282067,0.17164885000000005
Tmem132a,quadratic,1.0,0.010800729510209828,-0.0006814299498168502,-0.002160089113919418,0.16738454000000005
Nap1l1,quadratic,1.0,0.5409478028189593,-0.0002903304921245426,-0.0032069364485347984,0.11598606000000009
Kat2a,linear,0.9893040542197067,0.9893040542197067,0.0023745081706281826,0.0814461671137521,
Sestd1,quadratic,1.0,0.421516818046065,-0.0004200653141025644,-0.00385783837820513,0.1450227
Tmem191c,quadratic,1.0,0.32937009364803094,-0.00047791147967032996,0.0015747400049450529,0.14213048000000003
Sfswap,quadratic,1.0,0.008468688121752943,-0.001023935649578755,-0.0031465536770146564,0.21414070000000002
C77370,linear,0.991749216081458,0.991749216081458,-0.0016568437453310693,0.08574808216977922,
Cacnb4,quadratic,1.0,0.014995485519511575,-0.00043867167857142893,-0.0014570931785714302,0.13610101000000002
Hook3,quadratic,1.0,0.00388360889457795,-0.0012936216126373638,-0.0036639741895604463,0.3098305800000002
Slc6a6,quadratic,1.0,0.018053222039127736,-0.0005285821062271067,-0.0006567829267399272,0.15259096000000003
Rbm15b,quadratic,1.0,0.01247399512143088,-0.0009405844836996343,-0.0013439067888278394,0.20956428000000005
Slco5a1,quadratic,1.0,0.10060843809412257,-0.0011767018343406602,-0.005902465515109894,0.2781663500000001
Dus3l,quadratic,1.0,0.12935072391858693,-0.0007629350437912092,0.0005823407231318673,0.18178849000000002
Ankrd13b,quadratic,1.0,0.7068490651584388,-0.00010638722197802237,-0.0015742147296703317,0.09495924400000005
Sh3glb2,quadratic,1.0,0.019976008839046155,-0.0005572929941391946,-0.0019378338454212499,0.14953290000000008
Frmd4b,quadratic,1.0,0.2270647282659385,-0.00030654622271062294,0.0006192701260073246,0.11818511000000001
Mapt,quadratic,1.0,0.5568790600263904,-0.00030805883461538467,-0.0034905389192307697,0.11730204000000001
Pgam1,quadratic,1.0,0.0018623717792688455,-0.001127658732417583,-0.0022376087862637385,0.26414803000000003
Napb,quadratic,1.0,0.813888078733768,0.00022367883626373612,-0.003233746256043955,0.05143873800000001
Plppr1,quadratic,1.0,0.0020282466508113606,-0.0009254099324175826,-0.0018222731862637394,0.20000155
Tmem106b,quadratic,1.0,0.6702509945583477,-0.0001549881545787548,0.0014126295479853464,0.10116833400000001
Cyth3,quadratic,1.0,0.008125647977665684,-0.0006347951725274728,-0.001941007987912088,0.15923122
Eif4b,quadratic,1.0,0.010210757281563065,-0.0009565236492674001,-0.003009663405677661,0.21033907000000004
Erbb2ip,quadratic,1.0,0.9497090574663893,0.00017908832875457846,-0.0058303117353479825,0.05224539000000003
Cd46,quadratic,1.0,0.8173441172023099,-0.00017077243589743625,-0.0032981718717948723,0.09711641000000003
Acaca,quadratic,1.0,0.0002568958575096536,-0.0009486756978021987,-0.0023335134670329706,0.20026150000000006
Pde4dip,quadratic,1.0,0.00011030467762684903,-0.0010982696280219786,-0.002467537220329674,0.2285594800000001
Kif3a,quadratic,1.0,0.63621259919858,-7.665709340659358e-05,-0.0009925304010989014,0.08678621000000002
Esyt2,quadratic,1.0,0.0172202907626946,-0.0005341030730769235,-0.0006774538961538469,0.14872774000000005
Ankrd44,quadratic,1.0,0.365962634328978,5.266082271062257e-05,-0.00019842992600732526,0.08356473000000002
Sik2,quadratic,1.0,0.17747638426032564,-0.0006197142467032972,-0.003755573700549455,0.15728278000000007
Prkcb,quadratic,1.0,0.8343864518201005,0.0002917230926739924,-0.004576688743223442,0.035245713000000005
March8,quadratic,1.0,0.07737901370936828,-0.0005990407421245418,-3.6841985347996154e-06,0.1609913699999999
Cbx5,quadratic,1.0,0.02008562952902815,-0.0006514092441391944,-0.0007697755954212472,0.16322345999999996
Kif1b,quadratic,1.0,0.07552975880302693,-0.0005227741886446893,-0.0024182181630036663,0.14506604000000006
Jak2,quadratic,1.0,0.002031934331606422,-0.000600592383333334,-0.001182460016666671,0.1557754000000001
Mgat4a,linear,0.9929268078025124,0.9929268078025124,-0.005872592966553481,0.07461411448896431,
Lrrc16b,quadratic,1.0,0.042544880828184306,-0.0003189167968864472,-0.00020372048663003716,0.11804043000000006
Chd6,quadratic,1.0,0.0001870947625839392,-0.0016117836813186823,-0.003934185219780228,0.33900613000000007
Ccp110,quadratic,1.0,0.9182293131314393,-0.0001421965842490844,-0.004156844097069599,0.09525222000000004
Hspa5,quadratic,1.0,0.6083515820728971,-0.00011567331318681341,0.000887722302197801,0.10928893000000002
Kcna2,quadratic,1.0,0.8276862366047505,0.00020768713351648348,-0.0031700511972527472,0.04940049700000002
Ctif,quadratic,1.0,0.08401100703171238,-0.0005636175747252752,-0.0026841312208791225,0.14776197000000005
Kalrn,quadratic,1.0,0.01595272378345891,-0.0008721771380952386,-0.002924607204761906,0.20470268
Thrap3,quadratic,1.0,0.01539691061401538,-0.0005361128150183156,-0.0017879245586080621,0.14816879000000008
Ank,quadratic,1.0,0.22576405442631287,-0.0004869970663003666,0.0009759549388278376,0.14020383
4932438A13Rik,quadratic,1.0,0.012356313883497227,-0.000835127003663004,-0.0026966417216117223,0.19124696
Ugcg,quadratic,1.0,0.02028473181630741,-0.000836694398351649,-0.002916909975274728,0.19543365000000004
Arf3,quadratic,1.0,0.029120082969350314,0.0003918068205128206,0.00036858364102564117,0.02426983
Fbxl17,linear,0.9970738447174937,0.9970738447174937,-0.001647450412563667,0.07458608772495752,
Pcdh10,quadratic,1.0,0.15720399016564646,-0.0006748228965201475,-0.003912803114468869,0.20199126000000012
Rnf112,quadratic,1.0,0.21411686337915714,-0.00029926247252747283,-0.0019516280879120892,0.11358170000000004
Cipc,quadratic,1.0,0.18912280418824112,-0.00018395408150183166,-0.0011420105558608072,0.09991627000000002
Arhgap20,linear,0.9868626938554869,0.9868626938554869,-0.004448907528013581,0.07221118898132421,
Cbl,quadratic,1.0,0.04453860737621107,-0.0010073095719780227,-0.0006021551796703316,0.24000399000000008
Impad1,quadratic,1.0,0.00046707723113204036,-0.000671958583333334,-0.0014497694166666687,0.18844645000000004
Sort1,quadratic,1.0,0.07001233319620248,-0.0007308940443223447,-9.381973150183273e-05,0.17193355000000002
Kcnq3,quadratic,1.0,0.4777063134656615,-0.0005751999412087918,-0.005757043118131869,0.17571528
Cnbp,quadratic,1.0,0.017884525373333737,-0.0015528902582417597,-0.005302205873626376,0.3498232400000001
Slitrk5,quadratic,1.0,0.09813380617878331,-0.0006235942208791212,-0.003105026513186815,0.15500697
Clasp1,quadratic,1.0,0.0027652490135002816,-0.0011194178948351658,-0.0021362149825274756,0.2210313100000001
Vldlr,quadratic,1.0,0.15774147788476045,0.00021795165934065927,-0.0002491531098901106,0.054370120000000015
Ints1,quadratic,1.0,0.11238998499875263,-0.0005209798393772898,-0.002702709857326007,0.14880201
Dock4,quadratic,1.0,0.0011852803236033216,-0.0006274110192307692,-0.0012890272884615397,0.16841391999999994
Tomm70a,quadratic,1.0,0.013336562831080645,-0.0008823280774725282,-0.0028802907620879173,0.1968376000000001
Aatk,quadratic,1.0,0.0010927307049934942,-0.0005643466465201467,-0.0011656843644688654,0.14800538
Dcaf6,quadratic,1.0,0.032619966608208095,-0.0004153551831501837,-0.0015805310805860821,0.13472874000000007
Atp8b2,quadratic,1.0,0.06732901508952593,-0.0005229322728937735,-0.002346942760073263,0.16596037000000002
Ocrl,quadratic,1.0,0.11859276736872981,-0.0006731866868131874,-0.003551613102197806,0.16025154000000005
Ube2g1,quadratic,1.0,0.02103668128420555,-0.000824377724358975,-0.0009515301987179527,0.19577551000000004
Xkr4,quadratic,1.0,0.9343776860794986,-0.00014158799065934084,-0.00461918785989011,0.09066442000000001
Fam177a,quadratic,1.0,0.8556796700637634,3.479587545787532e-05,0.0007612974652014635,0.07348033000000001
Tspan5,quadratic,1.0,0.05850927598193445,-0.00039571097069597105,-0.00013049322710622887,0.12614459000000006
Ndst1,quadratic,1.0,0.0889358639324509,-0.0006775738386446891,0.00012005728699633419,0.17970774000000003
Gabpa,quadratic,1.0,0.23208345256628793,-0.0005227050514652019,0.0010884433613553078,0.1442645200000001
Tro,quadratic,1.0,0.7865341238560332,0.00013337699523809516,0.0023662500619047616,0.05770702700000001
Nbea,quadratic,1.0,0.0650375024747788,-0.0006355941236263739,-0.0028273898543956038,0.17168488999999995
Exoc6b,quadratic,1.0,0.14617449911245461,-0.00049419042985348,-0.002793540181135532,0.13824074
Rlim,quadratic,1.0,0.08569165443483029,-0.0008059803035329676,0.00010207086900549429,0.18348436000000004
Klhl29,quadratic,1.0,0.08558598108893667,-0.000964864680219781,-0.0046189262032967065,0.22817384000000007
Cct7,quadratic,1.0,0.01025943876113311,-0.0012016165040293042,-0.003783195293772894,0.27258893999999995
Ptn,quadratic,1.0,0.7475462119551123,0.0002703980996336995,-0.0031051053721611725,0.036555227000000017
Gnai3,quadratic,1.0,0.015802381800238297,-0.0009259721778388281,-0.0012165595342490867,0.20139575
Rab6a,quadratic,1.0,0.18156802801159755,-0.0006681108630036633,0.0009688869882783882,0.17165248
Nars,quadratic,1.0,0.005860869048022743,-0.0009403963263736274,-0.002771793295604401,0.20282573000000015
Farp1,quadratic,1.0,0.8073858941535293,-0.00018800547161172196,-0.00352837140750916,0.09565523000000002
Ccar1,quadratic,1.0,0.7899697408855928,-8.946185531135548e-05,-0.001601410496336997,0.09660420000000002
Prpf8,quadratic,1.0,0.029735719511777114,-0.001084593971245422,-0.0010039678353479901,0.2501824500000001
Neurod6,quadratic,1.0,1.920284456558008e-05,-0.0008769805615384619,-0.002013450623076927,0.19191271000000004
Trim67,linear,0.9613366953229808,0.9613366953229808,-0.003838312267402377,0.07113302682173174,
Wdr6,quadratic,1.0,9.233522136797845e-05,-0.0009766474175824183,-0.002351977263736269,0.2013142900000001
Prickle2,quadratic,1.0,0.7469745635396632,0.0004017110338827839,-0.004604639825091575,0.01761502
Ndrg4,quadratic,1.0,0.7560380147375849,-0.0002493159976190478,-0.0041046290309523815,0.10355928000000003
Dmd,quadratic,1.0,0.035870697044934396,-0.0008409715633333336,-0.0006581216766666682,0.1839039
Gcc2,quadratic,1.0,0.001554852097206183,-0.0010601940384615393,-0.002135512576923082,0.22340435000000014
Smg1,quadratic,1.0,1.763157585199515e-05,-0.0007544244388278392,-0.001784047449084249,0.17400483999999997
Pja2,quadratic,1.0,0.6107555286992252,-0.00016326725091575118,-0.00202242243040293,0.093958125
Ankle2,quadratic,1.0,1.1276880102828457e-05,-0.0007507310164835168,-0.0017297672472527486,0.17967123999999998
Arf4,quadratic,1.0,0.02657878772337463,-0.000961074454945056,-0.0009654136241758273,0.24592753000000012
Limk2,quadratic,1.0,0.004428450784097482,-0.0008508362311355318,-0.0015278005336996374,0.18718214000000008
Kmt2c,quadratic,1.0,0.01915067654824265,-0.0008467480795787549,-0.0029236745270146535,0.18452471
Osbp,quadratic,1.0,0.007460026509397921,-0.0008999247128205134,-0.002724127425641027,0.19183026000000009
Hnrnph1,quadratic,1.0,0.6407650824586543,-0.0001623204267399271,-0.002118749067765568,0.09473076000000002
Dmxl2,quadratic,1.0,0.016578593163739552,-0.0006917234732600739,-0.0008914402322344352,0.16821048000000005
Ap2a2,quadratic,1.0,0.0440245291270458,-0.0008101015442307697,-0.0004927694634615408,0.18044159000000004
Ppfia2,quadratic,1.0,0.01614599571183395,-0.0008889483855311362,-0.0029864224496337,0.19441341
Lrrc8b,quadratic,1.0,0.3193159697533883,-0.0002647095512820515,0.0008384533974358949,0.11493954000000003
Abi2,quadratic,1.0,0.5077552058498596,-0.0003977132793040298,-0.004169856522893773,0.12500224000000004
Ptprd,quadratic,1.0,0.17140744282315978,-0.0005081555705128213,-0.0030399948910256437,0.1373556400000001
Sept11,quadratic,1.0,0.01427894592507939,-0.0010492690401098907,-0.0014320874016483572,0.22397380000000008
Dzank1,quadratic,1.0,0.3439330540952562,-0.00037698778150183163,0.0013124965441391918,0.12245754000000002
Dopey2,quadratic,1.0,0.07491379988944402,-0.0007710622760439568,-3.588118065934405e-05,0.17402783000000008
Hif1a,quadratic,1.0,0.009401243734933007,-0.00043639504029304035,-0.000675970937728939,0.13804746
Golga4,quadratic,1.0,0.009215490545059657,-0.0016614622796886453,-0.0025866077486630034,0.3360240199999999
Hivep2,quadratic,1.0,0.8586729641701913,-0.0002309142981684985,-0.00510768673919414,0.11282351600000005
Fat4,quadratic,1.0,0.6618082102854568,4.5393199633699576e-05,0.0006155953278388276,0.06773852000000001
Scap,quadratic,1.0,0.28443888538488715,-0.00045734862527472555,0.0012487578208791195,0.13376972
Rrn3,quadratic,1.0,0.02104909442599956,-0.0011470055970695975,-0.0013235136227106254,0.24237129000000004
Ccdc88a,quadratic,1.0,0.03143232884539626,-0.0008852690363736267,-0.0007833390656043956,0.18900645000000002
Marf1,quadratic,1.0,0.0015649380600603058,-0.0008087403813186821,-0.002142273119780224,0.18101421000000006
Map3k12,quadratic,1.0,0.0076725995597086705,-0.0005220805439560441,-0.0008484621593406604,0.14936201
Hnrnpa3,quadratic,1.0,0.0004141024293182749,-0.0010811162543040295,-0.0023435029478937747,0.22001666999999997
Arl5a,quadratic,1.0,0.1315020274873857,-0.0005601900498168502,0.00044410618608058485,0.14671984000000005
Zcchc18,quadratic,1.0,0.1019877882702106,-0.0005693242582417583,-0.002867417873626373,0.14503447999999994
Akap6,quadratic,1.0,0.022156450504370984,-0.0016172811261904768,-0.001815615359523812,0.3672619
Cdk4,quadratic,1.0,0.25265407285514485,-0.00018220757527472552,0.0004257661708791192,0.09598019000000003
Tmod2,quadratic,1.0,0.7858299146906202,0.00019611072893772885,-0.0025585943992673986,0.04498302
Kcnb2,quadratic,1.0,0.13496459668993321,-0.001185048788461539,-0.006520261826923078,0.29677987
Hectd3,quadratic,1.0,0.08346421529257242,-0.00017257450274725286,1.5797458791207985e-05,0.09750181000000001
Hnrnpul1,quadratic,1.0,0.003043816658291232,-0.0005986777774725281,-0.0011299936620879148,0.15395139000000005
Smarce1,quadratic,1.0,0.003423338593135483,-0.0009618702931868136,-0.0017896079578021992,0.19705867999999999
Sv2b,quadratic,1.0,0.8618117988040481,-0.00014534535952380966,-0.0032527453261904783,0.08879130000000003
Tspyl4,quadratic,1.0,0.16370268097721474,-0.0002986708571428573,-0.001757058857142859,0.12129098000000005
Ubfd1,quadratic,1.0,0.002313390341811772,-0.0005601332604395607,-0.0010891753065934082,0.14446741000000002
Ddhd1,quadratic,1.0,0.014061179451438921,-0.0010008737875457883,-0.0013735441465201517,0.23298292000000012
Ank3,quadratic,1.0,0.12294474051543214,-0.0010175456199633705,-0.005430433632783888,0.24692902
Zfp318,quadratic,1.0,0.039102480166448905,-0.0004816006201465207,-0.00034270916886447174,0.1362733100000001
Alg2,quadratic,1.0,0.0006145244815030093,-0.0005639730091575098,-0.0014269318040293069,0.15503995000000007
Lrrc58,quadratic,1.0,0.04526448313812037,-0.000689202680769231,-0.00040184261153846436,0.16708892999999997
Mmp17,quadratic,1.0,0.23434358949918022,-0.0004076162010989012,-0.0027605586164835176,0.12461538600000001
Tom1l2,quadratic,1.0,0.39635841704913366,-0.00043327208397435943,-0.00382852059294872,0.12638587000000004
Cpd,quadratic,1.0,0.941613343025561,-0.00012482158956043975,-0.004315145843406595,0.08395678000000005
Atp6v1a,quadratic,1.0,0.004614945153763594,-0.0010305767875457882,-0.0018389991465201502,0.20564082000000003
Mars2,quadratic,1.0,0.0005606808804751173,-0.0006280130935897442,-0.0013445279371794886,0.15596695000000008
Dnal1,quadratic,1.0,0.17838594066309288,-0.0005633720938644692,-0.0034206727413003688,0.14747542000000005
Arl6ip1,quadratic,1.0,0.002541861265355272,-0.0007839639432234436,-0.0021451858150183184,0.17233858000000002
Cnksr2,quadratic,1.0,0.004582120171098825,-0.0005202786276556781,-0.0014961891481685018,0.13758470000000006
Col4a3bp,quadratic,1.0,0.1482431404149922,-0.0005807622311355316,0.0005912754663003638,0.15081578000000007
