gene_name,fit_type,R2,R2_linear,coeff_0,coeff_1,coeff_2
Actr1b,quadratic,1.0,0.4676215444450126,0.0002229581446886446,-0.0011577914963369963,0.028632225000000008
Atp2c1,quadratic,1.0,0.010143481153499057,-0.00036733744798534833,-0.000557764253113553,0.08699883500000002
Mkrn1,quadratic,1.0,0.0036001610656131167,-0.00032458633846153877,-0.0006000006769230779,0.10573558000000001
Dlg1,quadratic,1.0,0.0015931338757197988,-0.0005661914284890113,-0.0011382618273351678,0.11092415500000002
2410002F23Rik,quadratic,1.0,0.007734755436363483,-0.0007140857902014656,-0.0021707203196886468,0.15560985000000002
Srp72,quadratic,1.0,0.01986122805699153,-0.0007023944322344323,-0.002440021150183151,0.16388238999999996
Arrdc3,quadratic,1.0,0.032597424076067805,-0.0005173074194139197,-0.00044354662454212517,0.12728412000000003
Hnrnpm,quadratic,1.0,0.13898031487486961,0.00024664544597069606,0.001370467856227107,0.005714667499999999
Dhx33,quadratic,1.0,0.02081791499027441,0.0002749857217948719,0.00031912269358974415,0.017458132999999997
Sbf1,quadratic,1.0,0.8778685068532063,-8.879577793040311e-05,-0.002118167402289378,0.047340885000000006
Pfkfb2,quadratic,1.0,0.02929554899013176,0.0001645669858974359,0.00015410372179487167,0.015968094000000013
Lig3,quadratic,1.0,0.8973412120189102,-9.483988836996345e-05,-0.002472100458882785,0.04953343800000003
Paip2,quadratic,1.0,0.702151190490975,-0.00010865859908424933,-0.0015926265195970696,0.049844667000000016
Hmgcr,quadratic,1.0,0.15061131692412477,0.00013326576978021972,-0.00013985585329670294,0.019369765999999997
Cxadr,quadratic,1.0,0.07523685140361192,-0.0003699762580586084,-1.5248337545787842e-05,0.08497663000000003
Sbf2,quadratic,1.0,0.03274638254599416,-0.0002930637098901101,-0.001116045848351649,0.07554325000000003
Tgfbrap1,quadratic,1.0,0.007778903057337083,-0.00024426618315018326,-0.0007430320805860817,0.07292719
Calr,quadratic,1.0,0.01586786050098765,0.0003310052992673993,0.0011090199556776557,0.002894034999999997
Stx6,quadratic,1.0,0.5926941263164054,-0.0002464475961538461,-0.0029611299423076922,0.12906669999999998
Lsm11,quadratic,1.0,0.5803470149784669,0.0001722224970695971,0.0020273729227106227,0.014817599999999993
Mast2,quadratic,1.0,7.692255924562907e-06,-0.00034936865787545823,-0.0008221816014652026,0.08144869000000003
Zfp322a,quadratic,1.0,0.148480321640987,-0.00010709635531135539,-0.0006086699963369973,0.05022514000000001
Rufy3,quadratic,1.0,0.03811795281126207,-0.0002935193857142859,-0.0011532959857142872,0.07689827000000002
Ssbp2,quadratic,1.0,0.7718229853571117,0.00012069801190476182,-0.0015007401547619049,0.019144325000000004
Arcn1,quadratic,1.0,0.002128946956611255,-0.0006616795595238101,-0.0012970627261904796,0.1397957700000001
Arih1,quadratic,1.0,0.01937374990572449,-0.0002804807880952384,-0.0009703147547619064,0.07470003000000006
Herc1,quadratic,1.0,0.001209238622389197,-0.0009291375705128209,-0.0019063428910256453,0.20390202000000004
Eml1,quadratic,1.0,0.18832802599397658,-0.00017521212838827847,0.00026911520750915623,0.059117720000000006
Ythdf3,quadratic,1.0,0.6648874295954932,0.00033223653369963366,-0.0029824718611721605,0.009238121999999996
Fyco1,quadratic,1.0,0.000643517127361104,-0.0036064590457875485,-0.00914160502014652,0.7658860000000001
Skil,quadratic,1.0,0.7339483126750252,0.00019106614120879126,0.002993048318131868,0.01505865
Smarcc2,quadratic,1.0,0.12749775128022733,-0.00030897593882783916,0.0002279570509157498,0.08544899000000004
Smim13,quadratic,1.0,0.279472356371422,-0.00017615842820512833,-0.001291393356410257,0.09950924
Spg11,quadratic,1.0,0.029102395520712587,-0.00047788356446886474,-0.0017781934003663028,0.10940524000000004
Aars,quadratic,1.0,0.11252194836640517,-0.0004614036804029304,0.00024338746062271008,0.11026005999999997
Ctage5,quadratic,1.0,0.011238175500133396,-0.0006962254597069601,-0.0022188315622710605,0.20768549999999994
Nova2,quadratic,1.0,0.7448146452092135,-0.00027797889560439594,-0.004460542434065937,0.10873908500000005
Ylpm1,quadratic,1.0,0.005643157375853525,-0.0006371007177655679,-0.0010998198998168536,0.14142665
Dennd4a,quadratic,1.0,0.18394280546895847,0.00022438685457875471,-0.0003321756479853479,0.010012798000000002
Dnaja1,quadratic,1.0,0.0009294623638017585,-0.0002485189646520148,-0.0005184615364468875,0.09389276000000002
Dclk1,quadratic,1.0,0.6205211550249794,0.00023344187542124543,-0.001852296642014652,0.003948574399999999
Ulk2,quadratic,1.0,0.30699760440966306,-8.044625274725273e-05,0.0002423212087912078,0.04727671700000001
Rai1,quadratic,1.0,0.03594372666507761,-0.0007052456144688651,-0.002737199550366302,0.19223993
Ube3c,quadratic,1.0,0.0008163712715827387,-0.0002689723904761908,-0.0006887149238095247,0.07100906000000005
Ap2m1,quadratic,1.0,0.02502074390355169,-0.0006526870587912094,-0.0023608520818681343,0.1704495000000001
Smad5,quadratic,1.0,0.08571184219976535,-0.00019528279029304036,2.4792812271061355e-05,0.06127182000000002
Ywhaz,quadratic,1.0,0.008883500945939926,-0.0015021668415750933,-0.0023599452902930444,0.32256240000000014
Amn1,quadratic,1.0,4.0698484403689505e-06,-0.0010309297490842496,-0.0024198655695970707,0.24704176
Mcoln1,quadratic,1.0,0.8830942937576713,0.0001491441983516483,-0.0029431234247252742,0.022390084000000015
Nlgn2,quadratic,1.0,0.26559456215809685,6.955337161172155e-05,-0.00017365629249084215,0.026410272000000002
Gatsl2,quadratic,1.0,0.188079784935688,-0.0003566987640219781,0.0005467475476703288,0.08874752
Atp9b,quadratic,1.0,0.007266881718301255,-0.0005994975357142857,-0.0018092390357142855,0.12887857999999996
Clcn4,quadratic,1.0,0.8756722418339754,-8.079702747252757e-05,-0.0019097764120879115,0.04512539499999999
Eml4,quadratic,1.0,0.03589983718347278,-0.00013576101208791224,-0.0005267823813186824,0.05789152000000003
Dnm1l,quadratic,1.0,0.0002191869592679252,8.383683260073262e-05,0.00018546402234432215,0.024697173000000003
Armcx4,quadratic,1.0,0.35068721481236886,0.0001444630891941392,0.0011890640712454218,0.017234790999999996
Ppp3ca,quadratic,1.0,0.8412262711039027,0.00010905242527472528,-0.0017609552208791204,0.020485356000000003
Uba1,quadratic,1.0,0.020406022708305493,-0.0015349416210989027,-0.001799547156483523,0.32604790000000017
Adgrb2,quadratic,1.0,0.025067576837711547,-0.0003189434814102565,-0.001154052687820514,0.07641937
