gene_name,slope_divergence_E15,slope_divergence_P0,slope_divergence_P13,predicted_divergence_P3,predicted_divergence_P7,fit_type,R2,R2_linear,CI_lower_P3,CI_upper_P3,CI_lower_P7,CI_upper_P7,rank_score_P3,rank_score_P7
Lrrc58,0.018045966,0.16708893,0.045389723,0.1596805780384615,0.1305051003615384,quadratic,1.0,0.04526448313812037,0.15968057803846145,0.15968057803846167,0.13050510036153834,0.1305051003615385,0.1596805780384615,0.1305051003615384
Mmp17,0.07431012,0.124615386,0.019840986,0.11266516434065935,0.08531828183076923,quadratic,1.0,0.23434358949918022,0.11266516434065932,0.1126651643406594,0.0853182818307692,0.08531828183076925,0.11266516434065935,0.08531828183076923
Tom1l2,0.08632746,0.12638587,0.0033921201,0.11100085946538464,0.07835589373461539,quadratic,1.0,0.39635841704913366,0.11100085946538464,0.1110008594653848,0.07835589373461538,0.07835589373461549,0.11100085946538464,0.07835589373461539
Cpd,0.12059911,0.08395678,0.0067650354,0.06988794816373631,0.047634501207692345,quadratic,1.0,0.941613343025561,0.06988794816373628,0.06988794816373636,0.0476345012076923,0.04763450120769237,0.06988794816373631,0.047634501207692345
Atp6v1a,0.00134603,0.20564082,0.007566354,0.19084863147252748,0.14226956338461536,quadratic,1.0,0.004614945153763594,0.1908486314725274,0.19084863147252765,0.14226956338461527,0.1422695633846155,0.19084863147252748,0.14226956338461536
Mars2,0.034831923,0.15596695,0.032353874,0.1462812483461539,0.1157826128538462,quadratic,1.0,0.0005606808804751173,0.14628124834615383,0.14628124834615408,0.11578261285384611,0.1157826128538463,0.1462812483461539,0.1157826128538462
Dnal1,0.07202679,0.14747542,0.0077967905,0.13214305293131873,0.09592547821153849,quadratic,1.0,0.17838594066309288,0.13214305293131867,0.13214305293131884,0.09592547821153842,0.09592547821153855,0.13214305293131873,0.09592547821153849
Arl6ip1,0.02812448,0.17233858,0.011961258,0.15884734706593406,0.11890804607692304,quadratic,1.0,0.002541861265355272,0.15884734706593404,0.1588473470659342,0.11890804607692301,0.11890804607692315,0.15884734706593406,0.11890804607692304
Cnksr2,0.042964846,0.1375847,0.030207153,0.12841362490659344,0.10161772320769233,quadratic,1.0,0.004582120171098825,0.1284136249065934,0.12841362490659355,0.10161772320769225,0.10161772320769241,0.12841362490659344,0.10161772320769233
Col4a3bp,0.011275146,0.15081578,0.060353544,0.14736274631868138,0.12649735893846156,quadratic,1.0,0.1482431404149922,0.14736274631868135,0.1473627463186815,0.1264973589384615,0.12649735893846162,0.14736274631868138,0.12649735893846156
Git1,0.07781123,0.118484214,0.021527056,0.10700567293406596,0.08153117632307694,quadratic,1.0,0.29582592798218554,0.10700567293406596,0.10700567293406608,0.0815311763230769,0.08153117632307702,0.10700567293406596,0.08153117632307694
Foxg1,0.02211623,0.1799651,0.0139611,0.16661305225274725,0.12551752546153844,quadratic,1.0,5.627398174778975e-06,0.1666130522527471,0.16661305225274736,0.12551752546153827,0.12551752546153852,0.16661305225274725,0.12551752546153844
Ppp4r2,0.06198333,0.13894916,0.036531918,0.12925295261538466,0.10331537138461541,quadratic,1.0,0.039375087920999086,0.1292529526153846,0.12925295261538483,0.10331537138461531,0.10331537138461552,0.12925295261538466,0.10331537138461541
Nfasc,0.07429299,0.12698591,0.011531086,0.1136217765494506,0.08340893030769234,quadratic,1.0,0.25791578313523145,0.11362177654945056,0.11362177654945074,0.08340893030769228,0.08340893030769245,0.1136217765494506,0.08340893030769234
Serinc1,0.023314754,0.15864542,0.029739317,0.14918846328021976,0.11764128917692306,quadratic,1.0,0.006923448573982638,0.14918846328021976,0.1491884632802198,0.11764128917692303,0.11764128917692307,0.14918846328021976,0.11764128917692306
Rhbdd2,0.088316895,0.11181629,0.027867075,0.1010408137912088,0.07864925392307692,quadratic,1.0,0.4459448799003719,0.10104081379120877,0.10104081379120888,0.07864925392307691,0.07864925392307698,0.1010408137912088,0.07864925392307692
Mllt3,0.04593488,0.09468833,0.071750574,0.09476786537362641,0.08985923976923078,quadratic,1.0,0.3177802877612008,0.09476786537362636,0.09476786537362648,0.08985923976923073,0.08985923976923084,0.09476786537362641,0.08985923976923078
Epha7,0.07452906,0.13383408,0.0041524614,0.11883167097692314,0.08489928182307695,quadratic,1.0,0.25699094307756476,0.11883167097692307,0.11883167097692325,0.08489928182307685,0.08489928182307704,0.11883167097692314,0.08489928182307695
Hk1,0.1045249,0.095900714,0.011437329,0.08275441832417585,0.05930378636153846,quadratic,1.0,0.7860374767330292,0.08275441832417582,0.0827544183241759,0.059303786361538435,0.059303786361538505,0.08275441832417585,0.05930378636153846
Syngap1,0.019546585,0.1461778,0.043753915,0.14002813461538463,0.11550773938461538,quadratic,1.0,0.0485917111603148,0.14002813461538458,0.14002813461538474,0.11550773938461534,0.11550773938461548,0.14002813461538463,0.11550773938461538
Helz,0.061557475,0.18277836,0.0005456362,0.16440246968351652,0.11780198843076925,quadratic,1.0,0.08391466792549573,0.16440246968351646,0.16440246968351668,0.11780198843076915,0.11780198843076937,0.16440246968351652,0.11780198843076925
Rasa1,0.020207224,0.13586242,0.055497106,0.13220117862637368,0.11342722983076926,quadratic,1.0,0.11341421949539587,0.1322011786263736,0.13220117862637376,0.11342722983076917,0.1134272298307693,0.13220117862637368,0.11342722983076926
Rif1,0.092814855,0.10364744,0.016591953,0.09150637107692311,0.06789953092307693,quadratic,1.0,0.6053774957122677,0.09150637107692307,0.09150637107692317,0.06789953092307689,0.06789953092307699,0.09150637107692311,0.06789953092307693
Sphkap,0.14490008,0.19278222,0.107266665,0.18351599931318682,0.1613907761153846,quadratic,1.0,0.16130931496711443,0.1835159993131868,0.18351599931318696,0.16139077611538455,0.1613907761153847,0.18351599931318682,0.1613907761153846
Pigt,0.016421763,0.39427346,0.07150387,0.3733794662142859,0.29550226470000013,quadratic,1.0,0.03084930356479687,0.37337946621428575,0.3733794662142861,0.2955022646999999,0.29550226470000024,0.3733794662142859,0.29550226470000013
Canx,0.015292093,0.20592158,0.019561505,0.19189114761538464,0.14613988158461538,quadratic,1.0,0.0036955978078659912,0.19189114761538462,0.1918911476153848,0.14613988158461533,0.1461398815846155,0.19189114761538464,0.14613988158461538
Lonrf2,0.16762467,0.04214606,0.002453695,0.027294874368131907,0.012805275346153881,quadratic,1.0,0.9387359361576364,0.027294874368131886,0.027294874368131914,0.01280527534615386,0.012805275346153895,0.027294874368131907,0.012805275346153881
Syt4,0.106298655,0.07810523,0.024871802,0.05919156571392184,0.04766393303820028,linear,0.9536753548411112,0.9536753548411112,0.05369088368930385,0.0694595054932088,0.04216325101358229,0.05793187281748723,0.05644953743582536,0.04545591825332862
Slitrk1,0.06926381,0.13647255,0.0077279834,0.12217370561428573,0.0887245689,quadratic,1.0,0.1946676727770651,0.12217370561428567,0.12217370561428584,0.08872456889999993,0.08872456890000008,0.12217370561428573,0.0887245689
Cdv3,0.0689955,0.10827272,0.034240007,0.10009536070879127,0.08087890957692312,quadratic,1.0,0.18695540489172568,0.10009536070879124,0.10009536070879135,0.08087890957692306,0.08087890957692317,0.10009536070879127,0.08087890957692312
Fads1,0.07980126,0.13244672,0.001088271,0.11671986756593405,0.08213653757692307,quadratic,1.0,0.31552453400176517,0.11671986756593403,0.11671986756593418,0.08213653757692305,0.08213653757692319,0.11671986756593405,0.08213653757692307
Pgap1,0.03640421,0.1378521,0.03530345,0.12988511659340662,0.10461092169230769,quadratic,1.0,0.0010153608174963136,0.12988511659340657,0.1298851165934068,0.10461092169230762,0.10461092169230782,0.12988511659340662,0.10461092169230769
Zfp60,0.0062313764,0.117916524,0.08486473,0.12099074642197802,0.11510158745230768,quadratic,1.0,0.5108259318135233,0.120990746421978,0.12099074642197807,0.11510158745230767,0.11510158745230771,0.12099074642197802,0.11510158745230768
Zfp462,0.04154423,0.15595748,0.008934535,0.14231875876373626,0.10519678980769229,quadratic,1.0,0.0291443939983137,0.14231875876373623,0.1423187587637363,0.10519678980769226,0.10519678980769233,0.14231875876373626,0.10519678980769229
Naca,0.021171657,0.12765814,0.059028774,0.1250830377857143,0.10927128730000002,quadratic,1.0,0.15128522467970573,0.12508303778571428,0.1250830377857144,0.10927128729999998,0.10927128730000008,0.1250830377857143,0.10927128730000002
Agpat3,0.048246272,0.13346209,0.030234065,0.12423488647802203,0.09831027660769233,quadratic,1.0,0.015016870651487824,0.12423488647802193,0.12423488647802212,0.09831027660769222,0.0983102766076924,0.12423488647802203,0.09831027660769233
Osbpl6,0.09161223,0.10405353,0.010949427,0.09113004713736267,0.06590746257692309,quadratic,1.0,0.5965914822605701,0.09113004713736264,0.09113004713736277,0.06590746257692304,0.06590746257692315,0.09113004713736267,0.06590746257692309
Hnrnpa2b1,0.11602807,0.031334743,0.07074876,0.031132354032967043,0.03954057133846155,quadratic,1.0,0.32328153921049707,0.031132354032967036,0.031132354032967092,0.03954057133846153,0.03954057133846159,0.031132354032967043,0.03954057133846155
Myt1l,0.09037182,0.08506393,0.040157817,0.07802289911538464,0.0655344008846154,quadratic,1.0,0.7961345101200616,0.07802289911538463,0.07802289911538468,0.06553440088461537,0.06553440088461544,0.07802289911538464,0.0655344008846154
Vamp2,0.07050951,0.23591466,0.08241679,0.22495765153846164,0.18751376846153853,quadratic,1.0,0.011151465268243621,0.2249576515384616,0.2249576515384618,0.18751376846153844,0.18751376846153867,0.22495765153846164,0.18751376846153853
Ccni,0.039336946,0.102069534,0.06484837,0.10102861210989011,0.09259537726153846,quadratic,1.0,0.19507314082298,0.10102861210989005,0.10102861210989013,0.09259537726153838,0.09259537726153846,0.10102861210989011,0.09259537726153846
Ttc7b,0.0011105108,0.18372996,0.02809572,0.1736856103274726,0.13614664953538466,quadratic,1.0,0.03153437840334461,0.17368561032747254,0.17368561032747273,0.13614664953538458,0.13614664953538475,0.1736856103274726,0.13614664953538466
Sv2a,0.07818855,0.09546612,0.033712197,0.08753893587362638,0.07106721726923076,quadratic,1.0,0.4460990837260944,0.08753893587362638,0.08753893587362646,0.07106721726923076,0.07106721726923083,0.08753893587362638,0.07106721726923076
Agpat5,0.081529,0.08385483,0.041759882,0.07777610579120886,0.06627801192307696,quadratic,1.0,0.6680759475377092,0.07777610579120878,0.07777610579120893,0.06627801192307686,0.06627801192307703,0.07777610579120886,0.06627801192307696
Lcorl,0.036538806,0.175497,0.0019196653,0.15967210156648354,0.11595625471923078,quadratic,1.0,0.021843131139584582,0.15967210156648345,0.1596721015664837,0.11595625471923067,0.11595625471923085,0.15967210156648354,0.11595625471923078
Emc1,0.06674915,0.13612515,0.0052801166,0.12166950218791214,0.08770523586923079,quadratic,1.0,0.18724659091155604,0.12166950218791209,0.12166950218791221,0.08770523586923072,0.08770523586923085,0.12166950218791214,0.08770523586923079
Agap2,0.060993988,0.09352652,0.048950635,0.08923736626923076,0.07792074493076921,quadratic,1.0,0.048903427365484475,0.08923736626923076,0.08923736626923083,0.0779207449307692,0.07792074493076927,0.08923736626923076,0.07792074493076921
Tmem127,0.057768974,0.16036846,0.004466862,0.14456873567032968,0.1046700402153846,quadratic,1.0,0.08835604904386862,0.14456873567032963,0.14456873567032977,0.10467004021538456,0.10467004021538465,0.14456873567032968,0.1046700402153846
Zc3h12c,0.13010517,0.08453569,0.00083841354,0.055046052209015255,0.03674019151339556,linear,0.9565893595936472,0.9565893595936472,0.04660306527904921,0.07080629447828517,0.02829720458342952,0.05250043378266547,0.052656467830780374,0.03514527627114701
Kpna3,0.021070678,0.19160062,0.05515136,0.18353885750549453,0.1509250811230769,quadratic,1.0,0.05250267802341724,0.18353885750549445,0.1835388575054947,0.15092508112307682,0.150925081123077,0.18353885750549453,0.1509250811230769
Atp1b1,0.013610244,0.16231723,0.026630335,0.15280978303846154,0.11978193456153843,quadratic,1.0,0.014413598028768515,0.15280978303846154,0.1528097830384617,0.11978193456153842,0.11978193456153856,0.15280978303846154,0.11978193456153843
Nckap1,0.010695592,0.16947336,0.044502985,0.1622750680164835,0.13247905506923072,quadratic,1.0,0.058704507210846524,0.16227506801648345,0.16227506801648361,0.1324790550692307,0.1324790550692308,0.1622750680164835,0.13247905506923072
Vps33a,0.0045731757,0.19263476,0.026153758,0.18136999924120878,0.14100664835307689,quadratic,1.0,0.02123866618639747,0.18136999924120878,0.18136999924120892,0.14100664835307686,0.14100664835307697,0.18136999924120878,0.14100664835307689
Nacad,0.030586792,0.099744655,0.07205276,0.1005763640879121,0.09494463956923076,quadratic,1.0,0.39469813482739957,0.10057636408791207,0.10057636408791212,0.09494463956923073,0.09494463956923078,0.1005763640879121,0.09494463956923076
Fbxo41,0.19422933,0.002012049,0.007900967,-0.010844126093406592,-0.014718213792307694,quadratic,1.0,0.7622610703278052,-0.010844126093406594,-0.01084412609340655,-0.014718213792307694,-0.014718213792307647,-0.010844126093406592,-0.014718213792307694
Rbfox1,0.11208278,0.095914476,0.0019742332,0.08082340727692312,0.054553696723076944,quadratic,1.0,0.8274118233996163,0.08082340727692308,0.08082340727692319,0.05455369672307689,0.05455369672307701,0.08082340727692312,0.054553696723076944
Ece1,0.075315915,0.1030377,0.031608168,0.0944211386868132,0.07558969188461538,quadratic,1.0,0.329005786719471,0.09442113868681318,0.0944211386868133,0.07558969188461534,0.07558969188461546,0.0944211386868132,0.07558969188461538
Reep5,0.086970784,0.038336337,0.08889679,0.04236317447252747,0.05486385318461538,quadratic,1.0,5.773550487819801e-05,0.04236317447252747,0.04236317447252747,0.05486385318461538,0.05486385318461538,0.04236317447252747,0.05486385318461538
Usf3,0.050568588,0.12583785,0.028712,0.11680544591208795,0.09227307043076924,quadratic,1.0,0.0302950939446065,0.11680544591208787,0.11680544591208804,0.09227307043076916,0.09227307043076931,0.11680544591208795,0.09227307043076924
Ube2o,0.043135446,0.1086119,0.06827254,0.107304379021978,0.09809289309230766,quadratic,1.0,0.17496539480132178,0.107304379021978,0.10730437902197801,0.09809289309230765,0.09809289309230768,0.107304379021978,0.09809289309230766
Bach2,0.10452626,0.04016815,0.057721272,0.03817517672527474,0.04115865984615386,quadratic,1.0,0.5360147267167374,0.0381751767252747,0.03817517672527475,0.04115865984615382,0.04115865984615387,0.03817517672527474,0.04115865984615386
Ccl27a,0.044803284,0.11763898,0.047149934,0.11238436354945057,0.0951002609076923,quadratic,1.0,0.004831785808577682,0.11238436354945053,0.11238436354945064,0.09510026090769226,0.09510026090769236,0.11238436354945057,0.0951002609076923
Rapgef6,0.06462754,0.36623818,0.041258313,0.3395704981923078,0.2589077618076923,quadratic,1.0,0.0005424531537276955,0.33957049819230767,0.33957049819230817,0.2589077618076922,0.25890776180769265,0.3395704981923078,0.2589077618076923
Smek1,0.076604985,0.117119394,0.023637498,0.10614508699450552,0.08162080197692306,quadratic,1.0,0.2813874683055544,0.1061450869945055,0.10614508699450566,0.08162080197692304,0.08162080197692317,0.10614508699450552,0.08162080197692306
Gnai1,0.11177364,0.035740767,0.052741546,0.0328319410879121,0.03533011696923078,quadratic,1.0,0.5878998300298979,0.0328319410879121,0.032831941087912146,0.035330116969230774,0.035330116969230815,0.0328319410879121,0.03533011696923078
Herc2,0.016100125,0.23518865,0.014609924,0.21811461276373628,0.16377573380769228,quadratic,1.0,0.0012487794846992584,0.21811461276373623,0.21811461276373645,0.1637757338076922,0.1637757338076924,0.21811461276373628,0.16377573380769228
Gria2,0.036754373,0.16387182,0.014965881,0.1508611961428572,0.1135848982,quadratic,1.0,0.008934660106448833,0.15086119614285715,0.1508611961428574,0.11358489819999994,0.11358489820000015,0.1508611961428572,0.1135848982
Cluh,0.11846411,0.08428991,0.004595531,0.07002610322527474,0.047155637346153856,quadratic,1.0,0.9298557654539834,0.07002610322527474,0.07002610322527483,0.04715563734615384,0.04715563734615394,0.07002610322527474,0.047155637346153856
Srp54b,0.01730526,0.17139861,0.015319243,0.15925064648901097,0.12077436665384611,quadratic,1.0,0.0009073127479315435,0.15925064648901097,0.1592506464890111,0.12077436665384611,0.12077436665384624,0.15925064648901097,0.12077436665384611
Ybx1,0.00864411,0.23644513,0.0062947324,0.21857344057582423,0.16185390993846155,quadratic,1.0,0.0010448929093129777,0.2185734405758242,0.21857344057582445,0.16185390993846147,0.16185390993846172,0.21857344057582423,0.16185390993846155
Uggt2,0.053765487,0.25224116,0.00070130994,0.22910164240318692,0.16566802150538468,quadratic,1.0,0.025461109505103163,0.22910164240318687,0.22910164240318706,0.16566802150538462,0.16566802150538473,0.22910164240318692,0.16566802150538468
Mn1,0.023640925,0.10006783,0.09425889,0.10466512881868134,0.10525289203846153,quadratic,1.0,0.7261738042454675,0.10466512881868131,0.10466512881868144,0.1052528920384615,0.10525289203846161,0.10466512881868134,0.10525289203846153
Sema5a,0.11672515,0.054945283,0.027344512,0.054547193095076364,0.041684151016977894,linear,0.9693160850123,0.9693160850123,0.045298001441426115,0.05950211719524615,0.032434959363327645,0.046639075117147676,0.05287347165932939,0.0404051180708385
Rere,0.033338703,0.15624611,0.01362635,0.14386733401648358,0.10819772146923079,quadratic,1.0,0.007492427967383475,0.1438673340164835,0.14386733401648377,0.10819772146923072,0.10819772146923096,0.14386733401648358,0.10819772146923079
Spred1,0.04637495,0.15532668,0.012234289,0.14188095435714287,0.1056827645,quadratic,1.0,0.03538307970724086,0.14188095435714285,0.14188095435714299,0.10568276449999994,0.10568276450000007,0.14188095435714287,0.1056827645
Fbxo7,0.2314144,0.16595101,0.034493435,0.14177310563186818,0.10378800465384616,quadratic,1.0,0.9469817029202081,0.14177310563186815,0.14177310563186826,0.10378800465384615,0.10378800465384624,0.14177310563186818,0.10378800465384616
Dennd5a,0.0753088,0.115998395,0.016493067,0.1041430152142857,0.07796894649999998,quadratic,1.0,0.3069232516516964,0.1041430152142857,0.10414301521428578,0.07796894649999994,0.07796894650000002,0.1041430152142857,0.07796894649999998
1810013L24Rik,0.0023402725,0.19503759,0.025555158,0.18365868595329668,0.14260321590384611,quadratic,1.0,0.022861889829172255,0.18365868595329668,0.18365868595329685,0.14260321590384611,0.14260321590384623,0.18365868595329668,0.14260321590384611
Flrt2,0.024057925,0.068929404,0.10617273,0.0771453025169779,0.08888197471731746,linear,0.9998470810645242,0.9998470810645242,0.0768310494991511,0.07773190815025466,0.08856772169949065,0.08946858035059421,0.07713350553944005,0.0888683829803607
Cpeb2,0.104416296,0.090361245,0.005649439,0.07679017673076927,0.05311612966923078,quadratic,1.0,0.8240120410949066,0.07679017673076924,0.07679017673076935,0.05311612966923073,0.053116129669230835,0.07679017673076927,0.05311612966923078
Cttnbp2,0.014970788,0.15828586,0.023451751,0.14851978853296702,0.1155721672384615,quadratic,1.0,0.008805964485561257,0.14851978853296702,0.14851978853296716,0.11557216723846148,0.11557216723846161,0.14851978853296702,0.1155721672384615
Syt16,0.08165153,0.065751724,0.050562806,0.061922243470288595,0.057486123619694365,linear,0.999215377380952,0.999215377380952,0.06165310562648554,0.06242463411205428,0.0572169857758913,0.05798851426146005,0.06187365787743961,0.057441018706820966
Mfn1,0.048398867,0.13767761,0.03608725,0.12898356570879127,0.10362494737692308,quadratic,1.0,0.0048982864549498295,0.12898356570879121,0.12898356570879138,0.10362494737692302,0.10362494737692318,0.12898356570879127,0.10362494737692308
Ube2r2,0.07858248,0.098875165,0.024130162,0.08923609809890112,0.06928154761538462,quadratic,1.0,0.4550239791892875,0.0892360980989011,0.0892360980989012,0.06928154761538459,0.06928154761538469,0.08923609809890112,0.06928154761538462
Fxyd6,0.104668885,0.085495114,0.00976736,0.07289122179670332,0.05153907174615385,quadratic,1.0,0.8674857513763892,0.0728912217967033,0.07289122179670338,0.051539071746153825,0.051539071746153894,0.07289122179670332,0.05153907174615385
Plxna1,0.08922971,0.064694166,0.041374598,0.0588396052325976,0.052010638577249545,linear,0.9992954328048758,0.9992954328048758,0.05844701463837011,0.05957244100848893,0.05161804798302206,0.052743474353140876,0.05879814877697665,0.05197399358751055
Scube1,0.090644054,0.06607521,0.041393302,0.059599320607809814,0.05257582817996601,linear,0.9981913240457682,0.9981913240457682,0.05895203306960946,0.06080759067911709,0.051928540641765664,0.053784098251273296,0.059491524749737915,0.052480735543763084
Hnrnph3,0.010294387,0.09015035,0.1456337,0.0997949236375212,0.11917904506027163,linear,0.9961132738886554,0.9961132738886554,0.0971733964431239,0.1046884410670628,0.11655751786587432,0.12407256248981324,0.09940704810203961,0.11871582875391076
Cenpc1,0.047340114,0.13150042,0.030096557,0.12246844020329675,0.09701481625384617,quadratic,1.0,0.013945276071678281,0.1224684402032967,0.12246844020329686,0.0970148162538461,0.09701481625384625,0.12246844020329675,0.09701481625384617
Csde1,0.015770573,0.17832348,0.00963254,0.16490882291758246,0.12320952685384615,quadratic,1.0,8.338418202624709e-05,0.1649088229175824,0.16490882291758266,0.12320952685384608,0.1232095268538463,0.16490882291758246,0.12320952685384615
Top1,0.07666053,0.08299708,0.038050257,0.07678175543406593,0.06461477142307692,quadratic,1.0,0.5894961680056449,0.07678175543406593,0.07678175543406596,0.06461477142307692,0.06461477142307694,0.07678175543406593,0.06461477142307692
Arrb1,0.071171,0.10767852,0.017724626,0.09694139154945061,0.07327185530769234,quadratic,1.0,0.31016278738867664,0.09694139154945058,0.09694139154945071,0.07327185530769229,0.0732718553076924,0.09694139154945061,0.07327185530769234
Pitpnm1,0.1435322,0.025514591,0.025724262,0.017115866824175843,0.013801537061538478,quadratic,1.0,0.7835376928787536,0.017115866824175832,0.017115866824175863,0.013801537061538471,0.013801537061538492,0.017115866824175843,0.013801537061538478
Qk,0.2029037,0.0051468816,0.008300182,-0.008510808116483519,-0.013294711609230778,quadratic,1.0,0.7732555133966239,-0.00851080811648354,-0.00851080811648348,-0.013294711609230804,-0.01329471160923074,-0.008510808116483519,-0.013294711609230778
Dusp11,0.0023535187,0.29187632,0.00036074177,0.2693097035422527,0.19749508626346146,quadratic,1.0,0.001243854477496864,0.2693097035422527,0.269309703542253,0.19749508626346138,0.19749508626346163,0.2693097035422527,0.19749508626346146
B4galt6,0.08476445,0.06412582,0.05567133,0.06434593033955853,0.0601554543463497,linear,0.9620643205363582,0.9620643205363582,0.06098296300509335,0.06614751998302205,0.05679248701188452,0.06195704398981323,0.06190492375140721,0.05787341631227684
Cdk16,0.01654771,0.15961027,0.061247874,0.1552368007032967,0.13230166615384611,quadratic,1.0,0.11857677517653042,0.15523680070329668,0.15523680070329682,0.1323016661538461,0.13230166615384623,0.1552368007032967,0.13230166615384611
Capza2,0.012685404,0.14205486,0.045780126,0.13701301994505502,0.1142601873692308,quadratic,1.0,0.08176294749858815,0.13701301994505496,0.13701301994505516,0.11426018736923073,0.11426018736923091,0.13701301994505502,0.1142601873692308
Jmy,0.057410154,0.1691736,0.01606442,0.15444270405494512,0.11557298383076925,quadratic,1.0,0.0488403725471529,0.15444270405494506,0.15444270405494528,0.11557298383076917,0.11557298383076936,0.15444270405494512,0.11557298383076925
Klhl23,0.06729968,0.079118766,0.05078228,0.07575922202197803,0.06831216129230769,quadratic,1.0,0.2983328049983418,0.075759222021978,0.07575922202197807,0.06831216129230765,0.06831216129230772,0.07575922202197803,0.06831216129230769
Dgkz,0.05160074,0.09972989,0.045419905,0.09511071063186814,0.08156550365384616,quadratic,1.0,0.003952728860831423,0.09511071063186809,0.09511071063186821,0.08156550365384609,0.0815655036538462,0.09511071063186814,0.08156550365384616
Brwd3,0.013955605,0.1204479,0.058087755,0.1188032621978022,0.10471399123076922,quadratic,1.0,0.20213503339740158,0.11880326219780217,0.11880326219780228,0.10471399123076919,0.10471399123076927,0.1188032621978022,0.10471399123076922
Cul1,0.08062665,0.113529146,0.0068000183,0.10004588226428576,0.07166476465000002,quadratic,1.0,0.41526067986241144,0.1000458822642857,0.10004588226428586,0.07166476464999993,0.07166476465000009,0.10004588226428576,0.07166476465000002
Nsf,0.1469193,0.001403053,0.05805407,-0.0005866928901098844,0.010819166261538463,quadratic,1.0,0.40708370311860687,-0.0005866928901098844,-0.0005866928901098716,0.010819166261538463,0.010819166261538478,-0.0005866928901098844,0.010819166261538463
Ywhah,0.060001705,0.113925345,0.025395226,0.10464344448901101,0.08186265865384616,quadratic,1.0,0.12216890108577017,0.10464344448901099,0.10464344448901114,0.08186265865384612,0.08186265865384626,0.10464344448901101,0.08186265865384616
Atxn7l3b,0.032070033,0.35490835,0.033584032,0.3302992375549452,0.2512472779307693,quadratic,1.0,0.0020494953269249994,0.330299237554945,0.33029923755494556,0.251247277930769,0.2512472779307695,0.3302992375549452,0.2512472779307693
Cadm2,0.07632824,0.10252791,0.013392626,0.09117594869230772,0.06743679530769232,quadratic,1.0,0.43081064934760005,0.09117594869230766,0.09117594869230777,0.06743679530769225,0.06743679530769235,0.09117594869230772,0.06743679530769232
Pkp4,0.02686907,0.15760495,0.008409471,0.1448098319065934,0.1075573738076923,quadratic,1.0,0.005248258059485367,0.1448098319065934,0.14480983190659358,0.10755737380769227,0.10755737380769242,0.1448098319065934,0.1075573738076923
Raver1,0.06812636,0.12590806,0.009576651,0.11277736800549454,0.08246909542307693,quadratic,1.0,0.21833629890830797,0.11277736800549451,0.11277736800549462,0.08246909542307687,0.08246909542307701,0.11277736800549454,0.08246909542307693
Phlpp2,0.070325695,0.10654918,0.01558692,0.09564217057692309,0.07168749542307691,quadratic,1.0,0.3182298035793122,0.09564217057692309,0.09564217057692317,0.0716874954230769,0.07168749542307698,0.09564217057692309,0.07168749542307691
Kmt2a,0.019418608,0.16056053,0.026056508,0.15068820248351655,0.11776917443076926,quadratic,1.0,0.006856968798684693,0.1506882024835165,0.15068820248351672,0.11776917443076919,0.11776917443076937,0.15068820248351655,0.11776917443076926
Spin1,0.07386983,0.26718873,0.011302856,0.24303613165934068,0.17826121176923077,quadratic,1.0,0.03773865967518786,0.24303613165934065,0.243036131659341,0.17826121176923065,0.178261211769231,0.24303613165934068,0.17826121176923077
Tet1,0.03906497,0.14460331,0.030634275,0.1352342686538462,0.10693947534615386,quadratic,1.0,0.0006353917333485892,0.1352342686538461,0.13523426865384625,0.1069394753461538,0.10693947534615389,0.1352342686538462,0.10693947534615386
Atp5a1,0.07733027,0.38239154,0.030665481,0.3520024900934067,0.2640904881923077,quadratic,1.0,0.006583932982213381,0.35200249009340656,0.35200249009340695,0.2640904881923075,0.2640904881923079,0.3520024900934067,0.2640904881923077
Atp6ap1,0.00281695,0.17206977,0.016049854,0.16101344542857146,0.12298662599999999,quadratic,1.0,0.012394930828428463,0.16101344542857143,0.16101344542857166,0.12298662599999996,0.12298662600000015,0.16101344542857146,0.12298662599999999
Gpr85,0.048162706,0.058106586,0.08847253,0.06332170098901099,0.07194810415384614,quadratic,1.0,0.8975698105756031,0.06332170098901099,0.063321700989011,0.07194810415384613,0.07194810415384616,0.06332170098901099,0.07194810415384614
Qrich1,0.0344382,0.15439428,0.035495717,0.1453237736208792,0.11608664980769234,quadratic,1.0,0.002387778572780608,0.14532377362087914,0.14532377362087937,0.11608664980769226,0.11608664980769248,0.1453237736208792,0.11608664980769234
Tsn,0.021233488,0.22885627,0.006973767,0.21076983365384616,0.15574518154615385,quadratic,1.0,0.00026324256232346244,0.21076983365384613,0.21076983365384627,0.1557451815461538,0.1557451815461539,0.21076983365384616,0.15574518154615385
Plbd2,0.06891668,0.063716196,0.058950618,0.06255694717657045,0.06113416446010186,linear,0.999743174450426,0.999743174450426,0.06250757479117146,0.06264910896264855,0.06108479207470286,0.06122632624617996,0.06254088095423216,0.061118463644716646
Gtf2a1,0.021213736,0.20245725,0.0019070494,0.1856512624494506,0.1357334396076923,quadratic,1.0,0.0021281348867937533,0.18565126244945052,0.18565126244945068,0.13573343960769224,0.13573343960769238,0.1856512624494506,0.1357334396076923
Lrrtm1,0.08146441,0.053391922,0.056776226,0.051888811362637365,0.05201649412307692,quadratic,1.0,0.6876569215725046,0.05188881136263735,0.05188881136263743,0.052016494123076906,0.052016494123076976,0.051888811362637365,0.05201649412307692
