gene_name,slope_divergence_E15,slope_divergence_P0,slope_divergence_P13,predicted_divergence_P3,predicted_divergence_P7,fit_type,R2,R2_linear,CI_lower_P3,CI_upper_P3,CI_lower_P7,CI_upper_P7,rank_score_P3,rank_score_P7
Gatsl2,0.00028908488,0.08874752,0.035573147,0.08717747376681317,0.07509651339661537,quadratic,1.0,0.188079784935688,0.08717747376681317,0.0871774737668132,0.07509651339661536,0.07509651339661538,0.08717747376681317,0.07509651339661537
Atp9b,0.02113022,0.12887858,0.004043389,0.11805538507142854,0.08683852749999996,quadratic,1.0,0.007266881718301255,0.11805538507142854,0.11805538507142854,0.08683852749999996,0.08683852749999996,0.11805538507142854,0.08683852749999996
Clcn4,0.05559271,0.045125395,0.006643604,0.038668892516483505,0.02779790576923076,quadratic,1.0,0.8756722418339754,0.038668892516483505,0.03866889251648355,0.027797905769230757,0.0277979057692308,0.038668892516483505,0.02779790576923076
Eml4,0.035247028,0.05789152,0.028099738,0.05508932374725277,0.04755175373846155,quadratic,1.0,0.03589983718347278,0.05508932374725275,0.055089323747252804,0.04755175373846153,0.04755175373846158,0.05508932374725277,0.04755175373846155
Dnm1l,0.0407785,0.024697173,0.04127663,0.026008096560439564,0.030103425953846158,quadratic,1.0,0.0002191869592679252,0.026008096560439557,0.026008096560439564,0.03010342595384615,0.030103425953846158,0.026008096560439564,0.030103425953846158
Armcx4,0.031903025,0.017234791,0.057106886,0.022102151016483513,0.032636930869230765,quadratic,1.0,0.35068721481236886,0.022102151016483502,0.02210215101648353,0.03263693086923076,0.03263693086923079,0.022102151016483513,0.032636930869230765
Ppp3ca,0.07143648,0.020485356,0.016022798,0.01618396216483517,0.013502238292307699,quadratic,1.0,0.8412262711039027,0.01618396216483517,0.01618396216483518,0.013502238292307699,0.01350223829230771,0.01618396216483517,0.013502238292307699
Uba1,0.0076792426,0.3260479,0.043248653,0.3068347839406595,0.23823893047076927,quadratic,1.0,0.020406022708305493,0.30683478394065933,0.3068347839406599,0.23823893047076905,0.23823893047076955,0.3068347839406595,0.23823893047076927
Adgrb2,0.021967877,0.07641937,0.0075152367,0.07008672060384614,0.052712770596153834,quadratic,1.0,0.025067576837711547,0.07008672060384614,0.07008672060384621,0.052712770596153834,0.05271277059615388,0.07008672060384614,0.052712770596153834
Zfp608,0.014055197,0.038872793,0.052916106,0.040395190197792856,0.04597390823174871,linear,0.9862550034866281,0.9862550034866281,0.03896931091511034,0.04305683152546688,0.0445480289490662,0.04863554955942273,0.0398399584493672,0.045341997023397244
Plxnb2,0.059241384,0.0142788235,0.03654571,0.014370541351648348,0.019203173276923075,quadratic,1.0,0.2914940965491184,0.014370541351648345,0.014370541351648364,0.019203173276923072,0.019203173276923093,0.014370541351648348,0.019203173276923075
Tab2,0.012757626,0.099949636,0.086970545,0.10425216717032966,0.10317768311538458,quadratic,1.0,0.6616674873985956,0.10425216717032962,0.10425216717032972,0.10317768311538454,0.10317768311538464,0.10425216717032966,0.10317768311538458
Ankhd1,0.0058746585,0.18916227,0.033799127,0.17920586389285717,0.14176047065,quadratic,1.0,0.03314476406178468,0.17920586389285711,0.17920586389285725,0.14176047064999994,0.14176047065000008,0.17920586389285717,0.14176047065
Unc5d,0.1158605,0.047532257,0.033868674,0.040624653153846155,0.03491868604615384,quadratic,1.0,0.8972980966433999,0.04062465315384615,0.040624653153846196,0.034918686046153835,0.034918686046153884,0.040624653153846155,0.03491868604615384
Exoc4,0.013329197,0.41236597,0.08145508,0.39177742065384624,0.3122688861461539,quadratic,1.0,0.0400484661187801,0.3917774206538461,0.39177742065384663,0.3122688861461536,0.31226888614615417,0.39177742065384624,0.3122688861461539
Nras,0.007943964,0.09503884,0.0024084493,0.0875180314236264,0.06455854691923077,quadratic,1.0,0.00014593059371870165,0.08751803142362635,0.08751803142362646,0.06455854691923073,0.06455854691923082,0.0875180314236264,0.06455854691923077
Hipk3,0.015829831,0.03732672,0.051833358,0.03972513724872665,0.04488350188370118,linear,0.9950501595285971,0.9950501595285971,0.03893744641256366,0.041195493476230874,0.04409581104753819,0.046353858111205404,0.039528504156640866,0.04466133570957895
Tsc2,0.068921715,0.08314854,0.018819304,0.07462139358791212,0.05735500726923079,quadratic,1.0,0.5084829768797146,0.07462139358791209,0.0746213935879122,0.05735500726923075,0.05735500726923084,0.07462139358791212,0.05735500726923079
Gnl3l,0.06072737,0.120990895,0.037095416,0.1128493999010989,0.09152300638461537,quadratic,1.0,0.054414240600960784,0.11284939990109888,0.112849399901099,0.09152300638461533,0.09152300638461544,0.1128493999010989,0.09152300638461537
Cux1,0.0029887757,0.16656391,0.031294864,0.1581804622192308,0.12569221166076922,quadratic,1.0,0.04097239419269072,0.15818046221923077,0.158180462219231,0.12569221166076916,0.12569221166076935,0.1581804622192308,0.12569221166076922
Nsg1,0.090305835,0.43285498,0.060984507,0.4021551784285714,0.3097800789999999,quadratic,1.0,0.0008849074685397529,0.4021551784285713,0.40215517842857174,0.3097800789999997,0.30978007900000015,0.4021551784285714,0.3097800789999999
Ctnnd2,0.039077494,0.041080724,0.025871815,0.03896754513736264,0.03484650857692308,quadratic,1.0,0.5984282334876588,0.038967545137362634,0.03896754513736267,0.03484650857692306,0.0348465085769231,0.03896754513736264,0.03484650857692308
Copg1,0.02079976,0.09316366,0.008778431,0.08581382218131865,0.06469860696153842,quadratic,1.0,0.008230055559697358,0.08581382218131865,0.08581382218131878,0.06469860696153841,0.06469860696153854,0.08581382218131865,0.06469860696153842
Heatr5b,0.036298882,0.038379647,0.06142587,0.04194721824175825,0.04833804861538461,quadratic,1.0,0.7783944409728139,0.04194721824175824,0.04194721824175828,0.0483380486153846,0.04833804861538464,0.04194721824175825,0.04833804861538461
Cyp51,0.051123403,0.024408247,0.036499314,0.0242937512912088,0.02685218282307693,quadratic,1.0,0.3371310680378389,0.024293751291208796,0.024293751291208813,0.02685218282307692,0.026852182823076942,0.0242937512912088,0.02685218282307693
Camta2,0.021060584,0.013669355,0.06949206,0.021422800373626365,0.03654753036923076,quadratic,1.0,0.5977653039653242,0.021422800373626347,0.02142280037362637,0.03654753036923074,0.036547530369230766,0.021422800373626365,0.03654753036923076
Mkl2,0.006150188,0.07491744,0.023445819,0.07219348675274723,0.06001771016153842,quadratic,1.0,0.07925994966508931,0.07219348675274723,0.07219348675274731,0.06001771016153842,0.06001771016153849,0.07219348675274723,0.06001771016153842
Dnajc13,0.0154194245,0.12632617,0.0004219721,0.11556998510000006,0.08414968390000004,quadratic,1.0,0.004622247417739533,0.1155699851,0.11556998510000019,0.08414968389999995,0.08414968390000013,0.11556998510000006,0.08414968390000004
Topbp1,0.12567544,0.30046454,0.013510497,0.270379370434066,0.19653981642307697,quadratic,1.0,0.1221544449362234,0.2703793704340659,0.2703793704340663,0.19653981642307675,0.19653981642307713,0.270379370434066,0.19653981642307697
Atp6v0b,0.008596851,0.09120616,0.004824244,0.08429192530219785,0.0629208956692308,quadratic,1.0,6.596771165989779e-06,0.0842919253021978,0.08429192530219792,0.06292089566923073,0.06292089566923086,0.08429192530219785,0.0629208956692308
Rcbtb1,0.034867298,0.054452177,0.016125655,0.05016529421428572,0.040195597900000005,quadratic,1.0,0.20484844554912862,0.05016529421428572,0.050165294214285755,0.04019559789999999,0.040195597900000025,0.05016529421428572,0.040195597900000005
Elavl2,0.031020641,0.038730413,0.034384284,0.0386363555989011,0.03766264331538462,quadratic,1.0,0.22263011366402996,0.038636355598901086,0.038636355598901106,0.0376626433153846,0.037662643315384624,0.0386363555989011,0.03766264331538462
Ssr3,0.0008416205,0.10121503,0.004434327,0.09402698243131871,0.07030668891153846,quadratic,1.0,0.005285892644471102,0.09402698243131867,0.09402698243131882,0.0703066889115384,0.07030668891153852,0.09402698243131871,0.07030668891153846
Rab1a,0.05372752,0.1984378,0.029221805,0.18367077678571433,0.1413174455,quadratic,1.0,0.008656749903163674,0.18367077678571425,0.18367077678571447,0.14131744549999992,0.14131744550000014,0.18367077678571433,0.1413174455
Syp,0.025673,0.07836457,0.00520046,0.07127423725274729,0.052679680461538474,quadratic,1.0,0.05349898967271216,0.07127423725274726,0.07127423725274737,0.05267968046153844,0.05267968046153855,0.07127423725274729,0.052679680461538474
Far2,0.0019791985,0.0627448,0.038894854,0.06354702130494504,0.05873099838076921,quadratic,1.0,0.4035341981856172,0.06354702130494502,0.0635470213049451,0.05873099838076919,0.058730998380769256,0.06354702130494504,0.05873099838076921
Aplp2,0.049223844,0.0003930444,0.054774564,0.004972718215384612,0.018517530424615385,quadratic,1.0,0.002666906232966393,0.004972718215384592,0.004972718215384621,0.01851753042461537,0.018517530424615403,0.004972718215384612,0.018517530424615385
Ntng2,0.08682539,0.09210901,0.017896943,0.08147692896153848,0.06123995903846154,quadratic,1.0,0.6541822791351722,0.08147692896153846,0.08147692896153852,0.06123995903846151,0.06123995903846156,0.08147692896153848,0.06123995903846154
Sulf2,0.01170471,0.04673442,0.044473927,0.048901194280219794,0.04928102857692308,quadratic,1.0,0.7356048299665034,0.04890119428021977,0.048901194280219815,0.04928102857692306,0.049281028576923104,0.048901194280219794,0.04928102857692308
Ipo4,0.019761985,0.06305495,0.020761652,0.05987302417032968,0.049490928115384615,quadratic,1.0,0.003770608816365595,0.05987302417032966,0.059873024170329706,0.04949092811538459,0.04949092811538463,0.05987302417032968,0.049490928115384615
Cblb,0.06957269,0.031329475,0.0021537305,0.025510057564940566,0.01586434018123938,linear,0.9986844182845098,0.9986844182845098,0.024095186962224097,0.02626802395925294,0.014449469578522906,0.016622306575551752,0.02547649699964703,0.015843469345368625
Pi4ka,0.018478334,0.062349875,0.02536359,0.05999658015384618,0.05108898544615385,quadratic,1.0,0.03480075842550956,0.05999658015384616,0.05999658015384625,0.051088985446153826,0.05108898544615391,0.05999658015384618,0.05108898544615385
Cmas,0.043361206,0.1697211,0.038881116,0.15933647941758247,0.12700171155384615,quadratic,1.0,0.00012220825191122664,0.15933647941758242,0.15933647941758258,0.1270017115538461,0.12700171155384626,0.15933647941758247,0.12700171155384615
Map4,0.01327652,0.037744015,0.051740147,0.03931450596010185,0.04483553718930389,linear,0.9869045143633554,0.9869045143633554,0.0379375689269949,0.041884788421901506,0.04345860015619693,0.04740581965110354,0.03879966341198956,0.04424839405603011
Pikfyve,0.030125177,0.07507748,0.005359699,0.06794561105494502,0.0500767260307692,quadratic,1.0,0.09701522346845481,0.06794561105494502,0.06794561105494511,0.0500767260307692,0.05007672603076926,0.06794561105494502,0.0500767260307692
Zfp354c,0.0042088004,0.15881553,0.0067626233,0.14730156848296705,0.10994612704846153,quadratic,1.0,0.0030925331309813453,0.14730156848296705,0.1473015684829672,0.10994612704846149,0.10994612704846163,0.14730156848296705,0.10994612704846153
Gria3,0.11183662,0.14924337,0.0041196686,0.13038594039670331,0.09158555594615383,quadratic,1.0,0.46974970688515694,0.13038594039670331,0.13038594039670348,0.09158555594615378,0.09158555594615397,0.13038594039670331,0.09158555594615383
Pcyox1,0.09381111,0.30539683,0.0562685,0.28355149730769247,0.22115495469230778,quadratic,1.0,0.009768829666490286,0.28355149730769236,0.2835514973076928,0.22115495469230756,0.221154954692308,0.28355149730769247,0.22115495469230778
Mdn1,0.03338718,0.22686665,0.0053961286,0.2078310952318682,0.15251553025384618,quadratic,1.0,0.005628621148123125,0.20783109523186816,0.2078310952318684,0.1525155302538461,0.15251553025384632,0.2078310952318682,0.15251553025384618
Epc1,0.046747986,0.062074393,0.017784886,0.05659871498901097,0.044869165353846135,quadratic,1.0,0.3742764316137409,0.056598714989010965,0.05659871498901104,0.04486916535384612,0.044869165353846184,0.05659871498901097,0.044869165353846135
Tbc1d24,0.06949594,0.03235285,0.0074154674,0.028267644056196927,0.019372616699320867,linear,0.9948516548451474,0.9948516548451474,0.025681579482342946,0.029653035792190134,0.016786552125466887,0.020758008435314074,0.028122112467881107,0.019272879782000103
Rusc1,0.008291043,0.07559255,0.019917855,0.07214036772527474,0.05876802204615385,quadratic,1.0,0.04085656272040461,0.07214036772527471,0.07214036772527478,0.05876802204615381,0.058768022046153875,0.07214036772527474,0.05876802204615385
Klhl22,0.0152403,0.06605033,0.021027552,0.06300041452747256,0.052083234615384624,quadratic,1.0,0.021002313223080327,0.06300041452747254,0.06300041452747261,0.052083234615384603,0.05208323461538467,0.06300041452747256,0.052083234615384624
Mib1,0.028022181,0.06085331,0.05778762,0.06274359047802197,0.0628394002076923,quadratic,1.0,0.7115120752334078,0.06274359047802196,0.062743590478022,0.06283940020769227,0.06283940020769231,0.06274359047802197,0.0628394002076923
Ubl3,0.029139867,0.11566796,0.029363116,0.10904507220329675,0.08780718145384618,quadratic,1.0,0.0018869962773131466,0.10904507220329672,0.10904507220329684,0.08780718145384611,0.08780718145384626,0.10904507220329675,0.08780718145384618
Fam65a,0.001906949,0.005534359,0.093920395,0.018905673846153832,0.04329119215384614,quadratic,1.0,0.7444348873581127,0.018905673846153822,0.018905673846153832,0.04329119215384613,0.04329119215384614,0.018905673846153832,0.04329119215384614
Oxct1,0.028517636,0.06664813,0.008246372,0.060707739648351675,0.04575274332307693,quadratic,1.0,0.09168845553019533,0.06070773964835167,0.060707739648351744,0.04575274332307691,0.04575274332307699,0.060707739648351675,0.04575274332307693
Ptprj,0.008827142,0.038287416,0.05410302,0.039700581179966034,0.046203914103565356,linear,0.9829229706268284,0.9829229706268284,0.037844687691001674,0.04316491569269946,0.044348020614601,0.049668248616298774,0.03902261318902377,0.045414888505263276
Dmxl1,0.017613823,0.08969934,0.035797298,0.08685184871978023,0.07410318162307691,quadratic,1.0,0.07968651527192538,0.08685184871978023,0.0868518487197803,0.07410318162307691,0.07410318162307698,0.08685184871978023,0.07410318162307691
Baz2a,0.044538796,0.043218095,0.017953726,0.03937574842857144,0.032397253400000006,quadratic,1.0,0.752484806529576,0.03937574842857142,0.03937574842857147,0.03239725339999998,0.032397253400000034,0.03937574842857144,0.032397253400000006
Usp34,0.00034686428,0.096013516,0.004653925,0.08929350234813187,0.06692804651815384,quadratic,1.0,0.006559980789440201,0.08929350234813185,0.08929350234813195,0.06692804651815382,0.0669280465181539,0.08929350234813187,0.06692804651815384
Pak2,0.01860186,0.07965236,0.005452621,0.07300545641208793,0.05436521273076923,quadratic,1.0,0.015695468375185873,0.07300545641208792,0.07300545641208801,0.054365212730769205,0.054365212730769295,0.07300545641208793,0.05436521273076923
Setx,0.023106068,0.06921878,0.009585544,0.06366585628571429,0.048600605199999994,quadratic,1.0,0.030907643273148655,0.06366585628571428,0.06366585628571436,0.04860060519999998,0.04860060520000005,0.06366585628571429,0.048600605199999994
Atp13a2,0.021044658,0.05154282,0.028367817,0.050283210247252755,0.04478782723846154,quadratic,1.0,0.07284081775335571,0.05028321024725275,0.05028321024725279,0.044787827238461524,0.04478782723846155,0.050283210247252755,0.04478782723846154
Elovl6,0.032418877,0.11785552,0.03986851,0.1123886358736264,0.09340468006923078,quadratic,1.0,0.014332835348320971,0.11238863587362638,0.11238863587362644,0.09340468006923075,0.0934046800692308,0.1123886358736264,0.09340468006923078
Telo2,0.030708067,0.053639494,0.017144809,0.049863406395604416,0.04049257766153848,quadratic,1.0,0.10824340638235919,0.04986340639560438,0.04986340639560444,0.04049257766153844,0.040492577661538486,0.049863406395604416,0.04049257766153848
Sema6d,0.0068353494,0.060046013,0.033693593,0.05993734974065934,0.05421797859076923,quadratic,1.0,0.2914780982260148,0.05993734974065934,0.059937349740659375,0.05421797859076922,0.05421797859076925,0.05993734974065934,0.05421797859076923
Fem1b,0.035971068,0.038266677,0.041556053,0.039324964820882845,0.040118090807300506,linear,0.9795238129516548,0.9795238129516548,0.038861521489813214,0.03957323803395584,0.039654647476230875,0.0403663640203735,0.038519739485540855,0.03929662527590772
Ttll5,0.054621443,0.41855934,0.037277445,0.3879911064615385,0.29364155873846154,quadratic,1.0,8.585667746752179e-07,0.3879911064615384,0.38799110646153884,0.2936415587384613,0.29364155873846176,0.3879911064615385,0.29364155873846154
Zdhhc21,0.049037814,0.03554556,0.015915658,0.02918872035993207,0.02448585820713071,linear,0.978315067852243,0.978315067852243,0.02767281338200338,0.032018413385398965,0.02296995122920202,0.027315551232597605,0.02855576493944709,0.02395488403332948
Prpf38b,0.04089517,0.030065294,0.048997536,0.03210036073626374,0.036992101092307696,quadratic,1.0,0.15121416797669374,0.03210036073626374,0.032100360736263746,0.03699210109230769,0.0369921010923077,0.03210036073626374,0.036992101092307696
Atf2,0.03424844,0.061755586,0.013176118,0.056513537989011015,0.043953448753846165,quadratic,1.0,0.15601619883013973,0.05651353798901098,0.05651353798901107,0.04395344875384612,0.04395344875384621,0.056513537989011015,0.043953448753846165
Uggt1,0.07583978,0.023834532,0.011105324,0.018231472439560456,0.013248573046153858,quadratic,1.0,0.9150693597494685,0.018231472439560435,0.01823147243956047,0.013248573046153834,0.013248573046153869,0.018231472439560456,0.013248573046153858
Fam208b,0.009690368,0.037492644,0.05330638,0.039235703242784366,0.04549669150764005,linear,0.9865661972761788,0.9865661972761788,0.03765390933786077,0.04218838519864175,0.043914897602716454,0.04844937346349743,0.03870861854569041,0.04488549792933986
Fgfr1,0.028856676,0.29061982,0.07832233,0.2778225048461538,0.22697796555384608,quadratic,1.0,0.047630977716607625,0.2778225048461538,0.277822504846154,0.22697796555384608,0.22697796555384625,0.2778225048461538,0.22697796555384608
Rb1cc1,0.051634245,0.020535432,0.034122497,0.020329751703296713,0.023173924353846163,quadratic,1.0,0.35429511116200474,0.020329751703296695,0.020329751703296716,0.023173924353846145,0.023173924353846166,0.020329751703296713,0.023173924353846163
Zfp106,0.007886592,0.051443774,0.044026174,0.0534545880989011,0.052661276815384614,quadratic,1.0,0.6412346415943472,0.053454588098901086,0.05345458809890113,0.05266127681538459,0.05266127681538463,0.0534545880989011,0.052661276815384614
Gramd1b,0.026831135,0.04594928,0.027072432,0.044514450269230774,0.03987473573076923,quadratic,1.0,0.0027239650250786562,0.044514450269230774,0.044514450269230815,0.039874735730769224,0.03987473573076926,0.044514450269230774,0.03987473573076923
Metap1,0.06088932,0.03705617,0.015475399,0.03186298799405771,0.025378651623938858,linear,0.9998415222957633,0.9998415222957633,0.031686239925297094,0.032192917722410834,0.02520190355517825,0.02570858135229199,0.031857938420870285,0.025374629673492872
Mapk8,0.056258257,0.11824451,0.030383848,0.109637825467033,0.08727131676153847,quadratic,1.0,0.06091850687204203,0.10963782546703296,0.10963782546703309,0.08727131676153843,0.08727131676153853,0.109637825467033,0.08727131676153847
Gtf3c2,0.06624453,0.084912956,0.02278393,0.07702947158241762,0.06049444144615386,quadratic,1.0,0.4237203506869215,0.07702947158241757,0.07702947158241769,0.060494441446153804,0.06049444144615391,0.07702947158241762,0.06049444144615386
Bri3bp,0.10496772,0.05106996,0.017823027,0.04649686066298808,0.03399863338624785,linear,0.9910482293842864,0.9910482293842864,0.041696289542444795,0.04906859519185057,0.02919806226570456,0.036570367915110334,0.04608063143198222,0.03369428541892641
Ctdsp2,0.009433288,0.14445303,0.0482774,0.13982948404395606,0.1172653145846154,quadratic,1.0,0.10159770015316805,0.13982948404395604,0.13982948404395612,0.11726531458461535,0.11726531458461543,0.13982948404395606,0.1172653145846154
Zfp148,0.004919988,0.08415895,0.015068644,0.07956921507692312,0.06285233212307693,quadratic,1.0,0.025122591717842813,0.07956921507692305,0.07956921507692322,0.06285233212307687,0.062852332123077,0.07956921507692312,0.06285233212307693
Kidins220,0.06415049,0.02344199,0.030949004,0.021647917901098903,0.022547184384615386,quadratic,1.0,0.6274512252746978,0.021647917901098896,0.021647917901098906,0.022547184384615376,0.02254718438461539,0.021647917901098903,0.022547184384615386
Tpr,0.055389043,0.04375187,0.008922209,0.03775360573626373,0.027852526892307685,quadratic,1.0,0.8999815132597958,0.037753605736263726,0.03775360573626377,0.02785252689230768,0.02785252689230771,0.03775360573626373,0.027852526892307685
Amfr,0.008031845,0.24917583,0.06947259,0.23974112848901102,0.19726193465384614,quadratic,1.0,0.08116216514274,0.239741128489011,0.23974112848901122,0.19726193465384606,0.19726193465384628,0.23974112848901102,0.19726193465384614
Usp24,0.014655521,0.0813749,0.020897843,0.07716869883516486,0.06246039070769231,quadratic,1.0,0.015795811618930178,0.07716869883516485,0.07716869883516492,0.062460390707692284,0.062460390707692354,0.07716869883516486,0.06246039070769231
Zfp91,0.0028463516,0.0927409,0.022057984,0.08867601207252747,0.07182604422461537,quadratic,1.0,0.05909175252790566,0.08867601207252744,0.08867601207252748,0.07182604422461535,0.07182604422461537,0.08867601207252747,0.07182604422461537
Tcaf1,0.043708608,0.07871584,0.034553178,0.07466475286813189,0.06353236004615385,quadratic,1.0,0.024282885772454743,0.07466475286813187,0.07466475286813191,0.06353236004615383,0.06353236004615387,0.07466475286813189,0.06353236004615385
Actg1,0.017905014,0.3784333,0.09437854,0.36204532856043964,0.29430911475384613,quadratic,1.0,0.058310260522588364,0.3620453285604396,0.36204532856044014,0.294309114753846,0.2943091147538466,0.36204532856043964,0.29430911475384613
Cr1l,0.049719848,0.2600642,0.007196982,0.237575527967033,0.17411635066153847,quadratic,1.0,0.013503222549303029,0.23757552796703293,0.23757552796703316,0.1741163506615384,0.17411635066153855,0.237575527967033,0.17411635066153847
Gnb1,0.040164556,0.19652629,0.04171819,0.1847289484725275,0.14666672878461537,quadratic,1.0,0.002484324443427277,0.1847289484725274,0.1847289484725277,0.14666672878461526,0.14666672878461554,0.1847289484725275,0.14666672878461537
Rock2,0.008452578,0.09772496,0.029632613,0.09399994679670333,0.07784389754615387,quadratic,1.0,0.07127205665173109,0.09399994679670327,0.09399994679670343,0.07784389754615378,0.07784389754615392,0.09399994679670333,0.07784389754615387
Crmp1,0.008508208,0.084054776,0.005147375,0.07774491642307695,0.058225532376923086,quadratic,1.0,1.2569180938504232e-05,0.0777449164230769,0.07774491642307699,0.058225532376923045,0.05822553237692311,0.07774491642307695,0.058225532376923086
Pde4a,0.00809324,0.1441134,0.07150987,0.1430582723626374,0.12699853792307692,quadratic,1.0,0.25194330438158696,0.14305827236263732,0.14305827236263755,0.1269985379230768,0.12699853792307703,0.1430582723626374,0.12699853792307692
Epha3,0.0002209548,0.07574438,0.02155816,0.07310029531648352,0.06037178328923075,quadratic,1.0,0.09822646840145122,0.07310029531648352,0.07310029531648359,0.06037178328923075,0.06037178328923081,0.07310029531648352,0.06037178328923075
Tmem150c,0.04417557,0.022370515,0.030710598,0.02205027613186814,0.02371850615384616,quadratic,1.0,0.4147078139404259,0.02205027613186813,0.02205027613186816,0.023718506153846148,0.023718506153846172,0.02205027613186814,0.02371850615384616
Scamp5,0.02505565,0.062078543,0.010674404,0.0570971466043956,0.04403292733846152,quadratic,1.0,0.05347534156829392,0.0570971466043956,0.05709714660439567,0.04403292733846152,0.04403292733846158,0.0570971466043956,0.04403292733846152
Plcg1,0.05089502,0.051416416,0.02461374,0.0474774374065934,0.0401289619076923,quadratic,1.0,0.6979948467876982,0.0474774374065934,0.04747743740659343,0.0401289619076923,0.04012896190769233,0.0474774374065934,0.0401289619076923
Gnaq,0.047545638,0.1299263,0.065228164,0.12621255787912092,0.11079207789230772,quadratic,1.0,0.05954983103065947,0.1262125578791209,0.12621255787912106,0.11079207789230765,0.1107920778923078,0.12621255787912092,0.11079207789230772
Cd24a,0.029451285,0.16397193,0.28360796,0.1922826368887945,0.22857963167657036,linear,0.9999449969918296,0.9999449969918296,0.19119467609083188,0.19286547303056029,0.22749167087860778,0.22916246781833616,0.19227206076534667,0.22856705910922168
Arel1,0.06073977,0.006710664,0.031368405,0.00650945866483517,0.0117398745923077,quadratic,1.0,0.33301456644413097,0.006509458664835161,0.0065094586648351705,0.011739874592307695,0.011739874592307704,0.00650945866483517,0.0117398745923077
Klf7,0.085156344,0.00023228447,0.017834535,-0.003222396901318676,-0.0008130154895384528,quadratic,1.0,0.6045963148764741,-0.0032223969013186883,-0.003222396901318672,-0.0008130154895384573,-0.0008130154895384462,-0.003222396901318676,-0.0008130154895384528
Sema4g,0.016399274,0.029737275,0.05060413,0.03669506110356535,0.041547608125636654,linear,0.9721658990750692,0.9721658990750692,0.03337668526655347,0.03847276244482172,0.03822923228862478,0.04332530946689303,0.03567368706936221,0.04039116780787821
Scaf8,0.0465121,0.012849216,0.070750125,0.019034419576923076,0.03397946602307693,quadratic,1.0,0.14361576731026748,0.01903441957692306,0.01903441957692308,0.033979466023076915,0.03397946602307693,0.019034419576923076,0.03397946602307693
Trp53inp2,0.044241022,0.009012271,0.053105563,0.013037244192307692,0.024144250207692314,quadratic,1.0,0.02232669382669128,0.013037244192307666,0.013037244192307696,0.02414425020769229,0.024144250207692314,0.013037244192307692,0.024144250207692314
Sh3gl2,0.030856032,0.058827765,0.0064739757,0.05305897498846157,0.03947525821153848,quadratic,1.0,0.18360066822223442,0.053058974988461544,0.053058974988461606,0.03947525821153844,0.03947525821153851,0.05305897498846157,0.03947525821153848
Tef,0.0055582076,0.038148213,0.051852167,0.03796365930984718,0.04462998306604413,linear,0.9642939762382117,0.9642939762382117,0.035186357609507626,0.0431479558171477,0.04185268136570457,0.049814279573344646,0.03660812798844534,0.043036423830199746
Rufy2,0.0111834295,0.04956677,0.035814326,0.05026823944230769,0.0475867623576923,quadratic,1.0,0.44174211885026093,0.05026823944230768,0.05026823944230774,0.04758676235769229,0.04758676235769233,0.05026823944230769,0.0475867623576923
Pcnx,0.03322278,0.04381651,0.018253466,0.04078088528571429,0.034060748999999994,quadratic,1.0,0.3011438238504618,0.04078088528571428,0.040780885285714316,0.03406074899999999,0.034060749000000015,0.04078088528571429,0.034060748999999994
Aldh5a1,0.0363909,0.055416737,0.0031030853,0.04901490889615386,0.03518662190384615,quadratic,1.0,0.35520768093506394,0.04901490889615384,0.04901490889615392,0.035186621903846124,0.035186621903846194,0.04901490889615386,0.03518662190384615
Las1l,0.06674228,0.054021575,0.07244722,0.055846428021978034,0.0605449696923077,quadratic,1.0,0.06909899826790522,0.05584642802197803,0.05584642802197807,0.06054496969230768,0.06054496969230773,0.055846428021978034,0.0605449696923077
Cit,0.25793082,0.37580013,0.05306027,0.3363403762087913,0.25104327407692306,quadratic,1.0,0.35356143460111633,0.33634037620879115,0.3363403762087918,0.25104327407692284,0.2510432740769235,0.3363403762087913,0.25104327407692306
Atxn2l,0.016799489,0.104841806,0.0829065,0.10787640412637367,0.10436571593076925,quadratic,1.0,0.5612085953695352,0.10787640412637363,0.10787640412637374,0.1043657159307692,0.10436571593076929,0.10787640412637367,0.10436571593076925
Mtmr4,0.010806309,0.06423852,0.04876111,0.06575900721428572,0.0630336061,quadratic,1.0,0.5176741383402029,0.06575900721428571,0.06575900721428578,0.06303360609999999,0.06303360610000004,0.06575900721428572,0.0630336061
C530008M17Rik,0.004891299,0.07770746,0.012026994,0.07316480896153847,0.05720118663846155,quadratic,1.0,0.016861564604244483,0.07316480896153844,0.07316480896153853,0.05720118663846151,0.05720118663846156,0.07316480896153847,0.05720118663846155
Tmem63b,0.0131802475,0.015821029,0.06625649,0.023491840024725284,0.03742318680384616,quadratic,1.0,0.7525445844012635,0.023491840024725267,0.023491840024725284,0.03742318680384615,0.03742318680384617,0.023491840024725284,0.03742318680384616
Zkscan2,0.086458154,0.0003299195,0.029097643,-0.0015543580494505442,0.0038880559923076996,quadratic,1.0,0.4688084689299439,-0.0015543580494505552,-0.001554358049450531,0.003888055992307693,0.0038880559923077165,-0.0015543580494505442,0.0038880559923076996
Trip11,0.024489785,0.048152253,0.022880547,0.046093330043956056,0.03982662418461539,quadratic,1.0,0.0002459173013866778,0.04609333004395604,0.04609333004395609,0.03982662418461537,0.03982662418461541,0.046093330043956056,0.03982662418461539
