gene_name,slope_MIA,slope_saline,slope_divergence,R2_MIA,R2_saline,R2_divergence
1700012D01Rik,0.024394534287912068,0.01762247976266455,0.006772054525247519,0.7964819245441366,0.7975228980722763,
1700012D14Rik,-0.0011064569683130634,-0.0036362012383948567,0.0025297442700817933,0.00367955501400119,0.23033208087343382,
1700012I11Rik,0.0005228648138849845,0.0009095240794218211,-0.0003866592655368366,0.28356342077435326,0.8938427729508145,
1700012L04Rik,-0.001437117969116213,-0.0004980631470642855,-0.0009390548220519274,0.19757073082343768,0.19000382021650242,
1700012P22Rik,-4.1974909325815324e-05,-0.0007216803405181941,0.0006797054311923787,0.005556552503687251,0.3358584090965404,
1700013D24Rik,0.00035308027793746794,0.00019159147522999296,0.00016148880270747498,0.34535787808902607,0.28922221517207425,
1700013F07Rik,0.02417985530463934,0.020598487572176565,0.0035813677324627764,0.5648193000182158,0.9744718983040073,
1700013G24Rik,-0.0002490232583857687,0.0,-0.0002490232583857687,0.13661202185792343,1.0,
1700013H16Rik,0.0010250402433342174,0.00011532019122108205,0.0009097200521131354,0.6603809099178035,0.009983849250479682,
1700015E13Rik,-0.003178322889004792,0.0008304533482149856,-0.004008776237219777,0.08306501012073997,0.018317306555969193,
1700015F17Rik,0.0021532954723901287,0.001317465900917884,0.0008358295714722447,0.47161530538344487,0.2069505707881426,
1700015G11Rik,-0.00015036573168467003,0.0,-0.00015036573168467003,0.06593439621545694,1.0,
1700016C15Rik,0.0035999435374689864,0.0027312083092703057,0.0008687352281986807,0.5734988249514228,0.8026354679469772,
1700016D06Rik,0.0015244480492913035,0.0006711528503688696,0.000853295198922434,0.8750232725857778,0.3919153973709769,
1700016G22Rik,0.000179808062971222,0.00025010046958810685,-7.029240661688484e-05,0.047358848309301815,0.14068146002412485,
1700016H13Rik,0.0037866351745100358,0.00479186771807183,-0.0010052325435617945,0.2703648360105426,0.5774270851786708,
1700016K19Rik,0.042792792767746946,0.037679971361347486,0.005112821406399459,0.5018558983360457,0.7857200033994635,
1700016L04Rik,0.0019457985372736302,-0.0009438095688255129,0.002889608106099143,0.481702799885822,0.06118205898917417,
1700016L21Rik,0.0,-7.53164002732598e-05,7.53164002732598e-05,1.0,0.13661202185792343,
1700016P04Rik,0.00018804695518371365,-2.1586312492041012e-05,0.00020963326767575467,0.9234972677595629,0.005464480874316835,
1700017B05Rik,-0.05545990945806054,-0.06519941480722892,0.009739505349168377,0.46259292958570675,0.7086757262822584,
1700017D01Rik,0.0,0.0,0.0,1.0,1.0,
1700017G19Rik,-0.00076325818317294,0.0001228604181914562,-0.0008861186013643962,0.11691300589736764,0.00727960854228904,
1700017J07Rik,0.0017955980665037177,0.00021320676479715642,0.0015823913017065613,0.991585707198861,0.5107370026969084,
1700017N19Rik,9.213540320400072e-05,-0.0003691795942786916,0.0004613149974826923,0.027384293421518713,0.33876561422464724,
1700018A04Rik,-0.003155929634821829,-0.003677275480943451,0.0005213458461216223,0.12775358007459203,0.6255406765343215,
1700018B08Rik,-0.0004529598036363138,0.00033473495779022273,-0.0007876947614265365,0.007517468542269645,0.22252097444632135,
1700018B24Rik,0.00037802147444590984,0.0012885517442138112,-0.0009105302697679014,0.013481847265072844,0.9225156225155156,
1700018C11Rik,0.0010767505408938222,0.0004466967936890265,0.0006300537472047956,0.3622557997453991,0.1420796725073663,
1700018F24Rik,0.00015640983400775314,0.0,0.00015640983400775314,0.3171806834762957,1.0,
1700018G05Rik,0.00041645198118098805,0.0030556701522395143,-0.0026392181710585263,0.00808522096750286,0.267244586431751,
1700018L02Rik,0.004944796729876786,0.00925492676798079,-0.004310130038104004,0.041221012013976766,0.30463413415303586,
1700019A02Rik,0.0007974532945658599,0.0007941036674065818,3.349627159278108e-06,0.09381899503180091,0.11200852074471546,
1700019B03Rik,0.010951272828055495,0.010911976968223023,3.929585983247254e-05,0.8702637188998175,0.9948445184398758,
1700019B21Rik,0.0,-0.00012856538928564213,0.00012856538928564213,1.0,0.26775956284153,
1700019D03Rik,0.021285285097580663,0.033442584539677384,-0.01215729944209672,0.37878292054356977,0.9006474050509506,
1700019E08Rik,0.0,0.0,0.0,1.0,1.0,
1700019G17Rik,-0.0031026211966461562,-0.005627257641293511,0.0025246364446473543,0.22739549399346193,0.1803505247137942,
1700019G24Rik,0.010781089709310479,0.012036640608196706,-0.001255550898886227,0.9790229592924024,0.9287976737237826,
