stream1_rank,gene_name,slope_MIA,slope_saline,slope_divergence,R2_MIA,R2_saline,R2_divergence,log2FC_E12.5,log2FC_E14.5,log2FC_E17.5,log2FC_P0,max_abs_log2FC,stream1_score
144,Cdk1,-0.119521871274005,-0.140556938712278,0.021035067438273,0.677312348765747,0.978365025989153,,0.0344279783235973,-0.672340270063782,-1.2604142567951293,0.0901858115090837,1.2604142567951293,0.026512898891846288
145,Gda,0.2239501521976744,0.2415083420368266,-0.0175581898391521,0.6678805169212447,0.8914410726808694,,-0.2434459388017674,0.3738686396449838,1.507125432992271,-0.227942053388208,1.507125432992271,0.0264623944638926
146,Kif20b,-0.1044183443406728,-0.1246293718243566,0.0202110274836837,0.5603624752078736,0.9418945700862568,,-0.0869282888995145,-0.3263298964485954,-1.3023851457940605,0.1379573260760694,1.3023851457940605,0.02632254197598516
147,Ccnf,-0.1074526663429135,-0.1332836295744012,0.0258309632314877,0.7540558745917016,0.912890627039026,,-0.4203838766899676,-0.3653599862337052,-1.018857261510305,0.079336210626093,1.018857261510305,0.026318064460206937
148,Fbxl22,-0.050128278690708,-0.0835641860179964,0.0334359073272883,0.5904963024701739,0.9686010638545646,,-0.717728765214887,-0.1219033644809897,-0.7866236989016641,0.1851752891708932,0.7866236989016641,0.026301477097924776
149,Fmod,0.0170630561302557,0.03754101277623,-0.0204779566459742,0.4792854532381111,0.4025352217472696,,-0.1231606747704517,1.283486762090566,0.1859599108590646,0.025755252945627,1.283486762090566,0.02628318626977241
150,Mms22l,-0.1089633790937715,-0.1294801303010186,0.0205167512072471,0.6719330172938239,0.9752133001897538,,0.0873222745105803,-0.375166941147504,-1.276797253291457,0.2211782267802529,1.276797253291457,0.026195731587877285
151,Apln,-0.0498776073847202,-0.0190003148430161,-0.030877292541704,0.6626956357529191,0.6571153141431998,,0.8459794258734235,0.1580807072080508,0.5365173757611847,-0.0694796681724253,0.8459794258734235,0.026121554216956493
152,Neil3,-0.0792979826036159,-0.0982965860461409,0.0189986034425249,0.4200753182396388,0.942709969014201,,0.0692352112222446,-0.1002528308038173,-1.3744306729546498,0.2788333537811862,1.3744306729546498,0.026112263314708027
153,Tmem151a,0.1347557226378492,0.1602191628466246,-0.0254634402087753,0.5331028471969361,0.7968388627727947,,0.1371156715666982,0.5513075200664668,1.0223057343637971,-0.1526177773421247,1.0223057343637971,0.026031420942060672
154,Ckap2l,-0.1145069429401286,-0.1333367824056231,0.0188298394654945,0.6785365907721713,0.9713271204968122,,-0.3074313156013094,-0.3877657886502203,-1.3822109536402902,-0.0385948519137669,1.3822109536402902,0.026026810364494727
155,B230209E15Rik,0.131637174459848,0.1523125038185008,-0.0206753293586527,0.4566394590007511,0.8017501511833003,,-0.3326689559285764,0.3049810810036971,1.2574761223286592,-0.3849892979816683,1.2574761223286592,0.025998732989786482
156,Slc6a7,0.1522312536966126,0.1738133861997267,-0.0215821325031141,0.5591474348214807,0.8455885409516588,,-0.1467583453939769,0.7510442252575121,1.2002834406507537,-0.1361362733500693,1.2002834406507537,0.025904676257418255
157,Clhc1,-0.0836983134653858,-0.112126228516362,0.0284279150509761,0.573285125379474,0.8679060233236883,,-0.3971790457165306,-0.5146375100679614,-0.9111774336323616,0.0954404849420592,0.9111774336323616,0.02590287467966719
158,Ckap2,-0.1008943389806987,-0.1194640321675583,0.0185696931868596,0.6181814313912735,0.9859454644327422,,-0.0345295564073796,-0.555225764571291,-1.3939984636316511,0.0377546000266864,1.3939984636316511,0.02588612377259342
