combined_rank,gene_name,rank_s1,stream1_score,rank_s2,stream2_score,combined_score,evidence
167,Rsph1,201.0,,85.0,0.5213985568020273,0.008369915130231196,kalish_only
168,Nusap1,86.0,0.0310022094092359,201.0,,0.008301515677426818,canales_only
169,Fcgr3,201.0,,86.0,0.5185001127478448,0.008301515677426818,kalish_only
170,Dio3,201.0,,87.0,0.5169803483523234,0.008234688625836335,kalish_only
171,Nnmt,87.0,0.0309838409063038,201.0,,0.008234688625836335,canales_only
172,Ube2c,88.0,0.030969629909615,201.0,,0.00816938037087291,canales_only
173,Mtm1,201.0,,88.0,0.5160695784160776,0.00816938037087291,kalish_only
174,Melk,89.0,0.030953638352111,201.0,,0.008105539717144613,canales_only
175,Gm26619,201.0,,90.0,0.5083475450526074,0.008043117744610282,kalish_only
176,Ect2,90.0,0.0306230751913091,201.0,,0.008043117744610282,canales_only
177,Sgol2,91.0,0.0305443456196677,201.0,,0.007982067683560221,canales_only
178,Pkib,201.0,,91.0,0.5076340305557101,0.007982067683560221,kalish_only
179,Htr1a,92.0,0.0303370855413834,201.0,,0.007922344797750377,canales_only
180,Gm26774,201.0,,92.0,0.5070978138470058,0.007922344797750377,kalish_only
181,Ska1,93.0,0.0302164003517601,201.0,,0.007863906275076233,canales_only
182,Gm12088,201.0,,93.0,0.5043239103114261,0.007863906275076233,kalish_only
183,Kcns1,94.0,0.030115513602193,201.0,,0.007806711125224939,canales_only
184,Enpp2,201.0,,94.0,0.5039758244955986,0.007806711125224939,kalish_only
185,Gm5415,95.0,0.0300146401111988,201.0,,0.007750720083791568,canales_only
186,Slc6a20a,201.0,,95.0,0.5037280802620798,0.007750720083791568,kalish_only
187,Siglecf,201.0,,96.0,0.5023551032833811,0.007695895522388059,kalish_only
188,Nuf2,96.0,0.0299751357141115,201.0,,0.007695895522388059,canales_only
189,Trim50,201.0,,97.0,0.5014108439631073,0.007642201364312458,kalish_only
190,Cenpe,97.0,0.0299716453371921,201.0,,0.007642201364312458,canales_only
191,Nkx2-1,201.0,,98.0,0.500293941020478,0.0075896030053812565,kalish_only
192,Crlf1,98.0,0.0299213216983611,201.0,,0.0075896030053812565,canales_only
193,1700012B09Rik,201.0,,99.0,0.5002239174969506,0.007538067239559777,kalish_only
194,Aqp4,99.0,0.0299108613327127,201.0,,0.007538067239559777,canales_only
195,Col18a1,201.0,,100.0,0.5001233382879,0.007487562189054726,kalish_only
196,Tnc,100.0,0.0297418569525573,201.0,,0.007487562189054726,canales_only
197,Mki67,101.0,0.0297341283316491,201.0,,0.007438057238559677,canales_only
198,Ly86,201.0,,101.0,0.4999746914624108,0.007438057238559677,kalish_only
199,E130114P18Rik,102.0,0.0296681056801014,201.0,,0.007389522973368452,canales_only
200,Irx1,201.0,,102.0,0.4998584350731385,0.007389522973368452,kalish_only
201,Gpr17,103.0,0.0296162787927546,201.0,,0.007341931121093561,canales_only
202,Col13a1,201.0,,103.0,0.4997424079475337,0.007341931121093561,kalish_only
203,Cd80,201.0,,104.0,0.4988852697005674,0.007295254496747034,kalish_only
