rank,gene_name,perturbation_E15,perturbation_P0,perturbation_P13,mean_perturbation,transferability,rank_score,prior_dev_slope_ef,prior_dev_slope_wc,prior_direction_concordance,prior_stability,prior_baseline_expr
3316,Hivep3,0.09108494,0.16082299,0.03377729,0.09522841,0.9935593,0.09461507,0.61555445,0.5269138,1.0,0.8756713,0.44603047
3317,Micall2,0.13127334,0.12820138,0.029063541,0.096179426,0.98363006,0.09460498,0.3914501,0.38568872,1.0,0.9219527,0.16398568
3318,Fam167a,0.14195527,0.16901721,0.02522043,0.1120643,0.8440669,0.09458977,0.41263336,0.2836521,1.0,0.38821793,0.2291266
3319,Vat1,0.06937883,0.18623087,0.044993594,0.10020109,0.94384855,0.09457465,0.30062792,0.37495002,1.0,0.6572818,0.4428544
3320,Gm42636,0.1842816,0.1947861,0.17950694,0.18619156,0.50783837,0.094555214,0.5309359,0.47440767,1.0,0.95624524,0.014638913
3321,Gm5796,0.06612474,0.15234816,0.06655984,0.095010914,0.9947611,0.09451316,0.36689317,0.3460112,1.0,0.89417505,0.124568336
3322,AI115009,0.0042573987,0.21891028,0.062097184,0.09508828,0.99375093,0.09449407,0.6547117,0.59234536,1.0,0.77608395,0.025578944
3323,Cdh18,0.12641881,0.13393222,0.026308661,0.09555323,0.9887516,0.094478406,0.68758184,0.6190816,1.0,0.74656963,0.20834237
3324,Adcy6,0.0015294084,0.27401268,0.042262547,0.10593488,0.8917813,0.09447074,0.5380581,0.4589151,1.0,0.85101783,0.41936848
3325,Mrps21,0.04123546,0.13201198,0.1147455,0.095997654,0.9838959,0.094451696,0.3852797,0.5023684,1.0,0.7009106,0.33386862
3326,Zbtb37,0.11121771,0.21229237,0.02656951,0.1166932,0.8094009,0.094451584,0.43530303,0.3839803,1.0,0.78725535,0.39969265
3327,Coro7,0.023076147,0.25421825,0.006971546,0.094755314,0.996679,0.09444063,0.5952175,0.4947034,1.0,0.73488367,0.40229407
3328,Gm9800,0.06654826,0.10007902,0.13573876,0.10078868,0.9363095,0.094369404,0.4023358,0.24334008,1.0,0.28753674,0.28683665
3329,Mcm9,0.29663172,0.09112934,0.06564046,0.15113384,0.624228,0.09434197,0.4733779,0.44341817,1.0,0.938267,0.19740751
3330,Ccdc181,0.093486845,0.22624725,0.04996805,0.123234056,0.765389,0.094321996,0.5198599,0.5140399,1.0,0.96813333,0.29738238
3331,Zscan12,0.079154715,0.122235015,0.09164577,0.097678505,0.9655983,0.094318196,0.42420676,0.4318759,1.0,0.96196645,0.22489808
3332,Laptm4b,0.20704895,0.07619045,0.016130412,0.09978994,0.9446778,0.09426934,0.57208294,0.63959855,1.0,0.66233945,0.32492483
3333,Mfsd12,0.19007784,0.11375348,0.012153362,0.10532823,0.8949656,0.09426514,0.5408315,0.54993486,1.0,0.9228992,0.32402202
3334,Igdcc4,0.13546959,0.091164395,0.05788562,0.09483987,0.99378926,0.09425084,0.4676173,0.46301952,1.0,0.8414856,0.42303708
3335,Mettl22,0.23635903,0.059557147,0.0033374296,0.099751204,0.9446903,0.094234,0.50147706,0.45329675,1.0,0.90405446,0.3034794
3336,Scaper,0.07840706,0.16947146,0.05173368,0.099870734,0.9433459,0.09421265,0.46503487,0.42966914,1.0,0.93773144,0.41859305
3337,Nifk,0.04810488,0.3843431,0.036497198,0.15631506,0.6026865,0.09420898,0.4312307,0.43765238,1.0,0.99433047,0.3643308
3338,Cadm4,0.040946092,0.18560423,0.12572372,0.11742469,0.80213773,0.09419078,0.39007485,0.47016627,1.0,0.79324424,0.58710676
3339,Nmnat1,0.08888607,0.13444892,0.073488474,0.09894115,0.95198447,0.09419043,0.43968612,0.49227282,1.0,0.91854584,0.18079798
3340,9330159F19Rik,0.07674186,0.27451888,0.027696228,0.12631898,0.7456093,0.0941846,0.45548764,0.40868163,1.0,0.82179797,0.49169886
3341,Tomm6,0.24560621,0.2520401,0.033010066,0.17688544,0.5323332,0.094161995,0.5189772,0.47648948,1.0,0.9745159,0.3968792
3342,N4bp2l1,0.14582308,0.12894373,0.010976427,0.095247746,0.98846656,0.09414921,0.63378,0.57145107,1.0,0.80924034,0.251013
3343,Large,0.00093773275,0.28208172,0.013039832,0.09868643,0.9539726,0.09414414,0.5706439,0.53834444,1.0,0.94526094,0.49682674
3344,Tlcd1,0.08748908,0.16291752,0.042526692,0.09764444,0.96389306,0.0941188,0.49855408,0.5982433,1.0,0.6510372,0.21677637
3345,Tmem116,0.1180251,0.10000579,0.06631029,0.09478039,0.99291223,0.09410861,0.54499793,0.56359917,1.0,0.8860658,0.04260457
3346,Acsl6,0.059096314,0.21723053,0.01728153,0.097869456,0.9614821,0.09409973,0.56117946,0.5829145,1.0,0.85034806,0.49350163
3347,Psmd4,0.079649426,0.26985016,0.032795615,0.12743174,0.7383757,0.0940925,0.46731785,0.45290223,1.0,0.97203416,0.47527137
3348,Gabpb2,0.100773595,0.1696878,0.019388307,0.096616566,0.97375685,0.094081044,0.5205817,0.4113407,1.0,0.7055587,0.32644224
3349,Slc30a3,0.14557996,0.17412944,0.016069336,0.11192625,0.84045404,0.09406887,0.90253484,0.82346237,1.0,0.6253429,0.21505257
3350,Rabl2,0.031758547,0.2578159,0.002041427,0.09720529,0.967531,0.09404913,0.5964612,0.46232763,1.0,0.74042153,0.3339654
3351,Rgs3,0.08259204,0.0768149,0.13260083,0.09733591,0.96614516,0.09404062,0.39846978,0.41846284,1.0,0.943044,0.37883654
3352,Slc25a38,0.14098592,0.14344628,0.098919176,0.12778379,0.7356214,0.09400049,0.49104738,0.47836718,1.0,0.99324465,0.30431023
3353,Tomm5,0.06753983,0.28105715,0.03974019,0.12944573,0.72586673,0.09396035,0.4738666,0.48505548,1.0,0.9915321,0.33041912
3354,Fam69a,0.10662387,0.17145449,0.020552859,0.09954375,0.9430811,0.09387783,0.50083065,0.4937909,1.0,0.98258984,0.31948802
3355,Trp53rka,0.11762012,0.15645768,0.052614704,0.10889751,0.8619766,0.09386711,0.45996395,0.46399787,1.0,0.9920957,0.30424806
3356,Ildr2,0.01237319,0.23600079,0.037000928,0.09512497,0.9866475,0.09385481,0.8088996,0.6454865,1.0,0.32822892,0.4141388
3357,Tha1,0.11119584,0.09805246,0.08905568,0.09943467,0.94351333,0.093817934,0.5900436,0.49642134,1.0,0.7568798,0.10891727
3358,Fry,0.061275274,0.20170493,0.026748044,0.09657609,0.9712693,0.09380139,0.5155824,0.4846478,1.0,0.9382602,0.51014256
3359,Gldc,0.14352079,0.1389507,0.002296914,0.0949228,0.9879814,0.09378196,0.39962107,0.50031155,1.0,0.86805886,0.3350466
3360,Pcdh9,0.057438847,0.21011718,0.020336038,0.095964015,0.9771982,0.09377586,0.52967376,0.54687595,1.0,0.90026957,0.46458104
3361,B4galt4,0.067331396,0.21608724,0.039067324,0.107495315,0.8719359,0.09372903,0.55730456,0.49862468,1.0,0.8495701,0.27937815
3362,Nbeal1,0.006375979,0.35126916,0.011297926,0.12298101,0.76194155,0.09370434,0.48971602,0.44669834,0.0,0.93868107,0.3380534
3363,Zbtb38,0.12576562,0.099588916,0.075038,0.10013085,0.93581074,0.09370352,0.47873864,0.4945835,1.0,0.97247744,0.39435554
3364,Rprm,0.05948788,0.20192225,0.02548509,0.09563174,0.979817,0.0937016,0.37416908,0.4208767,1.0,0.75991845,0.46462622
3365,Tm2d2,0.012035993,0.33100653,0.02117251,0.12140501,0.7717551,0.09369494,0.43345746,0.49311116,1.0,0.8892652,0.40576008
3366,Flot1,0.036107533,0.23834252,0.016498495,0.09698286,0.96594334,0.09367995,0.5952805,0.58220214,1.0,0.95126754,0.4183972
3367,Coa3,0.02293767,0.27328947,0.06609707,0.120774746,0.77555865,0.0936679,0.40262818,0.5174882,1.0,0.76254815,0.3857674
3368,Dlc1,0.0881553,0.20107326,0.022785584,0.10400471,0.9003305,0.093638614,0.65308553,0.5783025,1.0,0.7348907,0.38004446
3369,Rassf5,0.079238325,0.20883377,0.0033702159,0.09714744,0.9637317,0.09362407,0.5778006,0.6896095,1.0,0.39117655,0.1837053
3370,Rab18,0.022579823,0.18060504,0.09876855,0.10065114,0.9299868,0.09360423,0.4846514,0.49519074,1.0,0.994769,0.4765028
3371,Tk1,0.26339597,0.0048484495,0.03302564,0.10042336,0.9317674,0.09357121,0.46172827,0.2597235,1.0,0.23694755,0.17173812
3372,Ncoa4,0.08821356,0.15387346,0.056757003,0.09961468,0.9391478,0.0935529,0.45579034,0.47036573,1.0,0.97367454,0.47743678
3373,Emx1,0.0630607,0.20894873,0.009881018,0.09396348,0.99558586,0.093548715,0.44159392,0.42003995,1.0,0.8578332,0.36221987
3374,Macrod2,0.12134793,0.09561002,0.06662363,0.09452719,0.9894949,0.09353418,0.5146633,0.4900008,1.0,0.8930671,0.42099404
3375,Zfp524,0.05247305,0.0840092,0.1503028,0.095595025,0.97802657,0.093494475,0.46321324,0.49145532,1.0,0.9462951,0.15204349
3376,Slc12a8,0.08358441,0.122306734,0.07478937,0.09356017,0.9991068,0.0934766,0.51994544,0.47386014,1.0,0.888884,0.05799369
3377,Lgr6,0.047082398,0.024594612,0.21336131,0.09501278,0.9838115,0.093474664,0.5460759,0.54420435,1.0,0.8889788,0.09437211
3378,Slc44a1,0.040279057,0.22878194,0.05861262,0.109224536,0.8557208,0.09346571,0.5438493,0.53109103,1.0,0.9825331,0.39468202
3379,Prnp,0.01160874,0.24831238,0.029352058,0.0964244,0.9692913,0.09346334,0.5225047,0.6017404,1.0,0.65658885,0.59858495
3380,Rbm10,0.056413595,0.25975025,0.011252659,0.10913884,0.8560114,0.09342409,0.52007437,0.43700293,1.0,0.86846495,0.43312874
3381,Zfp933,0.048170332,0.17315648,0.06557884,0.09563521,0.97675836,0.093412496,0.5039872,0.45850515,1.0,0.97006696,0.28486
3382,Rfxap,0.11869477,0.21631926,0.023774466,0.119596176,0.7809996,0.09340457,0.4834167,0.4890054,1.0,0.9917916,0.31766704
3383,G6pdx,0.09405276,0.18007335,0.026258487,0.1001282,0.9328391,0.0934035,0.324215,0.39723673,1.0,0.6846368,0.41698024
3384,Magohb,0.10304813,0.27704936,0.15416133,0.17808628,0.5244622,0.093399525,0.45826715,0.4354266,1.0,0.8963282,0.17349547
3385,Nasp,0.14916474,0.2989982,0.03865426,0.16227241,0.5755495,0.0933958,0.40272662,0.27940345,1.0,0.36826703,0.45598185
3386,Fhl4,0.13309595,0.3681362,0.08035854,0.19386357,0.48167318,0.09337888,0.52730393,0.44543087,1.0,0.9634495,0.07061454
3387,Mpv17,0.15274654,0.101211414,0.06274647,0.10556814,0.8842121,0.09334462,0.4765778,0.5464305,1.0,0.9814892,0.3522131
3388,Gm16596,0.070602484,0.17945822,0.041960586,0.097340435,0.9584547,0.0932964,0.55532444,0.49639902,1.0,0.6183732,0.043255378
3389,Gm42658,0.0753346,0.10991787,0.16487025,0.11670757,0.7989518,0.093243726,0.5033344,0.46628922,0.0,0.97956634,0.003552706
3390,H2-D1,0.0038100835,0.16343403,0.11477712,0.094007075,0.9918313,0.09323916,0.5080362,0.54701674,1.0,0.96719736,0.33008412
3391,Cdh8,0.05009806,0.19494602,0.03535122,0.0934651,0.997579,0.093238816,0.5510951,0.4505081,1.0,0.856313,0.42116472
3392,Gm26801,0.18891378,0.063001655,0.029174138,0.09369653,0.9948961,0.09321831,0.40480524,0.4007316,1.0,0.917933,0.07654394
3393,Gm26507,0.08444702,0.03981145,0.1642482,0.0961689,0.96912265,0.093199454,0.45927614,0.43046468,1.0,0.89677835,0.06936635
3394,Gadd45gip1,0.056296363,0.1744758,0.04927281,0.093348324,0.9982357,0.09318363,0.45779836,0.4923611,1.0,0.98891085,0.34198532
3395,Slc25a19,0.11949773,0.2527384,0.012115995,0.12811737,0.72730666,0.09318061,0.5465229,0.5164335,1.0,0.92591274,0.35676393
3396,Trim17,0.0403952,0.48248065,0.052474122,0.19178332,0.485836,0.09317524,0.5462596,0.56994724,1.0,0.8861387,0.14907545
3397,Olfm2,0.099469006,0.04463923,0.14082819,0.09497881,0.98098034,0.09317234,0.5475568,0.5156299,1.0,0.965536,0.4745304
3398,Zrsr1,0.23567702,0.03598487,0.059803266,0.110488385,0.84325075,0.09316941,0.58590364,0.60094076,1.0,0.8163457,0.32804272
3399,Rab39,0.060328014,0.16411069,0.0647439,0.0963942,0.9662419,0.09314012,0.35280612,0.45420513,1.0,0.70544785,0.09147576
3400,Brix1,0.037402134,0.255622,0.051642306,0.11488881,0.8106815,0.09313823,0.4200334,0.4566164,1.0,0.95589125,0.32624882
3401,Ppfia4,0.15181302,0.09581732,0.03418276,0.093937695,0.99105597,0.093097515,0.5883627,0.51551944,1.0,0.6507193,0.38334557
3402,B230118H07Rik,0.052605066,0.31607798,0.019097101,0.12926005,0.7202075,0.09309406,0.5075255,0.53076833,1.0,0.85549265,0.25152037
3403,Haus4,0.22272834,0.12741551,0.051823616,0.13398916,0.694709,0.09308347,0.37948468,0.35429353,1.0,0.71263325,0.18553527
3404,Cby1,0.058443714,0.06255655,0.15851066,0.09317031,0.99904096,0.09308095,0.44555858,0.45957422,1.0,0.94178367,0.37604812
3405,Rcor2,0.09333104,0.18729647,0.00030381567,0.09364376,0.99356294,0.09304097,0.3205533,0.30418822,1.0,0.57225597,0.41179693
3406,4930539E08Rik,0.03714356,0.19866998,0.054801848,0.09687179,0.96039236,0.09303493,0.6586612,0.6244767,1.0,0.92364097,0.13560726
3407,Ndufs6,0.029952444,0.24177682,0.007956969,0.09322875,0.99765015,0.09300967,0.40184456,0.5095182,1.0,0.77407366,0.36288744
3408,Necab1,0.09046445,0.11033968,0.07888923,0.09323112,0.9975109,0.092999056,0.66526103,0.61873806,1.0,0.74731827,0.39899004
3409,Arl6,0.093427636,0.16783887,0.10111108,0.12079253,0.7696096,0.092963085,0.51679516,0.5057034,1.0,0.9853035,0.29651782
3410,Pcdha2,0.26856178,0.01936006,0.0029024184,0.09694142,0.9589072,0.092957824,0.5331521,0.4347616,1.0,0.85292983,0.2280574
3411,Fam118b,0.017958257,0.21914059,0.061678976,0.099592604,0.9333766,0.09295741,0.46548435,0.39001548,1.0,0.7315008,0.32575822
3412,Slc26a4,0.0,0.22961284,0.05920547,0.09627277,0.9653998,0.09294171,0.6742859,0.58871305,1.0,0.6681312,0.03481233
3413,9330151L19Rik,0.09041748,0.11647377,0.1057487,0.10421332,0.89183646,0.09294124,0.56791043,0.50933397,1.0,0.8773375,0.2896444
3414,Timp4,0.20648175,0.38193676,0.0013132346,0.19657724,0.47277233,0.09293628,0.67347986,0.69201994,1.0,0.52696556,0.14473535
3415,Gm16701.1,0.014492226,0.5452665,0.1029147,0.22089113,0.42072722,0.092934914,0.4826623,0.4760992,0.0,0.893917,0.054583203
3416,Scg2,0.3067447,0.08829092,0.056516938,0.15051752,0.61736643,0.09292447,0.5852964,0.6252653,1.0,0.6602057,0.45009416
3417,Afap1l1,0.09331718,0.07369151,0.12041168,0.0958068,0.9698499,0.09291822,0.5664877,0.58130336,1.0,0.8573842,0.29247296
3418,Opcml,0.18436185,0.068551145,0.026663642,0.09319221,0.9962219,0.09284012,0.6391501,0.5650658,1.0,0.7801601,0.4982554
3419,Entpd4,0.0018510794,0.22031865,0.05943499,0.09386823,0.98891264,0.092827484,0.59297067,0.55594575,1.0,0.88239044,0.40530688
3420,Myrip,0.19839466,0.056433704,0.02735762,0.09406199,0.9868239,0.092822626,0.81525064,0.70920223,1.0,0.5273809,0.2764859
3421,Zfp961,0.03241481,0.23650274,0.08361974,0.117512435,0.7896058,0.0927885,0.50723046,0.44248027,0.0,0.88314366,0.26100358
3422,Tmem179,0.1503518,0.1196415,0.0147111425,0.09490148,0.9775995,0.09277564,0.6596953,0.59181607,1.0,0.7959386,0.41959134
3423,Topors,0.09447476,0.13872537,0.06475797,0.09931937,0.93403405,0.09276767,0.40627927,0.44283515,1.0,0.91574377,0.35805205
3424,Pop1,0.096281245,0.21057305,0.035290647,0.114048325,0.81340617,0.09276761,0.5107893,0.41589847,1.0,0.7859176,0.25346795
3425,Psd3,0.07714114,0.18928342,0.04504211,0.103822224,0.8932824,0.09274257,0.5716157,0.64114815,1.0,0.55932635,0.5349653
3426,Ubtf,0.07890768,0.2385798,0.05174073,0.123076074,0.75327617,0.09271027,0.45600942,0.46246058,1.0,0.97389996,0.53089654
3427,Nrbp2,0.04791938,0.15775461,0.07287428,0.092849426,0.99840534,0.09270136,0.6240381,0.4894279,1.0,0.6166427,0.43596187
3428,Wdr81,0.070671596,0.19809021,0.010529951,0.09309726,0.99563277,0.092690684,0.52021563,0.46522793,1.0,0.9796825,0.35306638
3429,Rpp21,0.03993715,0.31633922,0.08386366,0.14671333,0.6317271,0.09268279,0.46421462,0.47054988,0.0,0.98983765,0.24701113
3430,B3gnt7,0.034965154,0.0628079,0.18153523,0.09310276,0.99524987,0.09266051,0.47847164,0.39816386,1.0,0.8586368,0.12673491
3431,Sipa1l3,0.031769242,0.22411782,0.022791943,0.092893004,0.9972715,0.09263954,0.5112209,0.482087,1.0,0.93306005,0.40227097
3432,Gm14325,0.11706442,0.042892706,0.12129565,0.093750924,0.98807883,0.09263331,0.43568963,0.5097763,1.0,0.9031825,0.23898947
3433,Dhrs3,0.13528919,0.100989364,0.04206873,0.09278243,0.9983508,0.09262941,0.551926,0.55077803,1.0,0.6334354,0.19912389
3434,Etohd2,0.101512894,0.13780402,0.1082917,0.115869544,0.7994026,0.092626415,0.50527805,0.49819934,1.0,0.996274,0.020784816
3435,Syt5,0.07243075,0.13502859,0.07362848,0.09369594,0.9885654,0.09262456,0.52307534,0.5584854,1.0,0.86097336,0.4849658
3436,Tspan9,0.12240025,0.13074137,0.05639873,0.10318011,0.8975646,0.09261081,0.4933313,0.4567221,1.0,0.95981824,0.39787206
3437,Pou2f2,0.084936336,0.2900235,0.02262897,0.1325296,0.6987847,0.09260966,0.4756681,0.4378496,1.0,0.9218461,0.28521752
3438,2700060E02Rik,0.031237714,0.19542205,0.052262425,0.09297407,0.99589056,0.09259199,0.39753827,0.43942362,1.0,0.87783384,0.4570748
3439,Mrpl34,0.06460482,0.10892458,0.114793085,0.09610749,0.9631149,0.092562556,0.35857803,0.4549007,1.0,0.61947316,0.29631555
3440,Rpgrip1,0.23221233,0.13871248,0.12480305,0.16524263,0.56011283,0.09255452,0.4522422,0.45429596,0.0,0.99774706,0.061425306
3441,Myt1,0.08447773,0.14070876,0.05283309,0.09267319,0.9985205,0.09253608,0.38614002,0.27649838,1.0,0.37212136,0.3692219
3442,Cox17,0.031269208,0.21639696,0.055995364,0.10122051,0.9141467,0.0925304,0.5046747,0.57510865,1.0,0.72812855,0.28696677
3443,Arhgap15,0.04701657,0.154524,0.084281355,0.09527397,0.9711603,0.0925263,0.6277763,0.66777354,1.0,0.58434314,0.14143847
3444,Bzw2,0.006262877,0.23184632,0.046534684,0.094881296,0.9750843,0.092517264,0.3420512,0.30306962,1.0,0.6013994,0.5132328
3445,Litaf,0.25182608,0.010871025,0.021872494,0.09485653,0.9752743,0.09251114,0.34330803,0.4464222,1.0,0.72162014,0.2579263
3446,Dhrs4,0.03345205,0.18977979,0.055264805,0.092832215,0.99629253,0.09248804,0.38572115,0.43738756,1.0,0.99748164,0.23367682
3447,Smoc2,0.039320927,0.21158832,0.034141865,0.09501704,0.9732056,0.092471115,0.66800886,0.66988206,1.0,0.69404465,0.1480176
3448,Hspa4,0.060606953,0.1773142,0.048738148,0.0955531,0.9677418,0.09247073,0.44357798,0.49602768,1.0,0.940681,0.5785221
3449,Xrcc2,0.18057837,0.12388094,0.0055925697,0.10335062,0.89472264,0.09247014,0.48045215,0.44488335,1.0,0.8209697,0.21537846
3450,Gstp1,0.07922812,0.3017014,0.024417775,0.13511577,0.68430144,0.09245992,0.5247314,0.4978588,0.0,0.9949209,0.456155
3451,Tatdn1,0.16969568,0.21741925,0.074965954,0.15402697,0.59991914,0.092403725,0.5087107,0.45375484,1.0,0.95370775,0.16773033
3452,1110059G10Rik,0.06142245,0.2661293,0.045700733,0.12441749,0.74263436,0.09239671,0.4251919,0.47209585,1.0,0.8957152,0.2588639
3453,Dmwd,0.09019288,0.15088949,0.046153627,0.09574533,0.9647378,0.09236914,0.5273062,0.46168026,1.0,0.9846686,0.50664693
3454,L3mbtl3,0.036381535,0.19407204,0.06693248,0.099128686,0.93180346,0.092368454,0.4826718,0.43859115,1.0,0.97107095,0.3824847
3455,Itm2c,0.07818019,0.13221698,0.069112174,0.09316978,0.9912904,0.092358306,0.5960447,0.6644694,1.0,0.52862465,0.5409324
3456,Ninl,0.10305923,0.20924804,0.10352827,0.13861184,0.666234,0.09234792,0.3868421,0.399043,1.0,0.9542215,0.28429425
3457,Gdpd2,0.042019553,0.27063265,0.043530297,0.1187275,0.7776619,0.09232985,0.61236334,0.40442368,1.0,0.9052757,0.1717548
3458,Nme1,0.03417911,0.3027734,0.0074692825,0.11480727,0.80385923,0.09228888,0.44921094,0.48910013,1.0,0.94785535,0.49794838
3459,Gm37062,0.07312576,0.20559607,0.09590679,0.12487621,0.73902494,0.09228663,0.5665989,0.46491817,1.0,0.86766833,0.010551338
3460,Coro2a,0.06999476,0.1807174,0.027676268,0.09279614,0.99448305,0.09228419,0.58542204,0.5626046,1.0,0.93587947,0.32253364
3461,Aak1,0.054709457,0.18745604,0.041549277,0.09457159,0.97555494,0.09225978,0.5993119,0.573975,1.0,0.97813547,0.5725377
3462,Plppr4,0.074854285,0.13452256,0.069151245,0.0928427,0.9936561,0.092253715,0.71492,0.62846726,1.0,0.80237114,0.44749835
3463,Gm13749,0.119830176,0.1501501,0.014477301,0.094819196,0.9728701,0.09224676,0.61012936,0.52482927,1.0,0.76230067,0.015686361
3464,Zik1,0.015995663,0.1574382,0.10376937,0.09240108,0.9982275,0.09223729,0.38414806,0.37049392,1.0,0.78909343,0.3712653
3465,Hspa8,0.07735219,0.16130655,0.084621064,0.10775993,0.8558897,0.09223061,0.44471574,0.49667904,1.0,0.9215351,0.80207634
3466,Anapc10,0.18475921,0.22514203,0.027085466,0.14566223,0.63302183,0.09220737,0.4810295,0.42196116,0.0,0.85836864,0.27860466
3467,Mrps23,0.10943551,0.07157234,0.110040426,0.097016096,0.9503443,0.0921987,0.48207888,0.4884434,1.0,0.9978177,0.35843003
3468,Mc4r,0.07597318,0.06868046,0.13794826,0.09420063,0.9786855,0.09219279,0.29735282,0.30572256,1.0,0.7690934,0.2224324
3469,Ctnnd1,0.044375572,0.23098822,0.024083499,0.09981576,0.9234131,0.092171185,0.4576761,0.4197423,1.0,0.87037677,0.5172548
3470,Lace1,0.18384133,0.16663507,0.12971084,0.16006242,0.5758362,0.09216973,0.5583392,0.59941924,1.0,0.75179905,0.19588178
3471,Srp9,0.05310479,0.22481294,0.030440062,0.10278594,0.8965761,0.09215542,0.48873135,0.51359904,1.0,0.95530075,0.39792272
3472,Mertk,0.019327343,0.1801382,0.07973463,0.09306672,0.9900116,0.092137136,0.63681144,0.713927,1.0,0.4013867,0.19090971
3473,Tceal6,0.021479096,0.41653466,0.010521722,0.14951183,0.61622673,0.09213319,0.5597357,0.63022304,0.0,0.58284163,0.32209292
3474,Necab2,0.12672384,0.08625279,0.064168654,0.09238177,0.9971933,0.09212248,0.6310454,0.5434797,1.0,0.696792,0.28713447
3475,Mzt1,0.061368912,0.19603555,0.022250874,0.09321844,0.9880897,0.092108175,0.4179772,0.47171563,1.0,0.8862576,0.41869053
3476,Dcdc2a,0.02788407,0.19175255,0.06910719,0.096247934,0.9568978,0.092099436,0.63581496,0.6027446,1.0,0.97750646,0.1220262
3477,Slc25a42,0.010892653,0.23176526,0.037750714,0.09346954,0.9853074,0.092096224,0.64486027,0.56678677,1.0,0.724819,0.28669083
3478,Tmem232,0.13445678,0.0992587,0.07322284,0.10231277,0.90008473,0.09209017,0.5945933,0.604406,1.0,0.82444274,0.053262733
3479,Nefh,0.19936496,0.0031191632,0.090355985,0.09761337,0.94334954,0.09208353,0.64337665,0.7649808,1.0,0.25884226,0.18928109
3480,Rwdd2b,0.222311,0.05950899,0.027953902,0.10325796,0.8917375,0.092079,0.5052955,0.49990174,1.0,0.99820685,0.2136153
3481,Cdon,0.1820854,0.071268775,0.032712217,0.09535546,0.96546,0.092061885,0.42270496,0.2820152,1.0,0.32588804,0.40896532
3482,Zc3h11a,0.051035248,0.19852321,0.045830615,0.09846302,0.9348567,0.09204882,0.46005517,0.43943584,1.0,0.9446989,0.48897064
3483,Srsf3,0.07618411,0.20097426,0.031833727,0.10299737,0.89358985,0.0920374,0.40257403,0.38286886,1.0,0.8081452,0.5755428
3484,Ska3,0.036075428,0.22895145,0.028752232,0.09792637,0.93975896,0.09202719,0.45145535,0.34514615,1.0,0.5106043,0.14390849
3485,Asphd1,0.045415618,0.1472448,0.12532462,0.10599502,0.8680206,0.092005864,0.57691425,0.57052267,1.0,0.94085383,0.2343927
3486,Prickle1,0.032211922,0.24547146,0.010065658,0.09591634,0.95906776,0.09199027,0.5557858,0.5801428,1.0,0.7948918,0.38935414
3487,Dip2a,0.0714956,0.14314772,0.062465653,0.09236965,0.9958903,0.091990046,0.5436224,0.48012835,1.0,0.8865259,0.45356897
3488,Nhlh1,0.15659386,0.07898595,0.04059224,0.09205735,0.9992069,0.09198434,0.23745917,0.3363104,1.0,0.42339715,0.1594879
3489,Dag1,0.018993141,0.21376102,0.06165444,0.098136194,0.9372765,0.09198075,0.50812525,0.4638688,1.0,0.9415,0.5029637
3490,Gm37345,0.01426995,0.20872732,0.057925943,0.09364107,0.98215806,0.09197033,0.56177026,0.5219783,1.0,0.8954648,0.02509503
3491,Ubxn11,0.17307775,0.11735737,0.020648303,0.103694476,0.88684464,0.09196089,0.61451566,0.5270153,1.0,0.7133359,0.1822482
3492,Ubash3b,0.1621223,0.046405148,0.08010095,0.09620947,0.95563585,0.091941215,0.49660912,0.505269,1.0,0.9924404,0.36276454
3493,Ackr1,0.13124835,0.1335083,0.012209149,0.09232193,0.9958362,0.09193752,0.61588484,0.49843365,1.0,0.7173161,0.32802746
3494,Polh,0.020691346,0.1544732,0.10080187,0.0919888,0.99930227,0.091924615,0.38210592,0.4167905,1.0,0.8989363,0.21273504
3495,Gm15559,0.04849723,0.1363867,0.09416254,0.09301549,0.98802763,0.091901876,0.4169689,0.4545549,1.0,0.830494,0.12925833
3496,G730003C15Rik,0.099986024,0.15204129,0.055446208,0.10249117,0.8962321,0.091855876,0.44500986,0.44555566,1.0,0.9920228,0.0638913
3497,Tdrd6,0.023652058,0.23971601,0.021475527,0.09494787,0.9673071,0.09184375,0.5722855,0.46180472,1.0,0.84122396,0.045033045
3498,Cpeb3,0.102393806,0.17621864,0.0072911885,0.09530121,0.96349645,0.09182238,0.58792984,0.6022477,1.0,0.79765,0.32546422
3499,9430037G07Rik,0.10541096,0.17313102,0.10139472,0.12664557,0.72489065,0.091804184,0.52227557,0.4610761,0.0,0.96267116,0.092058904
3500,Neurod2,0.027516749,0.24596989,0.038893174,0.1041266,0.8815973,0.09179773,0.2768586,0.35362938,1.0,0.61990356,0.551711
3501,2210418O10Rik,0.19251706,0.6746779,0.29320303,0.38679934,0.23730265,0.09178851,0.5489539,0.48709497,0.0,0.9194713,0.22604194
3502,Gorasp2,0.061186317,0.2693467,0.023712283,0.11808177,0.7772535,0.09177947,0.5130037,0.4875215,1.0,0.99160695,0.4701847
3503,Baiap3,0.09417452,0.1788454,0.037394248,0.10347139,0.88684005,0.09176257,0.6086486,0.49698517,1.0,0.744449,0.1427081
3504,Zc2hc1c,0.04540696,0.154408,0.08432321,0.09471271,0.96855026,0.09173402,0.46585262,0.5597284,1.0,0.89963466,0.051715232
3505,Ube2i,0.049487144,0.2970593,0.037686914,0.12807779,0.71612406,0.09171959,0.39417404,0.4128065,1.0,0.9601947,0.5237587
