rank,gene_name,perturbation_E15,perturbation_P0,perturbation_P13,mean_perturbation,transferability,rank_score,prior_dev_slope_ef,prior_dev_slope_wc,prior_direction_concordance,prior_stability,prior_baseline_expr
11013,Lca5,0.05388955,0.11280003,0.024723295,0.06380429,0.14644781,0.0093439985,0.4608868,0.37648764,0.0,0.7435356,0.296601
11014,Gpcpd1,0.0016359624,0.10488092,0.02978088,0.045432586,0.2056357,0.0093425615,0.6004201,0.50420284,0.0,0.77925426,0.46345007
11015,Ldah,0.003719438,0.021077989,0.009897832,0.011565086,0.80728996,0.009336378,0.44168907,0.4688308,1.0,0.9408728,0.38393134
11016,Dcun1d1,0.031129,0.084051974,0.014470166,0.043217048,0.21599987,0.009334877,0.49087146,0.4702078,0.0,0.9872704,0.40712947
11017,Uri1,0.060481314,0.059751045,0.0039293044,0.04138722,0.2254156,0.009329325,0.50479895,0.48886707,0.0,0.9981676,0.39546347
11018,Wnt2b,0.0052991593,0.5762058,0.0793077,0.22027087,0.042350493,0.00932858,0.5539267,0.5051403,0.0,0.90533805,0.07649719
11019,Ifngr1,0.021794101,0.035369873,0.035669588,0.03094452,0.30140758,0.009326913,0.49501544,0.5450016,0.0,0.9048241,0.21147266
11020,Ncoa2,0.009533362,0.14223734,0.045801386,0.06585736,0.14136983,0.009310244,0.48886395,0.48565215,0.0,0.99602985,0.4900104
11021,C130023A14Rik,0.06919258,0.4445359,0.041272722,0.1850004,0.05026946,0.009299871,0.4995693,0.479545,0.0,0.9632904,0.064776786
11022,Ccdc28b,0.04149914,0.022569712,0.04902113,0.03769666,0.24669348,0.00929952,0.50511646,0.39804426,0.0,0.77161527,0.32061842
11023,Ripk2,0.090468995,0.12382442,0.033878256,0.08272389,0.11237044,0.009295721,0.57226443,0.4942571,0.0,0.88041526,0.16265112
11024,Slc50a1,0.098635495,0.055695493,0.0096184695,0.05464982,0.17003448,0.009292354,0.5895827,0.52950174,0.0,0.85160226,0.2730516
11025,Polr3e,0.07817126,0.03259977,0.016769066,0.042513367,0.21765792,0.0092533715,0.53569424,0.44937629,0.0,0.95607686,0.37467963
11026,Ccnd3,0.10092234,0.017121598,0.08020348,0.06608247,0.13993669,0.009247362,0.45674992,0.44291314,0.0,0.95747447,0.3294225
11027,Hps4,0.075340986,0.26191756,0.046386983,0.12788184,0.07227187,0.00924226,0.5328048,0.4417608,0.0,0.9976836,0.29894328
11028,Dync1h1,0.023997676,0.085368015,0.05529137,0.054885685,0.16832757,0.009238774,0.45201546,0.43410802,0.0,0.93423486,0.6897496
11029,9430091E24Rik,0.12556319,0.23693728,0.26148885,0.20799644,0.0444032,0.009235707,0.5224082,0.48669142,0.0,0.95146966,0.04326373
11030,Gm20427,0.3504831,0.022682961,0.01020009,0.12778871,0.07226561,0.009234729,0.5303524,0.41881913,0.0,0.8802972,0.13506196
11031,Mlx,0.15138388,0.041654684,0.002224248,0.0650876,0.14181845,0.009230623,0.5144736,0.47023913,0.0,0.9978333,0.34581253
11032,Nedd9,0.2610866,0.0021261412,0.005050326,0.08942103,0.103154175,0.009224152,0.41316536,0.374263,0.0,0.7488854,0.31750053
11033,Igbp1,0.120420165,0.043680694,0.0019231301,0.05534133,0.16667715,0.0092241345,0.47903758,0.47272497,1.0,0.9792734,0.37440386
11034,Nol11,0.059551246,0.19114019,0.02639906,0.0923635,0.09973852,0.009212199,0.4807582,0.43291983,0.0,0.8934095,0.3678066
11035,Gm15446,0.02091108,0.20031995,0.13883391,0.12002164,0.076569505,0.009189998,0.52126557,0.46665093,0.0,0.9861387,0.3077918
11036,Slc9a6,0.006277436,0.018924652,0.0025337287,0.009245272,0.9936863,0.0091869,0.45672235,0.52005553,1.0,0.99939847,0.4837318
11037,Map1lc3a,0.03775013,0.17245945,0.011550733,0.07392011,0.12422711,0.009182882,0.50120455,0.53801924,0.0,0.8839624,0.47118455
11038,Rab11b,0.0019830158,0.17569304,0.08013417,0.08593675,0.106824145,0.009180119,0.4124128,0.46377772,0.0,0.871434,0.57529294
11039,C030039L03Rik,0.0019276732,0.3068999,0.094556,0.1344612,0.068242796,0.0091760075,0.557656,0.4916075,0.0,0.91146684,0.26811612
11040,Clasrp,0.040908873,0.06204682,0.066431865,0.056462515,0.16230078,0.0091639105,0.55402684,0.46215084,0.0,0.92867744,0.38363186
11041,Lgmn,0.10318658,0.12066421,0.06906994,0.09764024,0.093797505,0.009158411,0.5343463,0.5646643,0.0,0.8654547,0.4250171
11042,Gramd1a,0.056322053,0.3178671,0.028563147,0.13425076,0.06816628,0.009151375,0.49631822,0.38972086,0.0,0.7817632,0.54036164
11043,Pttg1,0.09146821,0.25516227,0.043219455,0.12994997,0.07040744,0.009149445,0.6825726,0.61223197,0.0,0.7178201,0.22959475
11044,Arl2,0.033950325,0.1072582,0.106863655,0.08269072,0.11040572,0.009129529,0.48261997,0.51630473,0.0,0.9964174,0.3580882
11045,Elk3,0.11125902,0.25895306,0.011648009,0.12728669,0.0717193,0.009128911,0.59885,0.44161472,0.0,0.8345649,0.25415087
11046,B130046B21Rik,0.16447328,0.18455835,0.0676772,0.13890295,0.065664,0.0091209235,0.5722439,0.6276049,0.0,0.6555698,0.048324034
11047,2810021J22Rik,0.1655636,0.080499515,0.0021716945,0.08274493,0.11021242,0.00911952,0.46029532,0.44580325,0.0,0.96515936,0.26695746
11048,Fastkd1,0.022398055,0.062411603,0.024701761,0.036503807,0.24905826,0.009091575,0.45861995,0.45960835,0.0,0.9986836,0.27759477
11049,Mon2,0.043304455,0.07505031,0.0008122936,0.039722353,0.22883551,0.009089885,0.4950717,0.48160186,0.0,0.9983111,0.45911258
11050,Dnajc10,0.042696845,0.20629005,0.014579596,0.087855496,0.10345518,0.009089106,0.49671355,0.49753693,0.0,0.9905047,0.4392874
11051,Nos1,0.16111588,0.12306248,0.013646708,0.09927503,0.09155088,0.0090887165,0.3152824,0.42564487,0.0,0.5855862,0.4250047
11052,Elmo3,0.09679371,0.09787112,0.012279949,0.068981595,0.13175404,0.009088604,0.5833997,0.49086955,0.0,0.83412945,0.02982258
11053,Clec16a,0.013501081,0.0965279,0.023669628,0.0445662,0.20392182,0.009088021,0.5243804,0.5265176,0.0,0.974432,0.4520717
11054,Megf11,0.19930263,0.09180242,0.08659507,0.12590003,0.07213347,0.009081606,0.5775241,0.5653494,0.0,0.9605211,0.23631151
11055,Ccl25,0.121601574,0.17737363,0.0043451595,0.101106785,0.08981028,0.009080429,0.5562164,0.45728716,0.0,0.9489419,0.2065871
11056,Rfc3,0.00092299795,0.25509346,0.027235582,0.094417356,0.09609355,0.009072899,0.37386438,0.33972389,0.0,0.6901961,0.28192163
11057,Fibp,0.03208406,0.18697545,0.015190637,0.07808338,0.11596388,0.009054852,0.4380543,0.45498806,1.0,0.95408946,0.35038936
11058,Fam196a,0.04182203,0.042694844,0.028171524,0.0375628,0.24099366,0.009052397,0.45677125,0.4509205,1.0,0.98577136,0.2577831
11059,Zfp711,0.03480392,0.026504828,0.045933485,0.035747413,0.25320095,0.009051279,0.45285568,0.38177493,0.0,0.72957814,0.3309237
11060,Ppp6r2,0.033886574,0.083000205,0.050945904,0.05594423,0.1614077,0.009029829,0.44345695,0.46016654,0.0,0.965632,0.43558812
11061,Wdr90,0.15125643,0.040373515,0.025503691,0.07237788,0.12444174,0.00900683,0.62500215,0.4265061,0.0,0.7164037,0.35086936
11062,Nfkb1,0.1206027,0.25242677,0.065510266,0.14617991,0.061599646,0.009004631,0.56854457,0.47066042,0.0,0.8170983,0.28831133
11063,Zfp85os,0.18261315,0.19837,0.032069623,0.13768426,0.065318,0.008993261,0.48265904,0.5152248,1.0,0.984844,0.096794166
11064,Dock5,0.04074587,0.07178054,0.01902109,0.043849166,0.20487975,0.008983806,0.61989546,0.53877765,0.0,0.69870496,0.16994949
11065,Ppie,0.16216683,0.025218362,0.0061560282,0.06451374,0.13862273,0.008943072,0.47563118,0.4057929,0.0,0.75816673,0.2779696
11066,Usp36,0.011818824,0.029325075,0.00018902897,0.013777643,0.6484481,0.008934087,0.563961,0.45570886,1.0,0.8671789,0.37547708
11067,Gmeb2,0.14171681,0.07761394,0.061788764,0.09370651,0.095339045,0.00893389,0.5060828,0.43745407,0.0,0.91934025,0.36685055
11068,Copg2,0.10502631,0.17593454,0.04811617,0.10969234,0.08138211,0.008926994,0.49494454,0.4894742,0.0,0.9936083,0.4507162
11069,Gm42659,0.01946451,0.11969276,0.14632322,0.095160164,0.09365689,0.008912405,0.5172561,0.4348632,0.0,0.9366186,0.03083124
11070,Sec23a,0.0005932062,0.13688472,0.0150919,0.050856605,0.17506103,0.00890301,0.47110185,0.46685317,0.0,0.99950373,0.49757376
11071,Dcaf15,0.05672099,0.12955882,0.010172137,0.06548398,0.13577688,0.00889121,0.47228602,0.36749265,1.0,0.6622984,0.3693587
11072,Wdr20,0.11330538,0.10891437,0.009007326,0.07707569,0.115334034,0.008889451,0.49469575,0.463069,0.0,0.9924562,0.31241617
11073,Gba2,0.0037664636,0.024105743,0.018863838,0.015578683,0.5695723,0.008873186,0.57989484,0.47757262,1.0,0.82630956,0.47052732
11074,Tmem110,0.0052251904,0.016352162,0.006078901,0.009218751,0.9614176,0.00886307,0.5721009,0.49303085,1.0,0.8437746,0.29826325
11075,Braf,0.048640124,0.032163884,0.004970387,0.028591463,0.30996063,0.008862228,0.5522542,0.5184337,1.0,0.9399405,0.46862575
11076,Hacd3,0.0105724605,0.029554194,0.013932657,0.018019771,0.4911833,0.008851011,0.48353392,0.5101243,0.0,0.9868186,0.5122708
11077,Dancr,0.04796848,0.2357271,0.08454561,0.12274706,0.07202386,0.008840717,0.46418178,0.4131417,0.0,0.83515453,0.15050855
11078,Scd2,0.010796524,0.010243584,0.016731434,0.012590514,0.70115495,0.0088279005,0.4161647,0.50883865,1.0,0.8641814,0.73318166
11079,Pfkl,0.09604224,0.14568527,0.03604461,0.0925907,0.0952598,0.0088201715,0.56134784,0.5601324,0.0,0.8956904,0.4770824
11080,Fgfrl1,0.016842475,0.062077954,0.2779607,0.11896037,0.074009076,0.008804147,0.45245516,0.5039927,0.0,0.9725761,0.26467276
11081,Prorsd1,0.047685895,0.3058908,0.003010841,0.11886251,0.07406664,0.008803747,0.51850533,0.47156826,0.0,0.9274277,0.07388252
11082,Cab39,0.039311223,0.22086978,0.025396725,0.09519258,0.092472054,0.008802653,0.46040833,0.49278232,0.0,0.9718327,0.5593807
11083,Ppp4r1l-ps,0.068444364,0.24837254,0.051188193,0.12266836,0.07169893,0.00879519,0.54597807,0.4432013,0.0,0.97404414,0.28815463
11084,Mrpl9,0.039398134,0.19726509,0.1572631,0.13130878,0.0668192,0.008773947,0.50207525,0.47663572,0.0,0.9802496,0.371547
11085,Slc41a1,0.05751342,0.092855915,0.0943015,0.081556946,0.107449524,0.008763255,0.5080006,0.5111924,0.0,0.98987454,0.3950705
11086,Fzd9,0.15558714,0.16921352,0.103121385,0.1426407,0.06142076,0.0087611005,0.43752882,0.40821695,0.0,0.9214034,0.22788711
11087,Cadm1,0.06116384,0.082870916,0.010477517,0.05150409,0.17000186,0.008755791,0.4539507,0.4534094,0.0,0.9737689,0.5544928
11088,E2f1,0.11914129,0.06417013,0.014341001,0.065884136,0.13276926,0.008747388,0.507039,0.47967517,0.0,0.8943145,0.2963741
11089,Xylb,0.09012849,0.2378819,0.07244297,0.13348445,0.065527,0.008746835,0.6447637,0.48520446,0.0,0.63751435,0.18261027
11090,Tox2,0.21154803,0.1270238,0.05612531,0.13156572,0.066450626,0.008742624,0.5856468,0.4796078,0.0,0.804278,0.29149458
11091,Gabpb1,0.12484236,0.14253148,0.035875317,0.10108306,0.086483486,0.008742016,0.51387733,0.41222823,0.0,0.8123592,0.33835956
11092,Nhlrc3,0.05283875,0.092003055,0.00961391,0.05148524,0.16947474,0.008725448,0.53356797,0.44524246,0.0,0.9752693,0.31017953
11093,Nrp1,0.0022314533,0.28025132,0.031188307,0.10455703,0.08340977,0.008721078,0.37297642,0.37130788,0.0,0.89160526,0.44916835
11094,RP23-414P13.3,0.087792955,0.101392396,0.13944544,0.1095436,0.079585806,0.008718115,0.54793686,0.4741253,0.0,0.940331,0.059383776
11095,Ranbp17,0.05292647,0.026284074,0.020497162,0.033235904,0.2621867,0.008714012,0.52079713,0.40939817,1.0,0.88144726,0.21590126
11096,Gm14305,0.0066906856,0.15409505,0.11512446,0.091970064,0.09469294,0.008708916,0.55015665,0.53266644,0.0,0.9921243,0.31554532
11097,Dnajc3,0.009555887,0.011248051,0.041872736,0.020892225,0.4165726,0.008703128,0.5211055,0.53831005,1.0,0.9382057,0.37113878
11098,Ptdss2,0.0065234704,0.18614379,0.005187597,0.06595162,0.13195933,0.008702932,0.525451,0.49980828,0.0,0.9596849,0.3777221
11099,Hic2,0.018113159,0.14349006,0.008144864,0.056582693,0.1532412,0.0086708,0.47909817,0.39790475,0.0,0.80365014,0.30040443
11100,Nktr,0.009148044,0.16958225,0.030298028,0.06967611,0.12439562,0.008667403,0.56964576,0.43548962,0.0,0.94923025,0.5053551
11101,Ccdc186,0.002001305,0.0071672336,0.017775474,0.008981338,0.9633161,0.0086518675,0.45961165,0.48150253,1.0,0.9744093,0.41007477
11102,Epb41l3,0.014632335,0.1491109,0.03987393,0.06787238,0.12745385,0.008650596,0.53609955,0.56704766,0.0,0.8544983,0.4787747
11103,Clcn5,0.052030083,0.11814923,0.009993781,0.060057696,0.14383648,0.008638488,0.46274236,0.4072782,0.0,0.8379985,0.31438157
11104,Acbd4,0.18353543,0.090707734,0.033520736,0.10258797,0.08406998,0.008624569,0.5810975,0.5770083,0.0,0.9379522,0.2545972
11105,N4bp2l2,0.022643263,0.032547303,0.042169802,0.032453455,0.26544058,0.008614464,0.5086914,0.42667654,0.0,0.8689833,0.4043657
11106,Trappc11,0.022978345,0.020418977,0.011034824,0.018144049,0.47432747,0.008606221,0.52289784,0.4919283,1.0,0.983484,0.4301247
11107,Nampt,0.06856747,0.05239814,0.039347284,0.05343763,0.16102657,0.008604879,0.49899995,0.4871487,0.0,0.9860793,0.4082006
11108,Mrpl37,0.0603928,0.14600848,0.007481276,0.07129418,0.1205359,0.008593508,0.553782,0.47162592,0.0,0.9063796,0.38583001
11109,Kcnk10,0.1122311,0.060002334,0.01852496,0.06358613,0.13498975,0.008583476,0.43002194,0.35542908,0.0,0.69085217,0.23480697
11110,Mysm1,0.010650475,0.11019227,0.019285614,0.04670945,0.18365772,0.008578551,0.56437576,0.44629097,0.0,0.945019,0.36501613
11111,Ubxn4,0.00071274076,0.077285044,0.008143224,0.028713668,0.29849452,0.008570872,0.47892302,0.4592601,1.0,0.9687485,0.4467826
11112,Mars,0.06051199,0.3371303,0.058958057,0.15220012,0.056296866,0.008568389,0.5183282,0.45371497,0.0,0.9843961,0.42359188
11113,Ncstn,0.057264466,0.20165342,0.016373992,0.091763966,0.09330549,0.0085620815,0.4971307,0.4487359,1.0,0.9532541,0.4539701
11114,Gm43062,0.005100658,0.10959851,0.020224718,0.04497463,0.19036461,0.008561578,0.4934475,0.44928953,0.0,0.9396328,0.03402604
11115,Mtm1,0.1446327,0.2805917,0.010644567,0.14528964,0.058850743,0.008550404,0.6217948,0.48158675,0.0,0.7316173,0.15588163
11116,Gm13251,0.0402149,0.025408076,0.12631245,0.06397847,0.13348992,0.008540481,0.52929306,0.4148369,0.0,0.8676905,0.11181664
11117,Fam91a1,0.00463688,0.16775812,0.03932574,0.07057358,0.12101338,0.008540348,0.47757834,0.46784672,0.0,0.9798831,0.4604472
11118,Haus5,0.15351117,0.14627244,0.03049602,0.110093206,0.07746649,0.008528534,0.45852962,0.3569495,0.0,0.5842522,0.24301593
11119,Usp4,0.010334076,0.1339494,0.024735745,0.05633974,0.15109138,0.008512449,0.5353225,0.43632814,0.0,0.95173824,0.5097579
11120,Ywhab,0.042016987,0.2790747,0.10489218,0.14199461,0.059893675,0.008504579,0.44515577,0.51767313,0.0,0.9711969,0.6421433
11121,Stat5b,0.04580884,0.530398,0.11830122,0.2315027,0.03671442,0.008499487,0.60003924,0.5352797,0.0,0.8120734,0.29962605
11122,Cdc26,0.016477209,0.0081657525,0.00087559625,0.008506185,0.99875236,0.008495573,0.4161154,0.38929224,1.0,0.8196234,0.3869847
11123,Igsf3,0.11312007,0.030414436,0.03089554,0.05814335,0.14603083,0.008490722,0.3114717,0.29411286,0.0,0.6705522,0.4538627
11124,Pou6f1,0.0026043733,0.05181118,0.0024021384,0.01893923,0.44815367,0.008487686,0.4812068,0.47098064,1.0,0.9935887,0.54393554
11125,Dph5,0.034117933,0.040734682,0.020853555,0.031902056,0.265639,0.00847443,0.45379427,0.47548643,0.0,0.9637362,0.22750348
11126,Dot1l,0.06928812,0.06403667,0.026934275,0.05341969,0.15863213,0.008474079,0.56784093,0.40765688,0.0,0.9250613,0.4616478
11127,Trim37,0.013600836,0.028949859,0.0060913702,0.016214022,0.52233917,0.008469219,0.4948024,0.56118137,1.0,0.8447942,0.5838639
11128,Arxes2,0.00017675408,0.09514734,0.03284011,0.042721402,0.1978796,0.008453694,0.44362083,0.47776756,0.0,0.94383717,0.38437933
11129,Slc1a2,0.21284564,0.2387254,0.008243556,0.15327154,0.05513321,0.008450352,0.7504594,0.7545397,0.0,0.6074644,0.59788656
11130,Clk1,0.06310039,0.19030505,0.14120008,0.13153517,0.064241305,0.008449991,0.51009345,0.41846168,0.0,0.8422961,0.45134753
11131,Brpf3,0.021531628,0.147652,0.0435173,0.07090031,0.11897552,0.008435402,0.5216568,0.4813585,0.0,0.9911531,0.37293375
11132,Gm5468,0.023615167,0.101680666,0.027612459,0.050969433,0.16543485,0.008432121,0.3986562,0.43891862,1.0,0.87215036,0.06853355
11133,Epdr1,0.055149972,0.35702598,0.02438933,0.14552176,0.05784477,0.0084176725,0.6007377,0.672554,0.0,0.5008159,0.3635551
11134,Flna,0.038107425,0.122529946,0.044745933,0.068461105,0.1227494,0.00840356,0.51881325,0.29693228,0.0,0.45240837,0.5599658
11135,Slit3,0.19031303,0.009570985,0.051584296,0.083822764,0.100114204,0.00839185,0.69359183,0.57430714,0.0,0.4410747,0.27935082
11136,Neto2,0.0019823983,0.16512361,0.051891033,0.07299901,0.11459929,0.008365634,0.38056397,0.38961956,0.0,0.91340214,0.5094272
11137,Plch1,0.2374986,0.49955252,0.0751336,0.27072826,0.030862706,0.008355407,0.54610956,0.4958489,0.0,0.9119268,0.2751694
11138,Ubp1,0.029935656,0.11152675,0.04641229,0.062624894,0.13333866,0.008350319,0.53442806,0.43620887,0.0,0.9748122,0.47266093
11139,Echs1,0.11086887,0.13271266,0.077576,0.107052505,0.07794878,0.008344612,0.49412796,0.454733,0.0,0.941811,0.38910338
11140,Gpc6,0.020676097,0.28202632,0.03236864,0.11169035,0.07470161,0.008343449,0.6276779,0.45328537,0.0,0.711028,0.29798508
11141,Actr2,0.046946336,0.15728518,0.021859746,0.075363755,0.1106889,0.008341932,0.461744,0.5135185,0.0,0.9956029,0.5786774
11142,Synpo2,0.03044664,0.16677167,0.02815189,0.07512339,0.1109338,0.008333724,0.41169128,0.4954736,0.0,0.8520148,0.13848883
11143,Ddx56,0.11573194,0.258673,0.119408146,0.16460437,0.050625246,0.008333136,0.48607796,0.47061068,0.0,0.9896534,0.36474487
11144,Tnks,0.039741527,0.03982383,0.033983003,0.037849456,0.22004688,0.008328655,0.44962105,0.41345668,0.0,0.8661634,0.54408514
11145,Dnajb12,0.048833873,0.24050474,0.008185627,0.099174745,0.08382712,0.008313534,0.47844136,0.52321446,0.0,0.9783897,0.3601973
11146,Rps6kb1,0.043923993,0.047759987,0.0056678453,0.03245061,0.25608706,0.008310181,0.48835328,0.45057008,0.0,0.9554897,0.42640305
11147,Tnfaip3,0.021686463,0.22512765,0.06302553,0.10327988,0.080444016,0.008308249,0.5481683,0.5386733,0.0,0.9942659,0.17533587
11148,Dpy19l3,0.01718153,0.0053058187,0.0025637075,0.008350353,0.99406666,0.008300807,0.44245788,0.46569842,1.0,0.9554223,0.41278532
11149,Ppip5k2,0.0050872015,0.07800243,0.0128457695,0.03197847,0.25935706,0.008293842,0.42595384,0.3805688,0.0,0.76917946,0.4257799
11150,Eml5,0.008535996,0.23677336,0.020072937,0.088460766,0.093513966,0.008272317,0.58685,0.4575709,0.0,0.8305012,0.4185376
11151,Rnf20,0.058628585,0.04857678,0.005665518,0.037623625,0.21980107,0.008269713,0.507212,0.4362047,0.0,0.90677,0.45807064
11152,Ipo13,0.06506324,0.0037462495,0.016646303,0.028485263,0.28958508,0.0082489075,0.5264878,0.4644688,1.0,0.9865251,0.46330863
11153,Polr2l,0.07646804,0.14488456,0.047902808,0.0897518,0.09186569,0.008245111,0.43640447,0.4771339,0.0,0.91585183,0.2772865
11154,Ankrd40,0.04032585,0.0978504,0.008883782,0.04902001,0.16817102,0.008243745,0.53637725,0.58714986,0.0,0.7583508,0.42090407
11155,Ppp1r12c,0.039079327,0.10065541,0.0063849455,0.048706558,0.16924722,0.00824345,0.55709076,0.5135295,0.0,0.85602677,0.45561004
11156,Adam10,0.017290832,0.08549529,0.009837839,0.03754132,0.21896343,0.008220176,0.43826786,0.45845956,0.0,0.9543587,0.4810694
11157,Eif5a2,0.09352416,0.18335573,0.0167423,0.09787407,0.08395409,0.008216928,0.480788,0.57786834,0.0,0.7838097,0.34588507
11158,Pkd2,0.025608951,0.3866561,0.013134346,0.14179981,0.057752173,0.008189247,0.57140464,0.47432843,0.0,0.8201169,0.3680162
11159,Iqgap1,0.042997036,0.2266282,0.024664044,0.09809643,0.08345129,0.008186274,0.5467986,0.40617085,0.0,0.9082569,0.36475742
11160,Spx,0.24709085,0.10137635,0.045296066,0.13125442,0.062341746,0.00818263,0.5583166,0.44758308,0.0,0.9421107,0.07386886
11161,Nkrf,0.02271121,0.01038837,0.01745465,0.01685141,0.48522282,0.008176689,0.4859646,0.529489,1.0,0.94744503,0.33037215
11162,Khdrbs2,0.022388717,0.34305483,0.06679569,0.14407974,0.056724727,0.008172885,0.47505587,0.36039817,0.0,0.7182159,0.27352616
11163,Dnase1l2,0.04094924,0.48041677,0.014780057,0.17871535,0.045705166,0.008168215,0.5069409,0.4390267,0.0,0.93858254,0.13430376
11164,Btaf1,0.030078748,0.03111781,0.031015689,0.030737415,0.26567063,0.008166028,0.5211488,0.4642601,1.0,0.97711575,0.43509823
11165,Pck2,0.049126923,0.3570477,0.0652837,0.15715277,0.05193664,0.008161987,0.53868115,0.52540386,0.0,0.9553728,0.2533743
11166,Taf6l,0.120170705,0.18967417,0.024362614,0.111402504,0.073191844,0.008153754,0.4963832,0.4386697,0.0,0.9484117,0.287367
11167,Syt2,0.17422877,0.02805532,0.010472138,0.07091875,0.11495223,0.008152268,0.55411273,0.73932815,0.0,0.26072827,0.21927051
11168,Fgd5,0.065221034,0.15035821,0.08686648,0.10081524,0.08081252,0.0081471335,0.5505829,0.4598116,0.0,0.9370725,0.21408407
11169,Gm12758,0.062700495,0.0660267,0.04661018,0.058445793,0.13934022,0.00814385,0.541836,0.45152995,0.0,0.92478186,0.081166156
11170,Tsta3,0.10369889,0.18608284,0.09451606,0.12809926,0.06331011,0.008109978,0.4844481,0.42047405,0.0,0.8573706,0.326314
11171,Arnt2,0.012604756,0.004701292,0.008006283,0.0084374435,0.9594306,0.0080951415,0.5029518,0.48378283,1.0,0.97360975,0.63460946
11172,Zfr,0.008758601,0.005236166,0.01043004,0.008141602,0.9931324,0.0080856895,0.5318248,0.53033406,1.0,0.984757,0.57663363
11173,Ccdc107,0.04042618,0.18493904,0.0767109,0.10069204,0.08029705,0.008085274,0.4767505,0.50519454,0.0,0.9921363,0.25994962
11174,Rnf13,0.0046424065,0.15076911,0.08484419,0.08008524,0.10088737,0.008079589,0.5364625,0.54983133,0.0,0.9434973,0.4027778
11175,Mcrs1,0.030833982,0.24245924,0.06327351,0.11218891,0.072013415,0.008079107,0.452013,0.43751577,0.0,0.95086926,0.47749886
11176,Pogz,0.023548277,0.0022138883,0.014386061,0.013382741,0.6032707,0.008073416,0.45166478,0.3940547,0.0,0.7856212,0.4729763
11177,Cdk12,0.012313734,0.011826213,0.00043198024,0.008190643,0.98473394,0.008065605,0.48152387,0.4325925,1.0,0.8654291,0.37685674
11178,Narfl,0.06550029,0.1331431,0.013777694,0.070807025,0.113884114,0.008063795,0.50937355,0.49427637,0.0,0.98575366,0.31748822
11179,Serac1,0.13855363,0.3316935,0.0017600458,0.15733573,0.051217355,0.00805832,0.62443167,0.4616086,0.0,0.6565942,0.29721332
11180,Vamp3,0.01774688,0.1725151,0.042268015,0.07751,0.103820845,0.008047153,0.50241905,0.43965757,0.0,0.8801023,0.342313
11181,Rhobtb2,0.080525756,0.13188331,0.0574333,0.089947455,0.08944367,0.00804523,0.5295677,0.5318108,0.0,0.98402685,0.4679184
11182,Fra10ac1,0.11321558,0.32659197,0.14907864,0.19629538,0.040938217,0.008035983,0.49549708,0.46256202,0.0,0.97609097,0.24960512
11183,Rac1,0.019863851,0.26323047,0.098194756,0.12709635,0.06313246,0.008023906,0.41975686,0.49078134,0.0,0.87865394,0.5844612
11184,Smu1,0.015077669,0.35923553,0.053588282,0.14263383,0.05625277,0.008023548,0.44076848,0.45587727,0.0,0.9681565,0.44917884
11185,Gm26777,0.17265749,0.007966086,0.0712924,0.083972,0.095546454,0.008023227,0.5390752,0.52984756,0.0,0.97996575,0.09466523
11186,Irf9,0.13071859,0.28697184,0.09229738,0.16999595,0.047166165,0.008018057,0.49831456,0.43911403,0.0,0.9242611,0.24558103
11187,Robo3,0.12995896,0.076742224,0.011655453,0.07278555,0.11004538,0.008009713,0.89522576,0.61203545,0.0,0.13887174,0.21736501
11188,Zc3h7a,0.08958152,0.307555,0.03920536,0.1454473,0.05504415,0.008006023,0.54230964,0.4432661,0.0,0.98049736,0.38132477
11189,Wdr44,0.07089318,0.046656992,0.04180636,0.053118844,0.15070005,0.008005012,0.47998586,0.49112502,0.0,0.99486095,0.2834712
11190,Lin7c,0.0720035,0.1781647,0.035367418,0.095178545,0.08400283,0.007995267,0.37038082,0.3722061,0.0,0.91025704,0.5103552
11191,Mrpl15,0.11241927,0.037186075,0.041556925,0.063720755,0.12530568,0.007984573,0.5224859,0.46618205,0.0,0.99161524,0.35920087
11192,Asxl2,0.008183769,0.14063326,0.025027426,0.057948146,0.13773815,0.007981671,0.55115074,0.45116305,0.0,0.9601621,0.36534023
11193,Bend4,0.15247749,0.031940654,0.017099269,0.06717247,0.11881441,0.007981057,0.57751614,0.4374457,0.0,0.8942223,0.26235235
11194,Rps6kb2,0.04185243,0.1095849,0.03733549,0.06292427,0.12666002,0.007969989,0.5763169,0.41594112,0.0,0.98390126,0.32854083
11195,Cdc42ep3,0.005559464,0.19271804,0.09254728,0.09694159,0.08216253,0.007964966,0.43361548,0.42995366,0.0,0.9558097,0.31405836
11196,Nsun6,0.059335697,0.34293658,0.049204554,0.15049228,0.052827932,0.007950196,0.5177891,0.4519902,0.0,0.99330276,0.22443734
11197,Mafb,0.062241677,0.19634762,0.06187391,0.10682107,0.07441258,0.007948831,0.36079904,0.46457088,0.0,0.72601604,0.33658805
11198,Invs,0.0024038407,0.19002569,0.030017504,0.07414901,0.107167654,0.007946376,0.5337219,0.45436382,0.0,0.98885363,0.26152128
11199,Ube2w,0.0044574034,0.09009159,0.015841931,0.036796976,0.21585684,0.007942879,0.49942306,0.5352164,0.0,0.93186873,0.37502044
11200,Acaa1a,0.023244698,0.22234596,0.013256733,0.08628246,0.092020206,0.00793973,0.56302637,0.48757225,0.0,0.88005465,0.39514238
11201,B230307C23Rik,0.017856674,0.27138793,0.001723694,0.096989445,0.081860915,0.007939645,0.5522897,0.5045853,0.0,0.9164704,0.0665439
